Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,33.971592,[ 2 13] ; [96 20],[11.22137405  3.77862595] ; [86.77862595 29.22137405],1
r3,1,8.8e-05,15.380466,[11  4] ; [114   3],[14.20454545  0.79545455] ; [110.79545455   6.20454545],1
a5,1,0.00066,11.59864,[ 4 11] ; [83 34],[9.88636364 5.11363636] ; [77.11363636 39.88636364],1
r2,1,0.000682,11.537752,[10  4] ; [112   5],[13.03816794  0.96183206] ; [108.96183206   8.03816794],1
s6,1,0.001854,9.688929,[ 3 12] ; [71 43],[8.60465116 6.39534884] ; [65.39534884 48.60465116],0
v4,1,0.004631,8.018289,[11  3] ; [113   4],[13.2519084  0.7480916] ; [110.7480916   6.2519084],0
p9,1,0.004964,7.89249,[9 6] ; [101  14],[12.69230769  2.30769231] ; [97.30769231 17.69230769],0
s1,1,0.007314,7.194279,[ 3 12] ; [  4 112],[ 0.80152672 14.19847328] ; [  6.19847328 109.80152672],0
v2,1,0.015925,5.81116,[ 3 12] ; [59 52],[7.38095238 7.61904762] ; [54.61904762 56.38095238],0
d5,1,0.016076,5.794587,[7 8] ; [89 28],[10.90909091  4.09090909] ; [85.09090909 31.90909091],0
d1,1,0.019044,5.497511,[ 3 12] ; [61 56],[7.27272727 7.72727273] ; [56.72727273 60.27272727],0
p5,1,0.022684,5.192513,[ 3 11] ; [  6 111],[ 0.96183206 13.03816794] ; [  8.03816794 108.96183206],0
p7,1,0.031005,4.65266,[5 7] ; [82 32],[8.28571429 3.71428571] ; [78.71428571 35.28571429],0
p2,1,0.03366,4.511904,[9 5] ; [101  16],[11.75572519  2.24427481] ; [98.24427481 18.75572519],0
a3,1,0.048945,3.877253,[6 9] ; [76 39],[9.46153846 5.53846154] ; [72.53846154 42.46153846],0
s5,1,0.050418,3.827487,[ 1 13] ; [37 77],[4.15625 9.84375] ; [33.84375 80.15625],0
p10,1,0.079411,3.076923,[8 5] ; [96 21],[10.4  2.6] ; [93.6 23.4],0
a1,1,0.082767,3.009704,[ 1 14] ; [  1 116],[ 0.22727273 14.77272727] ; [  1.77272727 115.22727273],0
s8,1,0.102511,2.666036,[ 3 12] ; [49 68],[5.90909091 9.09090909] ; [46.09090909 70.90909091],0
n3,1,0.11456,2.49016,[4 5] ; [17  6],[5.90625 3.09375] ; [15.09375  7.90625],0
p3,1,0.115037,2.483624,[ 2 13] ; [39 78],[ 4.65909091 10.34090909] ; [36.34090909 80.65909091],0
n6,1,0.158393,1.989505,[10  5] ; [96 21],[12.04545455  2.95454545] ; [93.95454545 23.04545455],0
n5,1,0.167452,1.905604,[7 8] ; [76 41],[9.43181818 5.56818182] ; [73.56818182 43.43181818],0
v1,1,0.202956,1.620974,[ 4 10] ; [53 61],[6.234375 7.765625] ; [50.765625 63.234375],0
p11,1,0.222567,1.487743,[10  5] ; [94 23],[11.81818182  3.18181818] ; [92.18181818 24.81818182],0
n1,1,0.228041,1.453039,[2 7] ; [10 12],[3.48387097 5.51612903] ; [ 8.51612903 13.48387097],0
d4,1,0.239752,1.382051,[9 6] ; [87 30],[10.90909091  4.09090909] ; [85.09090909 31.90909091],0
n4,1,0.244607,1.353846,[8 7] ; [80 37],[10.  5.] ; [78. 39.],0
a4,1,0.260991,1.263491,[ 3 12] ; [40 76],[ 4.92366412 10.07633588] ; [38.07633588 77.92366412],0
a6,1,0.285798,1.13931,[8 7] ; [78 38],[9.84732824 5.15267176] ; [76.15267176 39.84732824],0
u2,1,0.292823,1.106594,[5 4] ; [15 26],[3.6 5.4] ; [16.4 24.6],0
v3,1,0.316935,1.001553,[ 3 11] ; [40 75],[4.66666667 9.33333333] ; [38.33333333 76.66666667],0
s3,1,0.375067,0.786808,[6 9] ; [60 55],[7.61538462 7.38461538] ; [58.38461538 56.61538462],0
s2,1,0.379348,0.772815,[ 5 10] ; [53 64],[6.59090909 8.40909091] ; [51.40909091 65.59090909],0
u1,1,0.491757,0.472679,[ 1 14] ; [ 15 102],[ 1.81818182 13.18181818] ; [ 14.18181818 102.81818182],0
s7,1,0.499301,0.456422,[ 5 10] ; [48 65],[6.2109375 8.7890625] ; [46.7890625 66.2109375],0
u3,1,0.560743,0.33842,[3 6] ; [18 23],[3.78 5.22] ; [17.22 23.78],0
p1,1,0.571489,0.320197,[ 2 12] ; [ 11 105],[ 1.4 12.6] ; [ 11.6 104.4],0
d3,1,0.584552,0.298933,[8 7] ; [71 46],[8.97727273 6.02272727] ; [70.02272727 46.97727273],0
d2,1,0.699884,0.148593,[ 5 10] ; [45 72],[5.68181818 9.31818182] ; [44.31818182 72.68181818],0
a2,1,0.77998,0.078034,[ 3 12] ; [20 97],[ 2.61363636 12.38636364] ; [20.38636364 96.61363636],0
