Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,25.895463,[ 5 26] ; [44 17],[16.51086957 14.48913043] ; [32.48913043 28.51086957],1
p6,1,2e-06,22.333959,[ 3 28] ; [38 24],[13.66666667 17.33333333] ; [27.33333333 34.66666667],1
p11,1,0.000433,12.383152,[16 15] ; [53  9],[23.  8.] ; [46. 16.],1
p2,1,0.001991,9.557966,[19 12] ; [55  7],[24.66666667  6.33333333] ; [49.33333333 12.66666667],0
r4,1,0.002919,8.857143,[24  7] ; [60  2],[28.  3.] ; [56.  6.],0
p9,1,0.003147,8.720414,[21 10] ; [56  5],[25.94565217  5.05434783] ; [51.05434783  9.94565217],0
p10,1,0.006034,7.540021,[21  9] ; [57  5],[25.43478261  4.56521739] ; [52.56521739  9.43478261],0
p4,1,0.009358,6.753262,[14 16] ; [46 16],[19.56521739 10.43478261] ; [40.43478261 21.56521739],0
p3,1,0.010874,6.485763,[13 18] ; [43 19],[18.66666667 12.33333333] ; [37.33333333 24.66666667],0
n4,1,0.015712,5.834827,[19 12] ; [52 10],[23.66666667  7.33333333] ; [47.33333333 14.66666667],0
n5,1,0.02059,5.361176,[18 13] ; [50 12],[22.66666667  8.33333333] ; [45.33333333 16.66666667],0
v4,1,0.022869,5.178409,[27  4] ; [61  1],[29.33333333  1.66666667] ; [58.66666667  3.33333333],0
v2,1,0.023944,5.098684,[14 17] ; [43 19],[19. 12.] ; [38. 24.],0
a5,1,0.027153,4.881056,[19 12] ; [51 11],[23.33333333  7.66666667] ; [46.66666667 15.33333333],0
v1,1,0.047129,3.940772,[11 20] ; [35 26],[15.5 15.5] ; [30.5 30.5],0
s8,1,0.084805,2.970327,[ 8 23] ; [27 34],[11.79347826 19.20652174] ; [23.20652174 37.79347826],0
b1,1,0.09398,2.804835,[15 16] ; [19 43],[11.33333333 19.66666667] ; [22.66666667 39.33333333],0
r1,1,0.145706,2.116643,[22  9] ; [52 10],[24.66666667  6.33333333] ; [49.33333333 12.66666667],0
b4,1,0.175476,1.835526,[22  9] ; [35 27],[19. 12.] ; [38. 24.],0
a8,1,0.186619,1.744111,[ 2 24] ; [11 47],[ 4.02380952 21.97619048] ; [ 8.97619048 49.02380952],0
a3,1,0.213374,1.548387,[18 13] ; [44 18],[20.66666667 10.33333333] ; [41.33333333 20.66666667],0
s7,1,0.216162,1.52967,[ 9 20] ; [26 32],[11.66666667 17.33333333] ; [23.33333333 34.66666667],0
n6,1,0.236623,1.400602,[26  5] ; [57  5],[27.66666667  3.33333333] ; [55.33333333  6.66666667],0
r3,1,0.272138,1.20594,[26  4] ; [58  4],[27.39130435  2.60869565] ; [56.60869565  5.39130435],0
a6,1,0.29434,1.099662,[21 10] ; [35 27],[18.66666667 12.33333333] ; [37.33333333 24.66666667],0
