Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.00256,9.097117,[ 1 17] ; [38 50],[ 6.62264151 11.37735849] ; [32.37735849 55.62264151],0
b2,1,0.00256,9.097117,[ 1 17] ; [38 50],[ 6.62264151 11.37735849] ; [32.37735849 55.62264151],0
s3,1,0.010438,6.558585,[20  7] ; [69 77],[13.89017341 13.10982659] ; [75.10982659 70.89017341],0
r4,1,0.030432,4.684715,[21  7] ; [132  15],[24.48  3.52] ; [128.52  18.48],0
a5,1,0.034557,4.466943,[13 15] ; [99 48],[17.92 10.08] ; [94.08 52.92],0
v3,1,0.070208,3.27814,[ 7 21] ; [62 81],[11.29824561 16.70175439] ; [57.70175439 85.29824561],0
v2,1,0.083419,2.997003,[11 17] ; [80 60],[15.16666667 12.83333333] ; [75.83333333 64.16666667],0
p10,1,0.084281,2.980356,[18 10] ; [115  30],[21.52601156  6.47398844] ; [111.47398844  33.52601156],0
r2,1,0.085895,2.949664,[23  5] ; [134  11],[25.41040462  2.58959538] ; [131.58959538  13.41040462],0
n3,1,0.125122,2.352,[3 2] ; [22  3],[4.16666667 0.83333333] ; [20.83333333  4.16666667],0
p5,1,0.125545,2.346743,[ 2 26] ; [ 28 119],[ 4.8 23.2] ; [ 25.2 121.8],0
p9,1,0.156933,2.003535,[20  8] ; [121  25],[22.68965517  5.31034483] ; [118.31034483  27.68965517],0
a8,1,0.181968,1.781481,[ 1 25] ; [ 18 121],[ 2.99393939 23.00606061] ; [ 16.00606061 122.99393939],0
u2,1,0.208294,1.583242,[5 9] ; [30 25],[7.10144928 6.89855072] ; [27.89855072 27.10144928],0
n4,1,0.234889,1.411009,[19  9] ; [115  32],[21.44  6.56] ; [112.56  34.44],0
s5,1,0.255721,1.291776,[10 15] ; [ 41 102],[ 7.58928571 17.41071429] ; [43.41071429 99.58928571],0
a3,1,0.2676,1.229009,[14 14] ; [90 57],[16.64 11.36] ; [87.36 59.64],0
s2,1,0.317948,0.997368,[14 13] ; [61 86],[11.63793103 15.36206897] ; [63.36206897 83.63793103],0
s7,1,0.332443,0.939357,[16 12] ; [65 73],[13.6626506 14.3373494] ; [67.3373494 70.6626506],0
p7,1,0.349298,0.876007,[23  5] ; [107  38],[21.04046243  6.95953757] ; [108.95953757  36.04046243],0
v4,1,0.378227,0.776457,[25  3] ; [138   9],[26.08  1.92] ; [136.92  10.08],0
a7,1,0.383493,0.759476,[16 12] ; [96 50],[18.02298851  9.97701149] ; [93.97701149 52.02298851],0
p12,1,0.391546,0.734136,[ 1 27] ; [ 12 134],[ 2.09195402 25.90804598] ; [ 10.90804598 135.09195402],0
b1,1,0.398886,0.711682,[15 13] ; [66 81],[12.96 15.04] ; [68.04 78.96],0
u3,1,0.401048,0.705181,[9 5] ; [29 27],[7.6 6.4] ; [30.4 25.6],0
p11,1,0.416213,0.660982,[21  7] ; [120  27],[22.56  5.44] ; [118.44  28.56],0
p1,1,0.43064,0.621097,[ 2 26] ; [ 18 128],[ 3.2183908 24.7816092] ; [ 16.7816092 129.2183908],0
s6,1,0.475045,0.510218,[19  8] ; [91 53],[17.36842105  9.63157895] ; [92.63157895 51.36842105],0
s8,1,0.490758,0.474864,[ 9 19] ; [57 89],[10.62068966 17.37931034] ; [55.37931034 90.62068966],0
n6,1,0.511482,0.431034,[22  6] ; [123  24],[23.2  4.8] ; [121.8  25.2],0
a2,1,0.518489,0.416898,[ 1 27] ; [ 10 137],[ 1.76 26.24] ; [  9.24 137.76],0
r3,1,0.518489,0.416898,[27  1] ; [137  10],[26.24  1.76] ; [137.76   9.24],0
p6,1,0.538923,0.37754,[10 18] ; [60 83],[11.4619883 16.5380117] ; [58.5380117 84.4619883],0
d3,1,0.543077,0.369867,[11 17] ; [49 98],[ 9.6 18.4] ; [50.4 96.6],0
r1,1,0.555906,0.346843,[19  9] ; [107  39],[20.27586207  7.72413793] ; [105.72413793  40.27586207],0
p8,1,0.622555,0.242293,[18 10] ; [86 59],[16.83236994 11.16763006] ; [87.16763006 57.83236994],0
b4,1,0.629407,0.232866,[17 11] ; [82 65],[15.84 12.16] ; [83.16 63.84],0
a6,1,0.635646,0.224482,[16 12] ; [91 56],[17.12 10.88] ; [89.88 57.12],0
p2,1,0.712085,0.136204,[24  4] ; [121  25],[23.33333333  4.66666667] ; [121.66666667  24.33333333],0
p4,1,0.753314,0.098767,[21  7] ; [106  41],[20.32  7.68] ; [106.68  40.32],0
a1,1,0.782223,0.07641,[ 1 27] ; [  7 140],[ 1.28 26.72] ; [  6.72 140.28],0
u1,1,0.804493,0.061275,[ 1 27] ; [  4 143],[ 0.8 27.2] ; [  4.2 142.8],0
b5,1,0.829206,0.046535,[15 13] ; [82 65],[15.52 12.48] ; [81.48 65.52],0
v1,1,0.840027,0.040747,[14 14] ; [75 69],[14.48837209 13.51162791] ; [74.51162791 69.48837209],0
n1,1,0.865455,0.028708,[2 3] ; [ 9 16],[1.83333333 3.16666667] ; [ 9.16666667 15.83333333],0
n5,1,0.893977,0.017762,[21  7] ; [107  38],[20.71676301  7.28323699] ; [107.28323699  37.71676301],0
a4,1,0.924826,0.008903,[ 7 21] ; [ 38 109],[ 7.2 20.8] ; [ 37.8 109.2],0
d5,1,0.932914,0.007086,[17 11] ; [88 59],[16.8 11.2] ; [88.2 58.8],0
d2,1,0.93423,0.00681,[ 4 24] ; [ 20 126],[ 3.86206897 24.13793103] ; [ 20.13793103 125.86206897],0
d4,1,0.946755,0.00446,[16 12] ; [85 62],[16.16 11.84] ; [84.84 62.16],0
s1,1,0.968899,0.00152,[ 1 27] ; [  5 141],[ 0.96551724 27.03448276] ; [  5.03448276 140.96551724],0
