Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,7e-06,20.27163,[52 13] ; [200 200],[35.22580645 29.77419355] ; [216.77419355 183.22580645],1
s2,1,1.1e-05,19.25062,[45 19] ; [165 238],[28.77944325 35.22055675] ; [181.22055675 221.77944325],1
s6,1,7.8e-05,15.617911,[55 10] ; [238 165],[40.69444444 24.30555556] ; [252.30555556 150.69444444],1
b2,1,0.002069,9.487733,[ 2 28] ; [ 86 165],[ 9.39501779 20.60498221] ; [ 78.60498221 172.39501779],0
b3,1,0.002069,9.487733,[ 2 28] ; [ 86 165],[ 9.39501779 20.60498221] ; [ 78.60498221 172.39501779],0
p8,1,0.008502,6.924556,[18 48] ; [179 223],[27.78205128 38.21794872] ; [169.21794872 232.78205128],0
s5,1,0.017548,5.640736,[26 37] ; [106 291],[18.07826087 44.92173913] ; [113.92173913 283.07826087],0
n6,1,0.026583,4.917723,[60  7] ; [314  90],[53.20169851 13.79830149] ; [320.79830149  83.20169851],0
d4,1,0.027529,4.857345,[49 18] ; [340  64],[55.33545648 11.66454352] ; [333.66454352  70.33545648],0
a8,1,0.032772,4.557673,[ 3 56] ; [ 57 311],[ 8.29039813 50.70960187] ; [ 51.70960187 316.29039813],0
p2,1,0.047174,3.939187,[46 21] ; [322  83],[52.23728814 14.76271186] ; [315.76271186  89.23728814],0
p11,1,0.062186,3.478115,[45 22] ; [316  91],[51.02742616 15.97257384] ; [309.97257384  97.02742616],0
n3,1,0.064364,3.421195,[16  2] ; [68 33],[12.70588235  5.29411765] ; [71.29411765 29.70588235],0
d2,1,0.072636,3.222413,[25 42] ; [199 206],[31.79661017 35.20338983] ; [192.20338983 212.79661017],0
v3,1,0.086957,2.929826,[20 45] ; [161 222],[26.26116071 38.73883929] ; [154.73883929 228.26116071],0
d1,1,0.116773,2.460083,[33 34] ; [242 165],[38.87130802 28.12869198] ; [236.12869198 170.87130802],0
n4,1,0.148419,2.088426,[44 23] ; [301 105],[48.86892178 18.13107822] ; [296.13107822 109.86892178],0
n5,1,0.158323,1.990173,[42 25] ; [287 116],[46.9 20.1] ; [282.1 120.9],0
s7,1,0.161359,1.961447,[33 31] ; [162 222],[27.85714286 36.14285714] ; [167.14285714 216.85714286],0
u3,1,0.205216,1.604862,[12  4] ; [72 51],[9.66906475 6.33093525] ; [74.33093525 48.66906475],0
p5,1,0.217708,1.519413,[ 2 65] ; [ 28 374],[ 4.28571429 62.71428571] ; [ 25.71428571 376.28571429],0
r2,1,0.226309,1.463909,[66  1] ; [384  19],[64.14893617  2.85106383] ; [385.85106383  17.14893617],0
a2,1,0.250655,1.319651,[12 55] ; [ 99 308],[15.68987342 51.31012658] ; [ 95.31012658 311.68987342],0
u2,1,0.257102,1.284294,[7 9] ; [71 50],[9.10948905 6.89051095] ; [68.89051095 52.10948905],0
p7,1,0.268855,1.222578,[29 36] ; [207 191],[33.13174946 31.86825054] ; [202.86825054 195.13174946],0
a3,1,0.28035,1.165392,[51 16] ; [282 123],[47.2690678 19.7309322] ; [285.7309322 119.2690678],0
v2,1,0.318632,0.994553,[33 31] ; [223 160],[36.65324385 27.34675615] ; [219.34675615 163.65324385],0
b5,1,0.32129,0.983688,[43 24] ; [235 172],[39.29535865 27.70464135] ; [238.70464135 168.29535865],0
b4,1,0.337356,0.920452,[36 31] ; [244 163],[39.57805907 27.42194093] ; [240.42194093 166.57805907],0
p12,1,0.341361,0.905312,[ 2 64] ; [ 24 382],[ 3.63559322 62.36440678] ; [ 22.36440678 383.63559322],0
r4,1,0.356161,0.851383,[64  3] ; [376  31],[62.19409283  4.80590717] ; [377.80590717  29.19409283],0
