Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.011148,6.44157,[44 18] ; [62  8],[49.78787879 12.21212121] ; [56.21212121 13.78787879],0
a5,1,0.017073,5.688825,[39 23] ; [57 13],[45.09090909 16.90909091] ; [50.90909091 19.09090909],0
a8,1,0.021754,5.265374,[ 7 51] ; [ 1 61],[ 3.86666667 54.13333333] ; [ 4.13333333 57.86666667],0
d1,1,0.028341,4.807195,[29 33] ; [46 24],[35.22727273 26.77272727] ; [39.77272727 30.22727273],0
a6,1,0.030951,4.655656,[34 28] ; [51 19],[39.92424242 22.07575758] ; [45.07575758 24.92424242],0
p8,1,0.049078,3.872693,[34 28] ; [26 43],[28.39694656 33.60305344] ; [31.60305344 37.39694656],0
r1,1,0.050078,3.838856,[41 21] ; [56 13],[45.90839695 16.09160305] ; [51.09160305 17.90839695],0
u1,1,0.051218,3.801121,[ 5 57] ; [14 56],[ 8.92424242 53.07575758] ; [10.07575758 59.92424242],0
d2,1,0.069537,3.293917,[23 39] ; [37 33],[28.18181818 33.81818182] ; [31.81818182 38.18181818],0
v1,1,0.105001,2.627893,[21 40] ; [33 35],[25.53488372 35.46511628] ; [28.46511628 39.53488372],0
r4,1,0.120173,2.415071,[57  5] ; [58 12],[54.01515152  7.98484848] ; [60.98484848  9.01515152],0
v3,1,0.120872,2.40598,[15 47] ; [25 43],[19.07692308 42.92307692] ; [20.92307692 47.07692308],0
r3,1,0.131368,2.276268,[58  4] ; [69  1],[59.65151515  2.34848485] ; [67.34848485  2.65151515],0
r2,1,0.157971,1.993546,[53  8] ; [64  4],[55.3255814  5.6744186] ; [61.6744186  6.3255814],0
p2,1,0.158645,1.987097,[50 12] ; [49 21],[46.5 15.5] ; [52.5 17.5],0
a2,1,0.158972,1.983977,[ 9 53] ; [17 53],[12.21212121 49.78787879] ; [13.78787879 56.21212121],0
s3,1,0.170617,1.877516,[36 26] ; [48 21],[39.75572519 22.24427481] ; [44.24427481 24.75572519],0
p7,1,0.184568,1.760454,[38 23] ; [35 34],[34.25384615 26.74615385] ; [38.74615385 30.25384615],0
p12,1,0.198926,1.650245,[ 2 60] ; [ 6 64],[ 3.75757576 58.24242424] ; [ 4.24242424 65.75757576],0
u3,1,0.237573,1.394939,[18  5] ; [15  9],[16.14893617  6.85106383] ; [16.85106383  7.14893617],0
p11,1,0.248532,1.331537,[44 18] ; [43 27],[40.86363636 21.13636364] ; [46.13636364 23.86363636],0
u2,1,0.259838,1.269621,[17  6] ; [14 10],[15.17021277  7.82978723] ; [15.82978723  8.17021277],0
n1,1,0.321917,0.981143,[ 7 12] ; [ 5 17],[ 5.56097561 13.43902439] ; [ 6.43902439 15.56097561],0
d3,1,0.418112,0.655615,[44 18] ; [54 16],[46.03030303 15.96969697] ; [51.96969697 18.03030303],0
b1,1,0.483404,0.491173,[24 38] ; [23 47],[22.07575758 39.92424242] ; [24.92424242 45.07575758],0
n2,1,0.523543,0.406909,[13  6] ; [17  5],[13.90243902  5.09756098] ; [16.09756098  5.90243902],0
n6,1,0.538912,0.377561,[40 22] ; [48 21],[41.64885496 20.35114504] ; [46.35114504 22.64885496],0
s2,1,0.573832,0.316313,[36 26] ; [44 26],[37.57575758 24.42424242] ; [42.42424242 27.57575758],0
p4,1,0.593462,0.28497,[33 29] ; [34 36],[31.46969697 30.53030303] ; [35.53030303 34.46969697],0
a3,1,0.597964,0.278078,[38 24] ; [46 24],[39.45454545 22.54545455] ; [44.54545455 25.45454545],0
s7,1,0.627592,0.235341,[27 33] ; [34 35],[28.37209302 31.62790698] ; [32.62790698 36.37209302],0
v4,1,0.629138,0.233232,[58  4] ; [63  6],[57.26717557  4.73282443] ; [63.73282443  5.26717557],0
b3,1,0.690325,0.158734,[10 29] ; [11 26],[10.77631579 28.22368421] ; [10.22368421 26.77631579],0
b2,1,0.690325,0.158734,[10 29] ; [11 26],[10.77631579 28.22368421] ; [10.22368421 26.77631579],0
b5,1,0.693951,0.154841,[36 26] ; [43 27],[37.10606061 24.89393939] ; [41.89393939 28.10606061],0
d4,1,0.768157,0.086899,[52 10] ; [60 10],[52.60606061  9.39393939] ; [59.39393939 10.60606061],0
s4,1,0.809393,0.058182,[18 44] ; [19 51],[17.37878788 44.62121212] ; [19.62121212 50.37878788],0
p9,1,0.831676,0.045179,[48 13] ; [54 16],[47.49618321 13.50381679] ; [54.50381679 15.49618321],0
a7,1,0.840403,0.040553,[46 16] ; [53 17],[46.5 15.5] ; [52.5 17.5],0
p5,1,0.85936,0.031396,[ 4 58] ; [ 4 66],[ 3.75757576 58.24242424] ; [ 4.24242424 65.75757576],0
p1,1,0.860237,0.031001,[ 5 57] ; [ 5 64],[ 4.73282443 57.26717557] ; [ 5.26717557 63.73282443],0
a4,1,0.861619,0.030385,[23 39] ; [27 43],[23.48484848 38.51515152] ; [26.51515152 43.48484848],0
b4,1,0.869109,0.027156,[39 23] ; [45 25],[39.45454545 22.54545455] ; [44.54545455 25.45454545],0
a1,1,0.875048,0.024727,[ 4 58] ; [ 5 65],[ 4.22727273 57.77272727] ; [ 4.77272727 65.22727273],0
s1,1,0.879008,0.023173,[ 3 59] ; [ 3 67],[ 2.81818182 59.18181818] ; [ 3.18181818 66.81818182],0
n4,1,0.879644,0.022928,[24 38] ; [28 42],[24.42424242 37.57575758] ; [27.57575758 42.42424242],0
p6,1,0.880068,0.022766,[19 41] ; [21 48],[18.60465116 41.39534884] ; [21.39534884 47.60465116],0
s8,1,0.886419,0.020402,[30 32] ; [33 37],[29.59090909 32.40909091] ; [33.40909091 36.59090909],0
s5,1,0.893342,0.017976,[27 34] ; [28 37],[26.62698413 34.37301587] ; [28.37301587 36.62698413],0
p3,1,0.902978,0.01486,[29 33] ; [32 38],[28.65151515 33.34848485] ; [32.34848485 37.65151515],0
n3,1,0.94502,0.004756,[14  5] ; [16  6],[13.90243902  5.09756098] ; [16.09756098  5.90243902],0
p10,1,0.988063,0.000224,[45 17] ; [50 19],[44.96183206 17.03816794] ; [50.03816794 18.96183206],0
