Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1e-06,23.799496,[244  45] ; [3 8],[237.94333333  51.05666667] ; [9.05666667 1.94333333],1
r4,1,3e-06,22.047851,[273  19] ; [6 5],[268.87128713  23.12871287] ; [10.12871287  0.87128713],1
r2,1,0.000225,13.611615,[278  12] ; [7 3],[275.5  14.5] ; [9.5 0.5],1
s6,1,0.002456,9.172854,[261  25] ; [7 4],[258.07407407  27.92592593] ; [9.92592593 1.07407407],0
v4,1,0.002578,9.084194,[283   7] ; [9 2],[281.32890365   8.67109635] ; [10.67109635  0.32890365],0
p10,1,0.01573,5.83286,[256  34] ; [7 4],[253.38870432  36.61129568] ; [9.61129568 1.38870432],0
d5,1,0.046922,3.948187,[249  42] ; [7 4],[246.67549669  44.32450331] ; [9.32450331 1.67549669],0
p9,1,0.050929,3.81061,[263  27] ; [8 3],[261.09634551  28.90365449] ; [9.90365449 1.09634551],0
d4,1,0.086925,2.930426,[260  31] ; [8 3],[258.2384106  32.7615894] ; [9.7615894 1.2384106],0
s3,1,0.123175,2.376476,[256  34] ; [8 3],[254.35215947  35.64784053] ; [9.64784053 1.35215947],0
b5,1,0.128205,2.314112,[172 120] ; [9 2],[174.4290429 117.5709571] ; [6.5709571 4.4290429],0
s7,1,0.150191,2.070314,[206  72] ; [6 5],[203.93079585  74.06920415] ; [8.06920415 2.93079585],0
p11,1,0.18296,1.773414,[234  58] ; [7 4],[232.25082508  59.74917492] ; [8.74917492 2.25082508],0
u3,1,0.19258,1.697767,[43 19] ; [1 2],[41.96923077 20.03076923] ; [2.03076923 0.96923077],0
n1,1,0.205005,1.606352,[22 30] ; [3 1],[23.21428571 28.78571429] ; [1.78571429 2.21428571],0
n3,1,0.220296,1.502445,[41 12] ; [2 2],[39.98245614 13.01754386] ; [3.01754386 0.98245614],0
d1,1,0.244176,1.356324,[207  85] ; [6 5],[205.26732673  86.73267327] ; [7.73267327 3.26732673],0
u2,1,0.264095,1.247166,[41 22] ; [1 2],[40.09090909 22.90909091] ; [1.90909091 1.09090909],0
a6,1,0.277525,1.179172,[193  99] ; [9 2],[194.66666667  97.33333333] ; [7.33333333 3.66666667],0
p3,1,0.295739,1.093312,[202  89] ; [6 5],[200.42384106  90.57615894] ; [7.57615894 3.42384106],0
a5,1,0.352232,0.865401,[232  60] ; [10  1],[233.21452145  58.78547855] ; [8.78547855 2.21452145],0
a2,1,0.382414,0.762929,[ 89 203] ; [2 9],[ 87.69636964 204.30363036] ; [3.30363036 7.69636964],0
v2,1,0.389361,0.740938,[165 117] ; [5 6],[163.61774744 118.38225256] ; [6.38225256 4.61774744],0
s8,1,0.389706,0.73986,[195  96] ; [6 5],[193.67880795  97.32119205] ; [7.32119205 3.67880795],0
p2,1,0.404997,0.69344,[261  30] ; [9 2],[260.16556291  30.83443709] ; [9.83443709 1.16556291],0
p8,1,0.426358,0.632723,[177 114] ; [8 3],[178.2615894 112.7384106] ; [6.7384106 4.2615894],0
s1,1,0.429766,0.623455,[ 12 277] ; [ 1 10],[ 12.52333333 276.47666667] ; [ 0.47666667 10.52333333],0
p5,1,0.43074,0.620826,[ 53 235] ; [ 1 10],[ 52.01337793 235.98662207] ; [1.98662207 9.01337793],0
a7,1,0.432745,0.615444,[216  75] ; [7 4],[214.87748344  76.12251656] ; [8.12251656 2.87748344],0
n4,1,0.452456,0.564493,[239  52] ; [10  1],[239.93046358  51.06953642] ; [9.06953642 1.93046358],0
d2,1,0.503538,0.447473,[162 129] ; [5 6],[160.91721854 130.08278146] ; [6.08278146 4.91721854],0
s5,1,0.505349,0.443686,[141 137] ; [4 6],[139.96527778 138.03472222] ; [5.03472222 4.96527778],0
v3,1,0.589438,0.291223,[124 154] ; [4 7],[123.12802768 154.87197232] ; [4.87197232 6.12802768],0
v1,1,0.632366,0.228866,[174 108] ; [6 5],[173.24232082 108.75767918] ; [6.75767918 4.24232082],0
b1,1,0.671303,0.180081,[125 167] ; [4 7],[124.31683168 167.68316832] ; [4.68316832 6.31683168],0
