Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.862396,[116  10] ; [26 24],[101.65909091  24.34090909] ; [40.34090909  9.65909091],1
r2,1,0.000636,11.666667,[120   5] ; [40 10],[114.28571429  10.71428571] ; [45.71428571  4.28571429],1
v2,1,0.005475,7.715454,[70 46] ; [18 31],[61.86666667 54.13333333] ; [26.13333333 22.86666667],0
a7,1,0.017338,5.661878,[102  24] ; [32 18],[95.93181818 30.06818182] ; [38.06818182 11.93181818],0
d4,1,0.062017,3.482598,[112  14] ; [39 11],[108.10227273  17.89772727] ; [42.89772727  7.10227273],0
p9,1,0.062392,3.472627,[95 27] ; [30 17],[90.23668639 31.76331361] ; [34.76331361 12.23668639],0
r3,1,0.064259,3.423913,[118   7] ; [43  7],[115.  10.] ; [46.  4.],0
n3,1,0.064294,3.423013,[31 13] ; [12 13],[27.42028986 16.57971014] ; [15.57971014  9.42028986],0
b1,1,0.075255,3.164505,[40 86] ; [23 27],[45.10227273 80.89772727] ; [17.89772727 32.10227273],0
v4,1,0.081305,3.038621,[119   6] ; [43  6],[116.37931034   8.62068966] ; [45.62068966  3.37931034],0
p2,1,0.091857,2.84152,[92 32] ; [30 19],[87.44508671 36.55491329] ; [34.55491329 14.44508671],0
a1,1,0.112041,2.525199,[  2 124] ; [ 3 47],[  3.57954545 122.42045455] ; [ 1.42045455 48.57954545],0
s3,1,0.125662,2.345292,[63 61] ; [19 31],[58.43678161 65.56321839] ; [23.56321839 26.43678161],0
v3,1,0.159436,1.979564,[35 82] ; [ 9 38],[31.3902439 85.6097561] ; [12.6097561 34.3902439],0
a6,1,0.163194,1.944381,[87 39] ; [29 21],[83.04545455 42.95454545] ; [32.95454545 17.04545455],0
a2,1,0.17697,1.822884,[ 23 103] ; [ 5 45],[ 20.04545455 105.95454545] ; [ 7.95454545 42.04545455],0
p1,1,0.19254,1.698071,[  6 118] ; [ 5 44],[  7.88439306 116.11560694] ; [ 3.11560694 45.88439306],0
u1,1,0.196554,1.667799,[ 16 110] ; [ 3 47],[ 13.60227273 112.39772727] ; [ 5.39772727 44.60227273],0
d1,1,0.206285,1.597311,[81 45] ; [27 23],[77.31818182 48.68181818] ; [30.68181818 19.31818182],0
v1,1,0.217104,1.523414,[56 65] ; [18 32],[52.3625731 68.6374269] ; [21.6374269 28.3625731],0
s4,1,0.217896,1.518173,[29 97] ; [16 34],[32.21590909 93.78409091] ; [12.78409091 37.21590909],0
a4,1,0.230014,1.440773,[50 76] ; [15 35],[46.53409091 79.46590909] ; [18.46590909 31.53409091],0
s6,1,0.233586,1.418889,[78 46] ; [26 23],[74.5433526 49.4566474] ; [29.4566474 19.5433526],0
a5,1,0.261839,1.259005,[82 44] ; [28 22],[78.75 47.25] ; [31.25 18.75],0
p10,1,0.333699,0.934491,[88 34] ; [31 17],[85.4 36.6] ; [33.6 14.4],0
p6,1,0.357715,0.845898,[27 96] ; [14 35],[29.31976744 93.68023256] ; [11.68023256 37.31976744],0
b3,1,0.367382,0.812502,[17 41] ; [12 19],[18.8988764 39.1011236] ; [10.1011236 20.8988764],0
b2,1,0.367382,0.812502,[17 41] ; [12 19],[18.8988764 39.1011236] ; [10.1011236 20.8988764],0
s8,1,0.378974,0.774028,[41 84] ; [13 37],[38.57142857 86.42857143] ; [15.42857143 34.57142857],0
p8,1,0.390439,0.737574,[57 67] ; [19 30],[54.47398844 69.52601156] ; [21.52601156 27.47398844],0
b5,1,0.411712,0.673851,[79 47] ; [28 22],[76.60227273 49.39772727] ; [30.39772727 19.60227273],0
n1,1,0.431126,0.619789,[11 34] ; [ 8 16],[12.39130435 32.60869565] ; [ 6.60869565 17.39130435],0
