Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.017376,5.657991,[5 7] ; [26  7],[8.26666667 3.73333333] ; [22.73333333 10.26666667],0
s4,1,0.019729,5.435673,[4 8] ; [ 2 30],[ 1.63636364 10.36363636] ; [ 4.36363636 27.63636364],0
r2,1,0.024582,5.053125,[9 3] ; [31  1],[10.90909091  1.09090909] ; [29.09090909  2.90909091],0
n5,1,0.03193,4.602273,[5 7] ; [25  8],[8. 4.] ; [22. 11.],0
s3,1,0.036347,4.380751,[10  2] ; [16 17],[6.93333333 5.06666667] ; [19.06666667 13.93333333],0
n4,1,0.059544,3.550044,[6 6] ; [26  7],[8.53333333 3.46666667] ; [23.46666667  9.53333333],0
p11,1,0.098842,2.724131,[6 6] ; [25  8],[8.26666667 3.73333333] ; [22.73333333 10.26666667],0
v3,1,0.110434,2.548002,[ 2 10] ; [14 19],[4.26666667 7.73333333] ; [11.73333333 21.26666667],0
r3,1,0.165038,1.927448,[9 3] ; [30  3],[10.4  1.6] ; [28.6  4.4],0
r4,1,0.170022,1.882748,[7 5] ; [26  7],[8.8 3.2] ; [24.2  8.8],0
u2,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
u3,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
v4,1,0.225872,1.466667,[9 2] ; [31  2],[10.  1.] ; [30.  3.],0
d2,1,0.279642,1.168831,[4 8] ; [17 16],[5.6 6.4] ; [15.4 17.6],0
b1,1,0.286371,1.136602,[9 3] ; [19 14],[7.46666667 4.53333333] ; [20.53333333 12.46666667],0
d1,1,0.344157,0.894886,[5 7] ; [19 14],[6.4 5.6] ; [17.6 15.4],0
a3,1,0.356354,0.850702,[7 5] ; [24  9],[8.26666667 3.73333333] ; [22.73333333 10.26666667],0
p7,1,0.359397,0.84,[9 3] ; [18 12],[7.71428571 4.28571429] ; [19.28571429 10.71428571],0
s5,1,0.36032,0.836777,[ 2 10] ; [10 23],[3.2 8.8] ; [ 8.8 24.2],0
b2,1,0.397559,0.715697,[1 7] ; [ 6 16],[1.86666667 6.13333333] ; [ 5.13333333 16.86666667],0
b3,1,0.397559,0.715697,[1 7] ; [ 6 16],[1.86666667 6.13333333] ; [ 5.13333333 16.86666667],0
d5,1,0.444779,0.583922,[9 3] ; [28  5],[9.86666667 2.13333333] ; [27.13333333  5.86666667],0
p6,1,0.472714,0.515625,[3 9] ; [ 5 27],[2.18181818 9.81818182] ; [ 5.81818182 26.18181818],0
b4,1,0.474549,0.511364,[9 3] ; [21 12],[8. 4.] ; [22. 11.],0
a8,1,0.485667,0.486111,[ 1 11] ; [ 5 25],[ 1.71428571 10.28571429] ; [ 4.28571429 25.71428571],0
s2,1,0.52412,0.405778,[6 6] ; [13 20],[5.06666667 6.93333333] ; [13.93333333 19.06666667],0
a5,1,0.52412,0.405778,[6 6] ; [20 13],[6.93333333 5.06666667] ; [19.06666667 13.93333333],0
a2,1,0.551846,0.354021,[ 1 11] ; [ 5 28],[ 1.6 10.4] ; [ 4.4 28.6],0
d4,1,0.588809,0.292208,[10  2] ; [25  8],[9.33333333 2.66666667] ; [25.66666667  7.33333333],0
a6,1,0.605552,0.266703,[7 5] ; [22 11],[7.73333333 4.26666667] ; [21.26666667 11.73333333],0
r1,1,0.613102,0.255682,[9 3] ; [27  6],[9.6 2.4] ; [26.4  6.6],0
v2,1,0.622101,0.242926,[5 7] ; [16 16],[5.72727273 6.27272727] ; [15.27272727 16.72727273],0
p8,1,0.685167,0.164367,[5 7] ; [16 17],[5.6 6.4] ; [15.4 17.6],0
b5,1,0.685167,0.164367,[5 7] ; [16 17],[5.6 6.4] ; [15.4 17.6],0
d3,1,0.71077,0.13751,[8 4] ; [20 13],[7.46666667 4.53333333] ; [20.53333333 12.46666667],0
s8,1,0.71077,0.13751,[4 8] ; [13 20],[4.53333333 7.46666667] ; [12.46666667 20.53333333],0
a4,1,0.72853,0.120465,[3 9] ; [10 23],[3.46666667 8.53333333] ; [ 9.53333333 23.46666667],0
p3,1,0.735937,0.11373,[4 8] ; [ 9 23],[3.54545455 8.45454545] ; [ 9.45454545 22.54545455],0
s6,1,0.786944,0.073052,[6 6] ; [15 18],[5.6 6.4] ; [15.4 17.6],0
p1,1,0.786944,0.073052,[ 1 11] ; [ 2 31],[ 0.8 11.2] ; [ 2.2 30.8],0
s7,1,0.79473,0.06769,[6 5] ; [16 16],[5.62790698 5.37209302] ; [16.37209302 15.62790698],0
p2,1,0.846038,0.037704,[8 4] ; [23 10],[8.26666667 3.73333333] ; [22.73333333 10.26666667],0
v1,1,0.878825,0.023244,[3 9] ; [ 9 24],[3.2 8.8] ; [ 8.8 24.2],0
p4,1,0.901116,0.015439,[5 7] ; [14 18],[5.18181818 6.81818182] ; [13.81818182 18.18181818],0
n3,1,0.912637,0.012037,[2 1] ; [7 3],[2.07692308 0.92307692] ; [6.92307692 3.07692308],0
