Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,33.413624,[ 24 371] ; [16 37],[ 35.26785714 359.73214286] ; [ 4.73214286 48.26785714],1
s5,1,0.0,25.405527,[110 276] ; [32 18],[125.71559633 260.28440367] ; [16.28440367 33.71559633],1
p3,1,1.5e-05,18.692287,[185 209] ; [41 11],[199.65022422 194.34977578] ; [26.34977578 25.65022422],1
p8,1,1.7e-05,18.478613,[194 196] ; [43 10],[208.64559819 181.35440181] ; [28.35440181 24.64559819],1
p4,1,2.9e-05,17.473797,[230 163] ; [46  6],[243.74831461 149.25168539] ; [32.25168539 19.74831461],1
p12,1,5.8e-05,16.173702,[ 29 365] ; [13 40],[ 37.02013423 356.97986577] ; [ 4.97986577 48.02013423],1
s7,1,0.00046,12.269925,[175 202] ; [37 14],[186.73831776 190.26168224] ; [25.26168224 25.73831776],1
b5,1,0.000965,10.893581,[251 146] ; [21 32],[239.96444444 157.03555556] ; [32.03555556 20.96444444],1
p6,1,0.006721,7.346088,[131 259] ; [27 24],[139.72789116 250.27210884] ; [18.27210884 32.72789116],0
r3,1,0.008606,6.902718,[382  14] ; [46  6],[378.32142857  17.67857143] ; [49.67857143  2.32142857],0
a1,1,0.009619,6.704138,[ 18 379] ; [ 7 46],[ 22.05555556 374.94444444] ; [ 2.94444444 50.05555556],0
n5,1,0.012214,6.279569,[296  98] ; [48  5],[303.21252796  90.78747204] ; [40.78747204 12.21252796],0
v3,1,0.014004,6.037642,[160 216] ; [31 20],[168.18735363 207.81264637] ; [22.81264637 28.18735363],0
p7,1,0.018043,5.591934,[236 152] ; [39 11],[243.60730594 144.39269406] ; [31.39269406 18.60730594],0
s3,1,0.02151,5.28496,[203 185] ; [36 16],[210.75454545 177.24545455] ; [28.24545455 23.75454545],0
v1,1,0.02617,4.944724,[209 177] ; [36 15],[216.40732265 169.59267735] ; [28.59267735 22.40732265],0
p11,1,0.031543,4.623176,[309  88] ; [48  5],[314.95333333  82.04666667] ; [42.04666667 10.95333333],0
p9,1,0.033382,4.526092,[323  66] ; [50  3],[328.27375566  60.72624434] ; [44.72624434  8.27375566],0
s6,1,0.033912,4.499138,[240 152] ; [39 12],[246.88036117 145.11963883] ; [32.11963883 18.88036117],0
n3,1,0.034025,4.493439,[61 28] ; [5 8],[57.58823529 31.41176471] ; [8.41176471 4.58823529],0
p10,1,0.044787,4.026632,[310  83] ; [48  5],[315.4573991  77.5426009] ; [42.5426009 10.4573991],0
r2,1,0.048801,3.882198,[376  14] ; [48  5],[373.2731377  16.7268623] ; [50.7268623  2.2731377],0
s8,1,0.058963,3.566326,[177 218] ; [30 21],[183.32959641 211.67040359] ; [23.67040359 27.32959641],0
b3,1,0.059921,3.539582,[ 96 155] ; [23 20],[101.5952381 149.4047619] ; [17.4047619 25.5952381],0
b2,1,0.059921,3.539582,[ 96 155] ; [23 20],[101.5952381 149.4047619] ; [17.4047619 25.5952381],0
u4,1,0.068837,3.310532,[ 11 386] ; [ 4 49],[ 13.23333333 383.76666667] ; [ 1.76666667 51.23333333],0
n4,1,0.070668,3.267439,[318  78] ; [48  5],[322.79732739  73.20267261] ; [43.20267261  9.79732739],0
s2,1,0.073772,3.197025,[190 203] ; [32 20],[196.05842697 196.94157303] ; [25.94157303 26.05842697],0
a3,1,0.083133,3.002557,[310  85] ; [47  6],[314.765625  80.234375] ; [42.234375 10.765625],0
n6,1,0.116672,2.461434,[330  64] ; [47  4],[333.79325843  60.20674157] ; [43.20674157  7.79325843],0
a7,1,0.153152,2.040569,[311  85] ; [37 16],[306.922049  89.077951] ; [41.077951 11.922049],0
s1,1,0.158332,1.990083,[  9 381] ; [ 3 50],[ 10.56433409 379.43566591] ; [ 1.43566591 51.56433409],0
n1,1,0.185314,1.754481,[31 58] ; [7 6],[33.15686275 55.84313725] ; [4.84313725 8.15686275],0
a6,1,0.238111,1.391743,[296  99] ; [35 17],[292.49440716 102.50559284] ; [38.50559284 13.49440716],0
b1,1,0.244837,1.352525,[147 250] ; [24 29],[150.86 246.14] ; [20.14 32.86],0
