Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,40.942333,[13 57] ; [59 25],[32.72727273 37.27272727] ; [39.27272727 44.72727273],1
p6,1,0.0,32.388532,[ 9 59] ; [49 35],[25.94736842 42.05263158] ; [32.05263158 51.94736842],1
p8,1,3e-06,22.058597,[17 50] ; [53 30],[31.26666667 35.73333333] ; [38.73333333 44.26666667],1
p7,1,1.4e-05,18.824088,[27 39] ; [63 20],[39.86577181 26.13422819] ; [50.13422819 32.86577181],1
a2,1,0.00025,13.409524,[ 4 66] ; [24 60],[12.72727273 57.27272727] ; [15.27272727 68.72727273],1
d1,1,0.000256,13.368925,[26 44] ; [56 28],[37.27272727 32.72727273] ; [44.72727273 39.27272727],1
p2,1,0.000505,12.096358,[44 26] ; [73 11],[53.18181818 16.81818182] ; [63.81818182 20.18181818],1
d5,1,0.001343,10.282792,[46 23] ; [74 10],[54.11764706 14.88235294] ; [65.88235294 18.11764706],0
a5,1,0.002427,9.194657,[38 32] ; [65 19],[46.81818182 23.18181818] ; [56.18181818 27.81818182],0
n5,1,0.004208,8.191654,[38 32] ; [64 20],[46.36363636 23.63636364] ; [55.63636364 28.36363636],0
a4,1,0.005108,7.840645,[21 49] ; [44 40],[29.54545455 40.45454545] ; [35.45454545 48.54545455],0
r1,1,0.007251,7.209691,[42 28] ; [67 17],[49.54545455 20.45454545] ; [59.45454545 24.54545455],0
u1,1,0.011952,6.317949,[ 6 64] ; [20 64],[11.81818182 58.18181818] ; [14.18181818 69.81818182],0
s6,1,0.015057,5.909819,[49 19] ; [72 10],[54.85333333 13.14666667] ; [66.14666667 15.85333333],0
n6,1,0.031096,4.647678,[51 19] ; [72 11],[56.2745098 13.7254902] ; [66.7254902 16.2745098],0
b4,1,0.034432,4.473143,[34 36] ; [55 29],[40.45454545 29.54545455] ; [48.54545455 35.45454545],0
d2,1,0.035119,4.439378,[24 46] ; [43 41],[30.45454545 39.54545455] ; [36.54545455 47.45454545],0
n4,1,0.039601,4.234886,[37 33] ; [58 26],[43.18181818 26.81818182] ; [51.81818182 32.18181818],0
d3,1,0.04326,4.085228,[45 24] ; [67 17],[50.50980392 18.49019608] ; [61.49019608 22.50980392],0
