Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.351759,[ 94 179] ; [48 25],[112.04046243 160.95953757] ; [29.95953757 43.04046243],1
n6,1,0.471835,0.517674,[206  66] ; [59 15],[208.32369942  63.67630058] ; [56.67630058 17.32369942],0
b4,1,0.479318,0.500414,[157 117] ; [39 35],[154.32183908 119.67816092] ; [41.67816092 32.32183908],0
a7,1,0.481868,0.494634,[181  93] ; [45 28],[178.45533141  95.54466859] ; [47.54466859 25.45533141],0
u1,1,0.497512,0.460239,[ 26 248] ; [ 9 65],[ 27.55747126 246.44252874] ; [ 7.44252874 66.55747126],0
r2,1,0.511485,0.431027,[237  34] ; [65  7],[238.60641399  32.39358601] ; [63.39358601  8.60641399],0
a2,1,0.54191,0.372011,[ 49 225] ; [11 63],[ 47.24137931 226.75862069] ; [12.75862069 61.24137931],0
a5,1,0.54671,0.363244,[171 103] ; [49 25],[173.2183908 100.7816092] ; [46.7816092 27.2183908],0
n5,1,0.552706,0.352491,[185  87] ; [53 21],[187.0982659  84.9017341] ; [50.9017341 23.0982659],0
n1,1,0.564047,0.332746,[36 52] ; [ 9 17],[34.73684211 53.26315789] ; [10.26315789 15.73684211],0
p11,1,0.633123,0.227849,[193  81] ; [50 24],[191.32758621  82.67241379] ; [51.67241379 22.32758621],0
n3,1,0.651293,0.204274,[52 34] ; [17  9],[52.98214286 33.01785714] ; [16.01785714  9.98214286],0
a4,1,0.710338,0.13794,[109 162] ; [28 46],[107.61449275 163.38550725] ; [29.38550725 44.61449275],0
d5,1,0.71749,0.130911,[193  81] ; [53 20],[194.24783862  79.75216138] ; [51.75216138 21.24783862],0
p12,1,0.723092,0.125549,[ 12 259] ; [ 4 70],[ 12.56811594 258.43188406] ; [ 3.43188406 70.56811594],0
r1,1,0.740867,0.109366,[182  90] ; [48 26],[180.80924855  91.19075145] ; [49.19075145 24.80924855],0
a6,1,0.74247,0.107968,[165 109] ; [43 31],[163.77011494 110.22988506] ; [44.22988506 29.77011494],0
r3,1,0.802492,0.062562,[235  38] ; [62 11],[234.33815029  38.66184971] ; [62.66184971 10.33815029],0
p9,1,0.853381,0.034153,[202  66] ; [55 19],[201.39181287  66.60818713] ; [55.60818713 18.39181287],0
d1,1,0.862244,0.030109,[129 145] ; [34 40],[128.33908046 145.66091954] ; [34.66091954 39.33908046],0
p7,1,0.870411,0.026614,[146 122] ; [40 32],[146.61176471 121.38823529] ; [39.38823529 32.61176471],0
u2,1,0.912342,0.012119,[51 52] ; [15 16],[50.73134328 52.26865672] ; [15.26865672 15.73134328],0
b5,1,0.958459,0.002713,[162 112] ; [44 30],[162.1954023 111.8045977] ; [43.8045977 30.1954023],0
r4,1,0.986851,0.000272,[215  59] ; [58 16],[214.94827586  59.05172414] ; [58.05172414 15.94827586],0
d2,1,0.997549,9e-06,[114 158] ; [31 43],[113.98843931 158.01156069] ; [31.01156069 42.98843931],0
