Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1e-06,23.799496,[3 8] ; [244  45],[9.05666667 1.94333333] ; [237.94333333  51.05666667],1
r4,1,3e-06,22.047851,[6 5] ; [273  19],[10.12871287  0.87128713] ; [268.87128713  23.12871287],1
r2,1,0.000225,13.611615,[7 3] ; [278  12],[9.5 0.5] ; [275.5  14.5],1
s6,1,0.002456,9.172854,[7 4] ; [261  25],[9.92592593 1.07407407] ; [258.07407407  27.92592593],0
v4,1,0.002578,9.084194,[9 2] ; [283   7],[10.67109635  0.32890365] ; [281.32890365   8.67109635],0
p10,1,0.01573,5.83286,[7 4] ; [256  34],[9.61129568 1.38870432] ; [253.38870432  36.61129568],0
d5,1,0.046922,3.948187,[7 4] ; [249  42],[9.32450331 1.67549669] ; [246.67549669  44.32450331],0
p9,1,0.050929,3.81061,[8 3] ; [263  27],[9.90365449 1.09634551] ; [261.09634551  28.90365449],0
d4,1,0.086925,2.930426,[8 3] ; [260  31],[9.7615894 1.2384106] ; [258.2384106  32.7615894],0
s3,1,0.123175,2.376476,[8 3] ; [256  34],[9.64784053 1.35215947] ; [254.35215947  35.64784053],0
b5,1,0.128205,2.314112,[9 2] ; [172 120],[6.5709571 4.4290429] ; [174.4290429 117.5709571],0
s7,1,0.150191,2.070314,[6 5] ; [206  72],[8.06920415 2.93079585] ; [203.93079585  74.06920415],0
p11,1,0.18296,1.773414,[7 4] ; [234  58],[8.74917492 2.25082508] ; [232.25082508  59.74917492],0
u3,1,0.19258,1.697767,[1 2] ; [43 19],[2.03076923 0.96923077] ; [41.96923077 20.03076923],0
n1,1,0.205005,1.606352,[3 1] ; [22 30],[1.78571429 2.21428571] ; [23.21428571 28.78571429],0
n3,1,0.220296,1.502445,[2 2] ; [41 12],[3.01754386 0.98245614] ; [39.98245614 13.01754386],0
d1,1,0.244176,1.356324,[6 5] ; [207  85],[7.73267327 3.26732673] ; [205.26732673  86.73267327],0
u2,1,0.264095,1.247166,[1 2] ; [41 22],[1.90909091 1.09090909] ; [40.09090909 22.90909091],0
a6,1,0.277525,1.179172,[9 2] ; [193  99],[7.33333333 3.66666667] ; [194.66666667  97.33333333],0
p3,1,0.295739,1.093312,[6 5] ; [202  89],[7.57615894 3.42384106] ; [200.42384106  90.57615894],0
a5,1,0.352232,0.865401,[10  1] ; [232  60],[8.78547855 2.21452145] ; [233.21452145  58.78547855],0
a2,1,0.382414,0.762929,[2 9] ; [ 89 203],[3.30363036 7.69636964] ; [ 87.69636964 204.30363036],0
v2,1,0.389361,0.740938,[5 6] ; [165 117],[6.38225256 4.61774744] ; [163.61774744 118.38225256],0
s8,1,0.389706,0.73986,[6 5] ; [195  96],[7.32119205 3.67880795] ; [193.67880795  97.32119205],0
p2,1,0.404997,0.69344,[9 2] ; [261  30],[9.83443709 1.16556291] ; [260.16556291  30.83443709],0
