Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,43.833066,[ 27 482] ; [22 59],[ 42.27288136 466.72711864] ; [ 6.72711864 74.27288136],1
s5,1,0.0,34.962453,[153 341] ; [48 24],[175.43109541 318.56890459] ; [25.56890459 46.43109541],1
p8,1,0.0,31.164245,[248 254] ; [67 14],[271.23499142 230.76500858] ; [43.76500858 37.23499142],1
p12,1,1e-06,24.437464,[ 34 473] ; [19 61],[ 45.77683135 461.22316865] ; [ 7.22316865 72.77683135],1
p4,1,2e-06,22.838673,[304 204] ; [70 10],[323.11564626 184.88435374] ; [50.88435374 29.11564626],1
p3,1,2e-06,22.750439,[252 259] ; [63 18],[271.90033784 239.09966216] ; [43.09966216 37.90033784],1
p6,1,5e-05,16.459371,[188 316] ; [48 30],[204.37113402 299.62886598] ; [31.62886598 46.37113402],1
s6,1,0.000343,12.81813,[334 171] ; [65 10],[347.40517241 157.59482759] ; [51.59482759 23.40517241],1
a1,1,0.00039,12.57884,[ 24 488] ; [12 69],[ 31.08263069 480.91736931] ; [ 4.91736931 76.08263069],1
p7,1,0.000617,11.724911,[312 190] ; [64 14],[325.43448276 176.56551724] ; [50.56551724 27.43448276],1
s7,1,0.001488,10.093921,[252 237] ; [54 22],[264.83893805 224.16106195] ; [41.16106195 34.83893805],0
v1,1,0.004058,8.257571,[271 231] ; [55 22],[282.64594128 219.35405872] ; [43.35405872 33.64594128],0
v3,1,0.004904,7.914583,[202 294] ; [45 33],[213.43554007 282.56445993] ; [33.56445993 44.43554007],0
n5,1,0.005916,7.575776,[423  85] ; [77  4],[431.23938879  76.76061121] ; [68.76061121 12.23938879],0
s8,1,0.005956,7.563442,[234 275] ; [50 30],[245.42614601 263.57385399] ; [38.57385399 41.42614601],0
p9,1,0.009334,6.75784,[425  80] ; [77  4],[432.6109215  72.3890785] ; [69.3890785 11.6109215],0
n3,1,0.010456,6.555466,[77 23] ; [8 9],[72.64957265 27.35042735] ; [12.35042735  4.64957265],0
