Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.005322,7.766544,[2 6] ; [14  3],[5.12 2.88] ; [10.88  6.12],0
n4,1,0.032189,4.588426,[2 6] ; [12  5],[4.48 3.52] ; [9.52 7.48],0
d5,1,0.063787,3.436086,[2 6] ; [11  6],[4.16 3.84] ; [8.84 8.16],0
a7,1,0.114324,2.493401,[2 6] ; [10  7],[3.84 4.16] ; [8.16 8.84],0
p11,1,0.115184,2.481618,[3 5] ; [12  5],[4.8 3.2] ; [10.2  6.8],0
d2,1,0.151623,2.05585,[1 7] ; [ 7 10],[2.56 5.44] ; [ 5.44 11.56],0
p4,1,0.185659,1.75173,[4 4] ; [13  4],[5.44 2.56] ; [11.56  5.44],0
v4,1,0.185659,1.75173,[4 4] ; [13  4],[5.44 2.56] ; [11.56  5.44],0
a6,1,0.189225,1.723644,[2 6] ; [9 8],[3.52 4.48] ; [7.48 9.52],0
d1,1,0.236386,1.402019,[1 7] ; [ 6 11],[2.24 5.76] ; [ 4.76 12.24],0
r4,1,0.236386,1.402019,[1 7] ; [ 6 11],[2.24 5.76] ; [ 4.76 12.24],0
n2,1,0.310494,1.028571,[1 2] ; [6 3],[1.75 1.25] ; [5.25 3.75],0
b1,1,0.317113,1.000817,[4 4] ; [12  5],[5.12 2.88] ; [10.88  6.12],0
n6,1,0.371093,0.8,[4 4] ; [11  5],[5. 3.] ; [10.  6.],0
p8,1,0.435366,0.608466,[4 4] ; [10  5],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
r2,1,0.48384,0.490196,[4 4] ; [11  6],[4.8 3.2] ; [10.2  6.8],0
v3,1,0.520146,0.413603,[1 7] ; [ 4 13],[1.6 6.4] ; [ 3.4 13.6],0
s6,1,0.540291,0.375,[2 6] ; [ 6 10],[2.66666667 5.33333333] ; [ 5.33333333 10.66666667],0
p9,1,0.558185,0.342857,[4 4] ; [10  6],[4.66666667 3.33333333] ; [9.33333333 6.66666667],0
s2,1,0.606759,0.264922,[2 6] ; [ 6 11],[2.56 5.44] ; [ 5.44 11.56],0
a4,1,0.606759,0.264922,[2 6] ; [ 6 11],[2.56 5.44] ; [ 5.44 11.56],0
d4,1,0.653329,0.201728,[5 3] ; [9 8],[4.48 3.52] ; [9.52 7.48],0
b4,1,0.653329,0.201728,[5 3] ; [9 8],[4.48 3.52] ; [9.52 7.48],0
p3,1,0.653329,0.201728,[5 3] ; [9 8],[4.48 3.52] ; [9.52 7.48],0
u3,1,0.67329,0.177778,[1 2] ; [1 4],[0.75 2.25] ; [1.25 3.75],0
p10,1,0.67844,0.171887,[4 4] ; [10  7],[4.48 3.52] ; [9.52 7.48],0
a3,1,0.68591,0.163549,[5 3] ; [12  5],[5.44 2.56] ; [11.56  5.44],0
s3,1,0.750824,0.10084,[2 5] ; [ 6 11],[2.33333333 4.66666667] ; [ 5.66666667 11.33333333],0
u2,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
b5,1,0.861052,0.030637,[5 3] ; [10  7],[4.8 3.2] ; [10.2  6.8],0
v1,1,0.861052,0.030637,[3 5] ; [ 7 10],[3.2 4.8] ; [ 6.8 10.2],0
d3,1,0.890787,0.018854,[4 4] ; [9 8],[4.16 3.84] ; [8.84 8.16],0
r1,1,0.914641,0.011489,[3 5] ; [ 6 11],[2.88 5.12] ; [ 6.12 10.88],0
p2,1,0.935989,0.00645,[6 2] ; [13  4],[6.08 1.92] ; [12.92  4.08],0
n3,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
