Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-05,19.515134,[22 29] ; [71 18],[33.87857143 17.12142857] ; [59.12142857 29.87857143],1
r3,1,0.000176,14.075053,[29 22] ; [76 13],[38.25 12.75] ; [66.75 22.25],1
s6,1,0.000503,12.105399,[12 38] ; [48 40],[21.73913043 28.26086957] ; [38.26086957 49.73913043],1
p11,1,0.000596,11.789588,[15 36] ; [53 36],[24.77142857 26.22857143] ; [43.22857143 45.77142857],1
v4,1,0.00082,11.196299,[30 21] ; [75 14],[38.25 12.75] ; [66.75 22.25],1
n5,1,0.002116,9.445725,[24 27] ; [65 24],[32.42142857 18.57857143] ; [56.57857143 32.42142857],0
s8,1,0.008836,6.85571,[ 7 44] ; [30 58],[13.57553957 37.42446043] ; [23.42446043 64.57553957],0
p10,1,0.024227,5.078315,[18 31] ; [50 38],[24.32116788 24.67883212] ; [43.67883212 44.32116788],0
r2,1,0.032695,4.561702,[38 12] ; [78  9],[42.33576642  7.66423358] ; [73.66423358 13.33576642],0
n4,1,0.041324,4.162683,[28 23] ; [64 25],[33.51428571 17.48571429] ; [58.48571429 30.51428571],0
s5,1,0.045971,3.982644,[ 5 43] ; [21 64],[ 9.38345865 38.61654135] ; [16.61654135 68.38345865],0
a1,1,0.048237,3.901694,[ 8 43] ; [ 5 84],[ 4.73571429 46.26428571] ; [ 8.26428571 80.73571429],0
u1,1,0.049172,3.869457,[ 2 49] ; [13 76],[ 5.46428571 45.53571429] ; [ 9.53571429 79.46428571],0
b5,1,0.050147,3.836539,[24 27] ; [57 32],[29.50714286 21.49285714] ; [51.49285714 37.50714286],0
v2,1,0.080667,3.051415,[15 32] ; [40 44],[19.73282443 27.26717557] ; [35.26717557 48.73282443],0
s4,1,0.110171,2.551763,[ 6 45] ; [20 68],[ 9.53956835 41.46043165] ; [16.46043165 71.53956835],0
s7,1,0.15595,2.013068,[12 34] ; [33 53],[15.68181818 30.31818182] ; [29.31818182 56.68181818],0
p9,1,0.172484,1.861224,[22 27] ; [48 36],[25.78947368 23.21052632] ; [44.21052632 39.78947368],0
v3,1,0.203605,1.616327,[12 36] ; [30 54],[15.27272727 32.72727273] ; [26.72727273 57.27272727],0
b4,1,0.21226,1.555943,[26 25] ; [55 34],[29.50714286 21.49285714] ; [51.49285714 37.50714286],0
p12,1,0.219898,1.505039,[ 1 49] ; [ 6 83],[ 2.51798561 47.48201439] ; [ 4.48201439 84.51798561],0
p6,1,0.244577,1.354019,[ 4 46] ; [13 75],[ 6.15942029 43.84057971] ; [10.84057971 77.15942029],0
a3,1,0.250954,1.317986,[35 15] ; [53 35],[31.88405797 18.11594203] ; [56.11594203 31.88405797],0
a4,1,0.293184,1.104943,[24 27] ; [33 54],[21.06521739 29.93478261] ; [35.93478261 51.06521739],0
a8,1,0.30772,1.040437,[ 7 44] ; [ 7 78],[ 5.25 45.75] ; [ 8.75 76.25],0
p7,1,0.322356,0.979362,[10 40] ; [24 63],[12.40875912 37.59124088] ; [21.59124088 65.40875912],0
a6,1,0.369697,0.804683,[27 23] ; [55 34],[29.49640288 20.50359712] ; [52.50359712 36.49640288],0
s3,1,0.383478,0.759522,[23 27] ; [33 53],[20.58823529 29.41176471] ; [35.41176471 50.58823529],0
d4,1,0.438082,0.6013,[34 16] ; [66 23],[35.97122302 14.02877698] ; [64.02877698 24.97122302],0
p5,1,0.44851,0.574415,[ 1 49] ; [ 4 85],[ 1.79856115 48.20143885] ; [ 3.20143885 85.79856115],0
s1,1,0.457138,0.552892,[ 6 45] ; [ 7 81],[ 4.76978417 46.23021583] ; [ 8.23021583 79.76978417],0
d2,1,0.474755,0.510887,[25 25] ; [38 49],[22.99270073 27.00729927] ; [40.00729927 46.99270073],0
n2,1,0.533365,0.387977,[19 12] ; [20  9],[20.15 10.85] ; [18.85 10.15],0
p3,1,0.539877,0.375767,[ 8 42] ; [18 71],[ 9.35251799 40.64748201] ; [16.64748201 72.35251799],0
r1,1,0.5399,0.375724,[30 21] ; [57 32],[31.69285714 19.30714286] ; [55.30714286 33.69285714],0
b3,1,0.570672,0.32156,[13 19] ; [19 36],[11.77011494 20.22988506] ; [20.22988506 34.77011494],0
b2,1,0.570672,0.32156,[13 19] ; [19 36],[11.77011494 20.22988506] ; [20.22988506 34.77011494],0
n3,1,0.570864,0.321239,[15 14] ; [16 11],[16.05357143 12.94642857] ; [14.94642857 12.05357143],0
u2,1,0.576551,0.311844,[8 8] ; [15 21],[7.07692308 8.92307692] ; [15.92307692 20.07692308],0
d5,1,0.611225,0.258394,[31 19] ; [59 30],[32.37410072 17.62589928] ; [57.62589928 31.37410072],0
u4,1,0.629871,0.232236,[ 1 50] ; [ 3 86],[ 1.45714286 49.54285714] ; [ 2.54285714 86.45714286],0
p1,1,0.760983,0.092531,[ 6 45] ; [ 9 80],[ 5.46428571 45.53571429] ; [ 9.53571429 79.46428571],0
n1,1,0.78241,0.076275,[15 16] ; [13 16],[14.46666667 16.53333333] ; [13.53333333 15.46666667],0
a5,1,0.784694,0.074642,[31 20] ; [52 37],[30.23571429 20.76428571] ; [52.76428571 36.23571429],0
b1,1,0.786335,0.073481,[27 24] ; [45 44],[26.22857143 24.77142857] ; [45.77142857 43.22857143],0
d1,1,0.811139,0.057101,[23 28] ; [42 47],[23.67857143 27.32142857] ; [41.32142857 47.67857143],0
u3,1,0.816684,0.053737,[7 9] ; [17 19],[7.38461538 8.61538462] ; [16.61538462 19.38461538],0
p8,1,0.863323,0.029634,[ 8 43] ; [13 76],[ 7.65 43.35] ; [13.35 75.65],0
d3,1,0.926965,0.008402,[26 24] ; [47 42],[26.25899281 23.74100719] ; [46.74100719 42.25899281],0
s2,1,0.927497,0.00828,[17 34] ; [30 58],[17.24460432 33.75539568] ; [29.75539568 58.24460432],0
a2,1,0.941703,0.005348,[10 41] ; [17 72],[ 9.83571429 41.16428571] ; [17.16428571 71.83571429],0
v1,1,0.963516,0.002092,[17 34] ; [29 59],[16.87769784 34.12230216] ; [29.12230216 58.87769784],0
a7,1,0.989753,0.000165,[31 20] ; [54 35],[30.96428571 20.03571429] ; [54.03571429 34.96428571],0
