Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000183,13.99773,[ 6 23] ; [10  2],[11.31707317 17.68292683] ; [4.68292683 7.31707317],1
r3,1,0.005741,7.629898,[ 9 20] ; [10  3],[13.11904762 15.88095238] ; [5.88095238 7.11904762],0
v2,1,0.007805,7.077722,[ 4 24] ; [7 6],[ 7.51219512 20.48780488] ; [3.48780488 9.51219512],0
s7,1,0.015577,5.85,[ 3 23] ; [6 7],[ 6. 20.] ; [ 3. 10.],0
n3,1,0.028887,4.774306,[ 5 11] ; [5 1],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
b4,1,0.042436,4.117731,[15 14] ; [11  2],[17.95238095 11.04761905] ; [8.04761905 4.95238095],0
u3,1,0.042522,4.114286,[ 1 13] ; [2 2],[ 2.33333333 11.66666667] ; [0.66666667 3.33333333],0
s8,1,0.045136,4.013542,[ 1 28] ; [ 3 10],[ 2.76190476 26.23809524] ; [ 1.23809524 11.76190476],0
p10,1,0.081804,3.028694,[ 4 24] ; [5 8],[ 6.14634146 21.85365854] ; [ 2.85365854 10.14634146],0
d4,1,0.098514,2.729443,[17 12] ; [11  2],[19.33333333  9.66666667] ; [8.66666667 4.33333333],0
b5,1,0.101423,2.683024,[10 19] ; [8 5],[12.42857143 16.57142857] ; [5.57142857 7.42857143],0
d1,1,0.101423,2.683024,[10 19] ; [8 5],[12.42857143 16.57142857] ; [5.57142857 7.42857143],0
b3,1,0.113846,2.5,[10 10] ; [2 8],[ 8. 12.] ; [4. 6.],0
b2,1,0.113846,2.5,[10 10] ; [2 8],[ 8. 12.] ; [4. 6.],0
d5,1,0.207178,1.591038,[14 15] ; [9 4],[15.88095238 13.11904762] ; [7.11904762 5.88095238],0
d2,1,0.248246,1.333148,[14 14] ; [9 4],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
a8,1,0.275667,1.188329,[ 3 26] ; [ 3 10],[ 4.14285714 24.85714286] ; [ 1.85714286 11.14285714],0
s2,1,0.296078,1.091777,[ 6 23] ; [ 1 12],[ 4.83333333 24.16666667] ; [ 2.16666667 10.83333333],0
b1,1,0.31667,1.002653,[16 13] ; [5 8],[14.5 14.5] ; [6.5 6.5],0
a3,1,0.343599,0.896958,[15 13] ; [9 4],[16.3902439 11.6097561] ; [7.6097561 5.3902439],0
s3,1,0.418408,0.654782,[10 18] ; [ 3 10],[ 8.87804878 19.12195122] ; [4.12195122 8.87804878],0
r4,1,0.45546,0.557029,[ 4 25] ; [ 3 10],[ 4.83333333 24.16666667] ; [ 2.16666667 10.83333333],0
d3,1,0.471497,0.518466,[10 19] ; [6 7],[11.04761905 17.95238095] ; [4.95238095 8.04761905],0
s6,1,0.478308,0.502719,[ 6 23] ; [4 9],[ 6.9047619 22.0952381] ; [3.0952381 9.9047619],0
n2,1,0.55409,0.350041,[7 9] ; [4 3],[7.65217391 8.34782609] ; [3.34782609 3.65217391],0
a7,1,0.554678,0.349004,[14 15] ; [5 8],[13.11904762 15.88095238] ; [5.88095238 7.11904762],0
v1,1,0.56842,0.325333,[ 5 24] ; [3 9],[ 5.65853659 23.34146341] ; [2.34146341 9.65853659],0
a5,1,0.5885,0.292694,[16 13] ; [6 7],[15.19047619 13.80952381] ; [6.80952381 6.19047619],0
p9,1,0.588571,0.292581,[ 7 21] ; [4 8],[ 7.7 20.3] ; [3.3 8.7],0
r2,1,0.590438,0.289661,[16 11] ; [6 6],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
n4,1,0.636906,0.222812,[20  9] ; [8 5],[19.33333333  9.66666667] ; [8.66666667 4.33333333],0
s5,1,0.641034,0.217392,[ 3 26] ; [ 2 11],[ 3.45238095 25.54761905] ; [ 1.54761905 11.45238095],0
p3,1,0.685653,0.163832,[ 6 23] ; [ 2 11],[ 5.52380952 23.47619048] ; [ 2.47619048 10.52380952],0
p1,1,0.685653,0.163832,[ 6 23] ; [ 2 11],[ 5.52380952 23.47619048] ; [ 2.47619048 10.52380952],0
a4,1,0.691345,0.157633,[ 9 19] ; [5 8],[ 9.56097561 18.43902439] ; [4.43902439 8.56097561],0
a6,1,0.772537,0.083554,[12 17] ; [6 7],[12.42857143 16.57142857] ; [5.57142857 7.42857143],0
a2,1,0.786601,0.073293,[ 3 26] ; [ 1 12],[ 2.76190476 26.23809524] ; [ 1.23809524 11.76190476],0
r1,1,0.813421,0.055703,[10 19] ; [4 9],[ 9.66666667 19.33333333] ; [4.33333333 8.66666667],0
n5,1,0.858648,0.031718,[17 12] ; [8 5],[17.26190476 11.73809524] ; [7.73809524 5.26190476],0
p7,1,0.861623,0.030383,[ 6 23] ; [ 3 10],[ 6.21428571 22.78571429] ; [ 2.78571429 10.21428571],0
s1,1,0.881342,0.022281,[ 5 24] ; [ 2 11],[ 4.83333333 24.16666667] ; [ 2.16666667 10.83333333],0
p4,1,0.881342,0.022281,[ 5 24] ; [ 2 11],[ 4.83333333 24.16666667] ; [ 2.16666667 10.83333333],0
u2,1,0.888153,0.01978,[ 4 10] ; [1 3],[ 3.88888889 10.11111111] ; [1.11111111 2.88888889],0
s4,1,0.891613,0.018568,[ 4 25] ; [ 2 11],[ 4.14285714 24.85714286] ; [ 1.85714286 11.14285714],0
v3,1,0.893852,0.017804,[ 7 21] ; [ 3 10],[ 6.82926829 21.17073171] ; [3.17073171 9.82926829],0
p8,1,0.926191,0.008582,[ 4 24] ; [ 2 11],[ 4.09756098 23.90243902] ; [ 1.90243902 11.09756098],0
n1,1,0.968296,0.00158,[9 7] ; [4 3],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
