Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.169209,[ 5 41] ; [24 14],[15.88095238 30.11904762] ; [13.11904762 24.88095238],1
s6,1,0.002245,9.337315,[11 35] ; [21 16],[17.73493976 28.26506024] ; [14.26506024 22.73493976],0
n2,1,0.007488,7.152113,[ 7 15] ; [14  5],[11.26829268 10.73170732] ; [9.73170732 9.26829268],0
s4,1,0.007852,7.0669,[ 4 42] ; [12 26],[ 8.76190476 37.23809524] ; [ 7.23809524 30.76190476],0
a2,1,0.010492,6.549476,[14 32] ; [ 3 35],[ 9.30952381 36.69047619] ; [ 7.69047619 30.30952381],0
d4,1,0.011569,6.375676,[28 18] ; [31  5],[33.09756098 12.90243902] ; [25.90243902 10.09756098],0
s7,1,0.013074,6.159066,[ 6 36] ; [13 20],[10.64 31.36] ; [ 8.36 24.64],0
r3,1,0.017602,5.635329,[26 20] ; [30  7],[31.03614458 14.96385542] ; [24.96385542 12.03614458],0
p7,1,0.027234,4.875921,[10 34] ; [17 20],[14.66666667 29.33333333] ; [12.33333333 24.66666667],0
p3,1,0.041925,4.138211,[ 9 36] ; [15 22],[13.17073171 31.82926829] ; [10.82926829 26.17073171],0
n3,1,0.053616,3.724603,[10 11] ; [14  4],[12.92307692  8.07692308] ; [11.07692308  6.92307692],0
r4,1,0.064948,3.406291,[21 25] ; [25 13],[25.19047619 20.80952381] ; [20.80952381 17.19047619],0
v4,1,0.087371,2.922152,[28 18] ; [29  8],[31.59036145 14.40963855] ; [25.40963855 11.59036145],0
u3,1,0.10439,2.637153,[ 6 10] ; [10  5],[8.25806452 7.74193548] ; [7.74193548 7.25806452],0
s8,1,0.107204,2.594966,[ 4 42] ; [ 8 30],[ 6.57142857 39.42857143] ; [ 5.42857143 32.57142857],0
r1,1,0.169543,1.886982,[26 20] ; [27 11],[29.02380952 16.97619048] ; [23.97619048 14.02380952],0
u2,1,0.20009,1.641719,[7 9] ; [10  5],[8.77419355 7.22580645] ; [8.22580645 6.77419355],0
p9,1,0.239174,1.385457,[17 26] ; [19 17],[19.59493671 23.40506329] ; [16.40506329 19.59493671],0
b2,1,0.246008,1.34583,[10 17] ; [ 4 15],[ 8.2173913 18.7826087] ; [ 5.7826087 13.2173913],0
b3,1,0.246008,1.34583,[10 17] ; [ 4 15],[ 8.2173913 18.7826087] ; [ 5.7826087 13.2173913],0
