Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000809,11.219342,[30 32] ; [ 4 27],[22.66666667 39.33333333] ; [11.33333333 19.66666667],1
s6,1,0.002224,9.354905,[47 14] ; [14 17],[40.44565217 20.55434783] ; [20.55434783 10.44565217],0
r3,1,0.010091,6.618741,[58  3] ; [24  7],[54.36956522  6.63043478] ; [27.63043478  3.36956522],0
s7,1,0.017501,5.645472,[31 27] ; [ 7 20],[25.92941176 32.07058824] ; [12.07058824 14.92941176],0
p10,1,0.020987,5.327903,[42 18] ; [14 17],[36.92307692 23.07692308] ; [19.07692308 11.92307692],0
p9,1,0.038266,4.293171,[44 16] ; [16 15],[39.56043956 20.43956044] ; [20.43956044 10.56043956],0
s4,1,0.061565,3.49472,[19 43] ; [ 4 27],[15.33333333 46.66666667] ; [ 7.66666667 23.33333333],0
v2,1,0.066941,3.356483,[27 29] ; [ 8 21],[23.05882353 32.94117647] ; [11.94117647 17.05882353],0
a4,1,0.087087,2.927419,[17 45] ; [14 17],[20.66666667 41.33333333] ; [10.33333333 20.66666667],0
v4,1,0.09084,2.85943,[56  5] ; [23  6],[53.54444444  7.45555556] ; [25.45555556  3.54444444],0
v1,1,0.114184,2.495334,[28 31] ; [ 9 21],[24.52808989 34.47191011] ; [12.47191011 17.52808989],0
p6,1,0.129981,2.292734,[17 43] ; [ 4 25],[14.15730337 45.84269663] ; [ 6.84269663 22.15730337],0
s5,1,0.133832,2.247479,[18 39] ; [ 5 25],[15.06896552 41.93103448] ; [ 7.93103448 22.06896552],0
u2,1,0.139135,2.1875,[18  3] ; [9 5],[16.2  4.8] ; [10.8  3.2],0
a8,1,0.141186,2.164987,[ 8 51] ; [ 1 28],[ 6.03409091 52.96590909] ; [ 2.96590909 26.03409091],0
a1,1,0.164642,1.931063,[ 3 59] ; [ 4 27],[ 4.66666667 57.33333333] ; [ 2.33333333 28.66666667],0
d1,1,0.186664,1.74375,[33 29] ; [12 19],[30. 32.] ; [15. 16.],0
p5,1,0.206717,1.594271,[ 1 60] ; [ 2 28],[ 2.01098901 58.98901099] ; [ 0.98901099 29.01098901],0
d4,1,0.216812,1.525347,[53  8] ; [23  7],[50.94505495 10.05494505] ; [25.05494505  4.94505495],0
d5,1,0.233268,1.420825,[43 18] ; [18 13],[40.44565217 20.55434783] ; [20.55434783 10.44565217],0
n2,1,0.242166,1.367938,[20  3] ; [10  4],[18.64864865  4.35135135] ; [11.35135135  2.64864865],0
d2,1,0.245122,1.350893,[20 41] ; [14 17],[22.54347826 38.45652174] ; [11.45652174 19.54347826],0
r2,1,0.25978,1.269929,[55  5] ; [26  5],[53.40659341  6.59340659] ; [27.59340659  3.40659341],0
u3,1,0.269065,1.22151,[17  4] ; [9 5],[15.6  5.4] ; [10.4  3.6],0
p4,1,0.280089,1.166656,[28 34] ; [10 20],[25.60869565 36.39130435] ; [12.39130435 17.60869565],0
p1,1,0.295561,1.094118,[ 4 58] ; [ 4 27],[ 5.33333333 56.66666667] ; [ 2.66666667 28.33333333],0
a7,1,0.296429,1.090191,[39 23] ; [16 15],[36.66666667 25.33333333] ; [18.33333333 12.66666667],0
b5,1,0.296429,1.090191,[39 23] ; [16 15],[36.66666667 25.33333333] ; [18.33333333 12.66666667],0
d3,1,0.304468,1.054521,[42 19] ; [18 13],[39.7826087 21.2173913] ; [20.2173913 10.7826087],0
a2,1,0.343753,0.896386,[ 8 54] ; [ 2 29],[ 6.66666667 55.33333333] ; [ 3.33333333 27.66666667],0
a3,1,0.366414,0.815789,[40 22] ; [17 14],[38. 24.] ; [19. 12.],0
r4,1,0.408273,0.683824,[47 15] ; [21 10],[45.33333333 16.66666667] ; [22.66666667  8.33333333],0
p3,1,0.428055,0.628094,[26 36] ; [10 20],[24.26086957 37.73913043] ; [11.73913043 18.26086957],0
r1,1,0.543846,0.368459,[45 16] ; [21 10],[43.76086957 17.23913043] ; [22.23913043  8.76086957],0
a5,1,0.549021,0.359073,[36 26] ; [20 11],[37.33333333 24.66666667] ; [18.66666667 12.33333333],0
p11,1,0.550747,0.355981,[38 24] ; [17 14],[36.66666667 25.33333333] ; [18.33333333 12.66666667],0
b1,1,0.557457,0.344126,[32 30] ; [14 17],[30.66666667 31.33333333] ; [15.33333333 15.66666667],0
v3,1,0.565863,0.329654,[15 42] ; [ 6 23],[13.91860465 43.08139535] ; [ 7.08139535 21.91860465],0
s1,1,0.577796,0.309811,[ 4 56] ; [ 3 27],[ 4.66666667 55.33333333] ; [ 2.33333333 27.66666667],0
n3,1,0.623627,0.240803,[16  7] ; [8 5],[15.33333333  7.66666667] ; [8.66666667 4.33333333],0
n4,1,0.659814,0.19375,[29 33] ; [16 15],[30. 32.] ; [15. 16.],0
n1,1,0.686254,0.16317,[10 12] ; [5 8],[ 9.42857143 12.57142857] ; [5.57142857 7.42857143],0
p12,1,0.728847,0.120173,[ 3 58] ; [ 1 29],[ 2.68131868 58.31868132] ; [ 1.31868132 28.68131868],0
u1,1,0.745115,0.105682,[ 3 59] ; [ 2 29],[ 3.33333333 58.66666667] ; [ 1.66666667 29.33333333],0
p8,1,0.753741,0.098414,[20 40] ; [11 19],[20.66666667 39.33333333] ; [10.33333333 19.66666667],0
n5,1,0.756101,0.096475,[29 33] ; [13 17],[28.30434783 33.69565217] ; [13.69565217 16.30434783],0
b4,1,0.767713,0.087242,[34 28] ; [18 13],[34.66666667 27.33333333] ; [17.33333333 13.66666667],0
b2,1,0.821925,0.050657,[ 9 27] ; [ 4 14],[ 8.66666667 27.33333333] ; [ 4.33333333 13.66666667],0
b3,1,0.821925,0.050657,[ 9 27] ; [ 4 14],[ 8.66666667 27.33333333] ; [ 4.33333333 13.66666667],0
a6,1,0.834749,0.04352,[38 23] ; [20 11],[38.45652174 22.54347826] ; [19.54347826 11.45652174],0
p7,1,0.863105,0.029729,[32 26] ; [16 12],[32.37209302 25.62790698] ; [15.62790698 12.37209302],0
p2,1,1.0,0.0,[42 20] ; [21 10],[42. 20.] ; [21. 10.],0
