Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.906796,[4 4] ; [237  16],[7.38697318 0.61302682] ; [233.61302682  19.38697318],1
d4,1,0.000945,10.932849,[3 5] ; [209  42],[6.54826255 1.45173745] ; [205.45173745  45.54826255],1
r2,1,0.003187,8.697363,[6 2] ; [241   9],[7.65891473 0.34108527] ; [239.34108527  10.65891473],0
r1,1,0.030525,4.679502,[4 4] ; [205  48],[6.40613027 1.59386973] ; [202.59386973  50.40613027],0
d3,1,0.049323,3.864343,[3 5] ; [176  75],[5.52895753 2.47104247] ; [173.47104247  77.52895753],0
b1,1,0.05918,3.560206,[6 2] ; [105 148],[3.40229885 4.59770115] ; [107.59770115 145.40229885],0
n6,1,0.103493,2.650874,[6 2] ; [230  21],[7.28957529 0.71042471] ; [228.71042471  22.28957529],0
p3,1,0.12785,2.318414,[3 5] ; [161  91],[5.04615385 2.95384615] ; [158.95384615  93.04615385],0
a7,1,0.13499,2.234157,[4 4] ; [186  66],[5.84615385 2.15384615] ; [184.15384615  67.84615385],0
s1,1,0.158187,1.99147,[1 7] ; [  8 242],[0.27906977 7.72093023] ; [  8.72093023 241.27906977],0
s6,1,0.1742,1.846426,[4 4] ; [178  69],[5.70980392 2.29019608] ; [176.29019608  70.70980392],0
d1,1,0.183763,1.76693,[3 5] ; [154  99],[4.81226054 3.18773946] ; [152.18773946 100.81226054],0
p9,1,0.187204,1.739483,[6 2] ; [226  26],[7.13846154 0.86153846] ; [224.86153846  27.13846154],0
p5,1,0.193182,1.69318,[3 5] ; [ 48 205],[1.56321839 6.43678161] ; [ 49.43678161 203.56321839],0
p2,1,0.204224,1.611907,[6 2] ; [226  27],[7.11111111 0.88888889] ; [224.88888889  28.11111111],0
n1,1,0.212317,1.555556,[4 2] ; [20 30],[2.57142857 3.42857143] ; [21.42857143 28.57142857],0
p1,1,0.288139,1.128296,[2 6] ; [ 31 221],[1.01538462 6.98461538] ; [ 31.98461538 220.01538462],0
s8,1,0.306128,1.047307,[3 5] ; [140 111],[4.41698842 3.58301158] ; [138.58301158 112.41698842],0
b4,1,0.308409,1.037476,[6 2] ; [144 109],[4.59770115 3.40229885] ; [145.40229885 107.59770115],0
p4,1,0.309769,1.031659,[5 3] ; [196  56],[6.18461538 1.81538462] ; [194.81538462  57.18461538],0
n4,1,0.328516,0.954738,[6 2] ; [220  33],[6.92720307 1.07279693] ; [219.07279693  33.92720307],0
b3,1,0.365725,0.818137,[4 2] ; [79 86],[2.9122807 3.0877193] ; [80.0877193 84.9122807],0
b2,1,0.365725,0.818137,[4 2] ; [79 86],[2.9122807 3.0877193] ; [80.0877193 84.9122807],0
a6,1,0.370985,0.800363,[4 4] ; [164  87],[5.18918919 2.81081081] ; [162.81081081  88.18918919],0
a2,1,0.409936,0.678985,[1 7] ; [ 64 189],[1.99233716 6.00766284] ; [ 63.00766284 189.99233716],0
a5,1,0.419568,0.651526,[5 3] ; [190  63],[5.97701149 2.02298851] ; [189.02298851  63.97701149],0
s3,1,0.438755,0.599537,[3 4] ; [145 107],[4. 3.] ; [144. 108.],0
d2,1,0.445742,0.581456,[3 5] ; [129 123],[4.06153846 3.93846154] ; [127.93846154 124.06153846],0
n2,1,0.456398,0.554715,[5 1] ; [35 16],[4.21052632 1.78947368] ; [35.78947368 15.21052632],0
v2,1,0.46304,0.538535,[6 2] ; [155  94],[5.01167315 2.98832685] ; [155.98832685  93.01167315],0
p10,1,0.49729,0.460714,[6 2] ; [210  40],[6.69767442 1.30232558] ; [209.30232558  40.69767442],0
s7,1,0.506726,0.440822,[5 2] ; [142  99],[4.14919355 2.85080645] ; [142.85080645  98.14919355],0
p7,1,0.528321,0.397621,[6 2] ; [207  41],[6.65625 1.34375] ; [206.34375  41.65625],0
a4,1,0.543059,0.3699,[3 5] ; [122 130],[3.84615385 4.15384615] ; [121.15384615 130.84615385],0
u1,1,0.577196,0.310789,[1 7] ; [ 52 201],[1.62452107 6.37547893] ; [ 51.37547893 201.62452107],0
d5,1,0.632507,0.228677,[6 2] ; [205  46],[6.51737452 1.48262548] ; [204.48262548  46.51737452],0
p11,1,0.646932,0.20979,[6 2] ; [206  47],[6.49808429 1.50191571] ; [205.50191571  47.49808429],0
s2,1,0.680898,0.169116,[5 3] ; [139 113],[4.43076923 3.56923077] ; [139.56923077 112.43076923],0
n3,1,0.701511,0.146905,[4 2] ; [37 13],[4.39285714 1.60714286] ; [36.60714286 13.39285714],0
v3,1,0.777088,0.080154,[4 4] ; [111 136],[3.60784314 4.39215686] ; [111.39215686 135.60784314],0
u3,1,0.783067,0.075803,[1 1] ; [40 27],[1.1884058 0.8115942] ; [39.8115942 27.1884058],0
p8,1,0.793282,0.068671,[5 3] ; [168  83],[5.34362934 2.65637066] ; [167.65637066  83.34362934],0
b5,1,0.855504,0.03316,[5 3] ; [150 103],[4.75095785 3.24904215] ; [150.24904215 102.75095785],0
v1,1,0.893386,0.017962,[5 3] ; [162  88],[5.17829457 2.82170543] ; [161.82170543  88.17829457],0
a3,1,0.934698,0.006713,[6 2] ; [185  66],[5.8996139 2.1003861] ; [185.1003861  65.8996139],0
p12,1,0.98341,0.000432,[1 7] ; [ 32 219],[1.01930502 6.98069498] ; [ 31.98069498 219.01930502],0
s5,1,0.990591,0.000139,[3 5] ; [ 91 153],[2.98412698 5.01587302] ; [ 91.01587302 152.98412698],0
