Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.812506,[37 16] ; [18 47],[24.70338983 28.29661017] ; [30.29661017 34.70338983],1
s2,1,5e-06,20.760677,[30 23] ; [11 55],[18.2605042 34.7394958] ; [22.7394958 43.2605042],1
s8,1,2e-05,18.189167,[23 31] ; [ 6 60],[13.05 40.95] ; [15.95 50.05],1
s7,1,0.001228,10.447059,[25 26] ; [12 48],[17. 34.] ; [20. 40.],0
r3,1,0.001567,9.998451,[50  4] ; [45 20],[43.1092437 10.8907563] ; [51.8907563 13.1092437],0
u3,1,0.004966,7.891837,[13  6] ; [ 9 23],[ 8.19607843 10.80392157] ; [13.80392157 18.19607843],0
n6,1,0.005416,7.735,[45  9] ; [39 26],[38.11764706 15.88235294] ; [45.88235294 19.11764706],0
r4,1,0.007916,7.052342,[46  8] ; [42 24],[39.6 14.4] ; [48.4 17.6],0
n5,1,0.016215,5.779424,[45  9] ; [42 24],[39.15 14.85] ; [47.85 18.15],0
p4,1,0.016979,5.698545,[26 27] ; [18 47],[19.76271186 33.23728814] ; [24.23728814 40.76271186],0
v4,1,0.018097,5.586693,[49  5] ; [48 17],[44.01680672  9.98319328] ; [52.98319328 12.01680672],0
p5,1,0.025661,4.978738,[ 6 48] ; [ 1 65],[ 3.15 50.85] ; [ 3.85 62.15],0
p7,1,0.029781,4.72191,[28 24] ; [22 43],[22.22222222 29.77777778] ; [27.77777778 37.22222222],0
r1,1,0.030419,4.68543,[46  8] ; [45 21],[40.95 13.05] ; [50.05 15.95],0
u2,1,0.034985,4.445895,[12  6] ; [11 20],[8.44897959 9.55102041] ; [14.55102041 16.44897959],0
n2,1,0.048001,3.909963,[11  2] ; [13 12],[8.21052632 4.78947368] ; [15.78947368  9.21052632],0
s5,1,0.056748,3.629955,[14 40] ; [ 8 57],[ 9.98319328 44.01680672] ; [12.01680672 52.98319328],0
