Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002249,9.334591,[23 21] ; [ 6 27],[16.57142857 27.42857143] ; [12.42857143 20.57142857],0
p6,1,0.005092,7.846392,[17 28] ; [ 3 29],[11.68831169 33.31168831] ; [ 8.31168831 23.68831169],0
d2,1,0.006611,7.375789,[16 29] ; [22 11],[21.92307692 23.07692308] ; [16.07692308 16.92307692],0
p2,1,0.007218,7.217931,[35 10] ; [16 17],[29.42307692 15.57692308] ; [21.57692308 11.42307692],0
a4,1,0.009337,6.757244,[ 9 35] ; [16 17],[14.28571429 29.71428571] ; [10.71428571 22.28571429],0
p4,1,0.011701,6.355556,[28 17] ; [11 22],[22.5 22.5] ; [16.5 16.5],0
a5,1,0.027073,4.886162,[23 22] ; [25  8],[27.69230769 17.30769231] ; [20.30769231 12.69230769],0
p1,1,0.048189,3.903377,[ 2 43] ; [ 6 27],[ 4.61538462 40.38461538] ; [ 3.38461538 29.61538462],0
d1,1,0.053383,3.731876,[16 29] ; [19 14],[20.19230769 24.80769231] ; [14.80769231 18.19230769],0
d5,1,0.078981,3.08575,[27 18] ; [26  7],[30.57692308 14.42307692] ; [22.42307692 10.57692308],0
b1,1,0.094729,2.792124,[29 16] ; [15 18],[25.38461538 19.61538462] ; [18.61538462 14.38461538],0
n2,1,0.100348,2.7,[10  2] ; [8 7],[8. 4.] ; [10.  5.],0
p10,1,0.102348,2.668567,[17 27] ; [ 7 26],[13.71428571 30.28571429] ; [10.28571429 22.71428571],0
n3,1,0.106864,2.6,[10  3] ; [6 7],[8. 5.] ; [8. 5.],0
r3,1,0.115798,2.473254,[42  3] ; [27  6],[39.80769231  5.19230769] ; [29.19230769  3.80769231],0
v4,1,0.117828,2.445963,[40  4] ; [25  7],[37.63157895  6.36842105] ; [27.36842105  4.63157895],0
r4,1,0.119088,2.42928,[38  7] ; [23 10],[35.19230769  9.80769231] ; [25.80769231  7.19230769],0
a3,1,0.204691,1.608586,[25 20] ; [23 10],[27.69230769 17.30769231] ; [20.30769231 12.69230769],0
a2,1,0.225185,1.471016,[ 4 41] ; [ 6 27],[ 5.76923077 39.23076923] ; [ 4.23076923 28.76923077],0
b2,1,0.230046,1.440576,[ 6 21] ; [ 8 13],[ 7.875 19.125] ; [ 6.125 14.875],0
b3,1,0.230046,1.440576,[ 6 21] ; [ 8 13],[ 7.875 19.125] ; [ 6.125 14.875],0
p3,1,0.241403,1.372384,[19 26] ; [ 9 22],[16.57894737 28.42105263] ; [11.42105263 19.57894737],0
b4,1,0.251417,1.315415,[29 16] ; [17 16],[26.53846154 18.46153846] ; [19.46153846 13.53846154],0
u1,1,0.375391,0.785741,[ 5 40] ; [ 6 27],[ 6.34615385 38.65384615] ; [ 4.65384615 28.34615385],0
