Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000708,11.468432,[6 1] ; [ 5 22],[2.26470588 4.73529412] ; [ 8.73529412 18.26470588],1
s6,1,0.006019,7.544643,[4 3] ; [ 3 25],[1.4 5.6] ; [ 5.6 22.4],0
s2,1,0.015725,5.833333,[3 4] ; [ 2 26],[1. 6.] ; [ 4. 24.],0
p4,1,0.015725,5.833333,[4 3] ; [ 4 24],[1.6 5.4] ; [ 6.4 21.6],0
p6,1,0.018278,5.569276,[3 4] ; [ 2 25],[1.02941176 5.97058824] ; [ 3.97058824 23.02941176],0
r4,1,0.043567,4.073276,[3 4] ; [ 3 25],[1.2 5.8] ; [ 4.8 23.2],0
a5,1,0.062012,3.48273,[6 1] ; [13 15],[3.8 3.2] ; [15.2 12.8],0
u2,1,0.079839,3.068182,[2 1] ; [ 2 10],[0.8 2.2] ; [3.2 8.8],0
a8,1,0.121445,2.398589,[2 5] ; [ 2 25],[0.82352941 6.17647059] ; [ 3.17647059 23.82352941],0
d4,1,0.161723,1.958042,[6 1] ; [16 12],[4.4 2.6] ; [17.6 10.4],0
a7,1,0.17612,1.830065,[2 5] ; [16 12],[3.6 3.4] ; [14.4 13.6],0
d1,1,0.220806,1.499126,[4 3] ; [ 9 19],[2.6 4.4] ; [10.4 17.6],0
p1,1,0.227195,1.458333,[2 5] ; [ 3 25],[1. 6.] ; [ 4. 24.],0
s4,1,0.227195,1.458333,[2 5] ; [ 3 25],[1. 6.] ; [ 4. 24.],0
p7,1,0.245952,1.346154,[3 4] ; [ 6 22],[1.8 5.2] ; [ 7.2 20.8],0
v3,1,0.266716,1.23356,[2 4] ; [ 4 24],[1.05882353 4.94117647] ; [ 4.94117647 23.05882353],0
v2,1,0.27013,1.216085,[3 4] ; [ 6 21],[1.85294118 5.14705882] ; [ 7.14705882 19.85294118],0
r3,1,0.393153,0.729167,[4 3] ; [11 17],[3. 4.] ; [12. 16.],0
p8,1,0.422018,0.644689,[2 5] ; [ 4 22],[1.27272727 5.72727273] ; [ 4.72727273 21.27272727],0
r2,1,0.447006,0.578231,[5 2] ; [15 12],[4.11764706 2.88235294] ; [15.88235294 11.11764706],0
b2,1,0.474895,0.510563,[3 2] ; [ 8 11],[2.29166667 2.70833333] ; [ 8.70833333 10.29166667],0
b3,1,0.474895,0.510563,[3 2] ; [ 8 11],[2.29166667 2.70833333] ; [ 8.70833333 10.29166667],0
b1,1,0.490153,0.47619,[5 2] ; [16 12],[4.2 2.8] ; [16.8 11.2],0
n1,1,0.527089,0.4,[2 1] ; [7 8],[1.5 1.5] ; [7.5 7.5],0
n2,1,0.527089,0.4,[2 1] ; [7 8],[1.5 1.5] ; [7.5 7.5],0
p11,1,0.545972,0.364583,[1 6] ; [ 7 21],[1.6 5.4] ; [ 6.4 21.6],0
p10,1,0.557754,0.343607,[2 5] ; [ 5 22],[1.44117647 5.55882353] ; [ 5.55882353 21.44117647],0
d2,1,0.611945,0.257353,[4 3] ; [13 15],[3.4 3.6] ; [13.6 14.4],0
p9,1,0.638447,0.220779,[3 4] ; [ 9 18],[2.47058824 4.52941176] ; [ 9.52941176 17.47058824],0
s7,1,0.732074,0.117216,[1 5] ; [ 3 23],[0.75 5.25] ; [ 3.25 22.75],0
d5,1,0.735213,0.114379,[4 3] ; [14 14],[3.6 3.4] ; [14.4 13.6],0
s1,1,0.790517,0.070565,[1 6] ; [ 3 25],[0.8 6.2] ; [ 3.2 24.8],0
a2,1,0.822564,0.050287,[1 6] ; [ 5 23],[1.2 5.8] ; [ 4.8 23.2],0
v1,1,0.846667,0.037393,[2 5] ; [ 7 21],[1.8 5.2] ; [ 7.2 20.8],0
r1,1,0.863032,0.029762,[3 4] ; [11 17],[2.8 4.2] ; [11.2 16.8],0
d3,1,0.863032,0.029762,[3 4] ; [11 17],[2.8 4.2] ; [11.2 16.8],0
b4,1,0.865281,0.028783,[4 3] ; [15 13],[3.8 3.2] ; [15.2 12.8],0
n5,1,0.865281,0.028783,[3 4] ; [13 15],[3.2 3.8] ; [12.8 15.2],0
n4,1,0.865281,0.028783,[4 3] ; [15 13],[3.8 3.2] ; [15.2 12.8],0
a6,1,0.865281,0.028783,[3 4] ; [13 15],[3.2 3.8] ; [12.8 15.2],0
p2,1,0.88757,0.019988,[2 5] ; [ 7 20],[1.85294118 5.14705882] ; [ 7.14705882 19.85294118],0
a3,1,0.919242,0.01028,[4 3] ; [16 11],[4.11764706 2.88235294] ; [15.88235294 11.11764706],0
s5,1,1.0,0.0,[1 6] ; [ 4 24],[1. 6.] ; [ 4. 24.],0
a4,1,1.0,0.0,[3 4] ; [12 16],[3. 4.] ; [12. 16.],0
b5,1,1.0,0.0,[3 4] ; [12 16],[3. 4.] ; [12. 16.],0
