Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,106.888786,[240  44] ; [106 148],[182.64684015 101.35315985] ; [163.35315985  90.64684015],1
p8,1,0.0,47.119854,[191  91] ; [ 95 155],[151.60150376 130.39849624] ; [134.39849624 115.60150376],1
p7,1,0.0,42.327961,[213  68] ; [119 127],[177.02466793 103.97533207] ; [154.97533207  91.02466793],1
p6,1,0.0,38.973003,[144 136] ; [ 63 189],[108.94736842 171.05263158] ; [ 98.05263158 153.94736842],1
p5,1,2e-06,22.700581,[ 52 229] ; [ 13 243],[ 34.01303538 246.98696462] ; [ 30.98696462 225.01303538],1
p10,1,4e-06,21.196042,[252  30] ; [189  66],[231.58659218  50.41340782] ; [209.41340782  45.58659218],1
s8,1,8e-06,19.890278,[165 116] ; [101 155],[139.19180633 141.80819367] ; [126.80819367 129.19180633],1
v1,1,1e-05,19.570288,[177  96] ; [115 137],[151.84 121.16] ; [140.16 111.84],1
p2,1,1.2e-05,19.13673,[252  31] ; [191  65],[232.59554731  50.40445269] ; [210.40445269  45.59554731],1
p9,1,1.3e-05,19.070332,[258  24] ; [195  55],[240.12406015  41.87593985] ; [212.87593985  37.12406015],1
p1,1,1.7e-05,18.496164,[ 38 244] ; [  8 249],[ 24.06679035 257.93320965] ; [ 21.93320965 235.06679035],1
s7,1,6.6e-05,15.929442,[160 104] ; [108 143],[137.38252427 126.61747573] ; [130.61747573 120.38252427],1
s5,1,0.000129,14.651452,[120 149] ; [ 70 177],[ 99.0503876 169.9496124] ; [ 90.9496124 156.0503876],1
s6,1,0.000436,12.371251,[209  68] ; [155  98],[190.24150943  86.75849057] ; [173.75849057  79.24150943],1
u1,1,0.000507,12.090467,[ 95 189] ; [ 52 206],[ 77.02583026 206.97416974] ; [ 69.97416974 188.02583026],1
p12,1,0.001028,10.776827,[ 36 246] ; [ 12 244],[ 25.1598513 256.8401487] ; [ 22.8401487 233.1598513],0
n4,1,0.001725,9.821233,[240  43] ; [190  67],[225.35185185  57.64814815] ; [204.64814815  52.35185185],0
n5,1,0.003824,8.365469,[227  56] ; [177  78],[212.51301115  70.48698885] ; [191.48698885  63.51301115],0
r4,1,0.007603,7.124657,[265  19] ; [223  35],[255.70479705  28.29520295] ; [232.29520295  25.70479705],0
s2,1,0.010816,6.495382,[168 112] ; [125 130],[153.34579439 126.65420561] ; [139.65420561 115.34579439],0
s3,1,0.01492,5.925933,[176 104] ; [131 119],[162.18867925 117.81132075] ; [144.81132075 105.18867925],0
b1,1,0.015997,5.803221,[121 163] ; [ 84 174],[107.41697417 176.58302583] ; [ 97.58302583 160.41697417],0
v3,1,0.022788,5.184587,[128 142] ; [ 91 152],[115.26315789 154.73684211] ; [103.73684211 139.26315789],0
v4,1,0.028139,4.819502,[273   9] ; [238  19],[267.35064935  14.64935065] ; [243.64935065  13.35064935],0
n6,1,0.030644,4.6728,[249  32] ; [210  46],[240.18435754  40.81564246] ; [218.81564246  37.18435754],0
a3,1,0.069937,3.284487,[235  47] ; [199  59],[226.64444444  55.35555556] ; [207.35555556  50.64444444],0
a5,1,0.076318,3.141623,[245  39] ; [208  50],[237.36531365  46.63468635] ; [215.63468635  42.36531365],0
a1,1,0.09259,2.82876,[ 19 265] ; [  9 249],[ 14.67158672 269.32841328] ; [ 13.32841328 244.67158672],0
p11,1,0.10271,2.662957,[230  54] ; [194  64],[222.1697417  61.8302583] ; [201.8302583  56.1697417],0
r2,1,0.103684,2.647941,[274   7] ; [238  13],[270.43609023  10.56390977] ; [241.56390977   9.43609023],0
a2,1,0.124968,2.353929,[107 177] ; [ 81 177],[ 98.50922509 185.49077491] ; [ 89.49077491 168.50922509],0
u3,1,0.137112,2.210079,[35 14] ; [34 25],[31.30555556 17.69444444] ; [37.69444444 21.30555556],0
n2,1,0.158469,1.988779,[36 12] ; [51 30],[32.37209302 15.62790698] ; [54.62790698 26.37209302],0
n1,1,0.173328,1.853922,[22 26] ; [27 53],[18.375 29.625] ; [30.625 49.375],0
v2,1,0.17741,1.819187,[177  99] ; [143 102],[169.52015355 106.47984645] ; [150.47984645  94.52015355],0
s4,1,0.186713,1.743369,[ 54 225] ; [ 38 215],[ 48.2481203 230.7518797] ; [ 43.7518797 209.2481203],0
u4,1,0.214876,1.538265,[ 12 271] ; [  6 252],[  9.41589649 273.58410351] ; [  8.58410351 249.41589649],0
b5,1,0.218964,1.51115,[167 117] ; [165  93],[173.96309963 110.03690037] ; [158.03690037  99.96309963],0
d2,1,0.219881,1.505146,[212  72] ; [179  77],[205.63703704  78.36296296] ; [185.36296296  70.63703704],0
r1,1,0.280557,1.164391,[241  41] ; [210  46],[236.39776952  45.60223048] ; [214.60223048  41.39776952],0
a4,1,0.297773,1.08414,[170 113] ; [143 114],[164.03518519 118.96481481] ; [148.96481481 108.03518519],0
n3,1,0.352728,0.86362,[35 13] ; [52 28],[32.625 15.375] ; [54.375 25.625],0
b3,1,0.414523,0.665791,[ 80 111] ; [59 98],[ 76.29022989 114.70977011] ; [62.70977011 94.29022989],0
b2,1,0.414523,0.665791,[ 80 111] ; [59 98],[ 76.29022989 114.70977011] ; [62.70977011 94.29022989],0
s1,1,0.434633,0.610412,[ 10 273] ; [  6 246],[  8.4635514 274.5364486] ; [  7.5364486 244.4635514],0
r3,1,0.524861,0.404331,[269  12] ; [243  14],[267.42007435  13.57992565] ; [244.57992565  12.42007435],0
u2,1,0.623993,0.240295,[31 18] ; [34 24],[29.76635514 19.23364486] ; [35.23364486 22.76635514],0
d3,1,0.682452,0.167379,[252  32] ; [226  32],[250.46494465  33.53505535] ; [227.53505535  30.46494465],0
b4,1,0.749291,0.102128,[169 115] ; [157 101],[170.81918819 113.18081181] ; [155.18081181 102.81918819],0
a8,1,0.768073,0.086964,[ 32 217] ; [ 28 206],[ 30.93167702 218.06832298] ; [ 29.06832298 204.93167702],0
