Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-05,19.48415,[80 12] ; [23 21],[69.67647059 22.32352941] ; [33.32352941 10.67647059],1
a7,1,0.2289,1.447682,[54 38] ; [21 23],[50.73529412 41.26470588] ; [24.26470588 19.73529412],0
v3,1,0.269562,1.218974,[23 68] ; [ 7 35],[20.52631579 70.47368421] ; [ 9.47368421 32.52631579],0
v2,1,0.301168,1.069016,[34 56] ; [12 30],[31.36363636 58.63636364] ; [14.63636364 27.36363636],0
p3,1,0.303282,1.059706,[32 61] ; [11 32],[29.40441176 63.59558824] ; [13.59558824 29.40441176],0
d1,1,0.319988,0.988995,[40 53] ; [15 29],[37.33576642 55.66423358] ; [17.66423358 26.33576642],0
s4,1,0.350492,0.871675,[15 78] ; [10 34],[16.97080292 76.02919708] ; [ 8.02919708 35.97080292],0
d2,1,0.366372,0.815934,[38 53] ; [22 22],[40.44444444 50.55555556] ; [19.55555556 24.44444444],0
s8,1,0.392303,0.731791,[23 70] ; [ 8 36],[21.04379562 71.95620438] ; [ 9.95620438 34.04379562],0
a2,1,0.392667,0.730667,[10 83] ; [ 7 37],[11.54014599 81.45985401] ; [ 5.45985401 38.54014599],0
u2,1,0.432878,0.61509,[11 20] ; [8 9],[12.27083333 18.72916667] ; [ 6.72916667 10.27083333],0
a4,1,0.488176,0.480544,[32 60] ; [18 26],[33.82352941 58.17647059] ; [16.17647059 27.82352941],0
n5,1,0.543528,0.36904,[62 31] ; [27 17],[60.41605839 32.58394161] ; [28.58394161 15.41605839],0
d4,1,0.546591,0.36346,[64 29] ; [28 16],[62.45255474 30.54744526] ; [29.54744526 14.45255474],0
a6,1,0.546645,0.363362,[52 41] ; [27 17],[53.62773723 39.37226277] ; [25.37226277 18.62773723],0
u3,1,0.571274,0.320556,[12 20] ; [ 5 12],[11.10204082 20.89795918] ; [ 5.89795918 11.10204082],0
a3,1,0.57272,0.318152,[61 31] ; [27 17],[59.52941176 32.47058824] ; [28.47058824 15.52941176],0
s5,1,0.633169,0.227788,[20 68] ; [ 8 34],[18.95384615 69.04615385] ; [ 9.04615385 32.95384615],0
n2,1,0.686227,0.1632,[23  9] ; [14  7],[22.33962264  9.66037736] ; [14.66037736  6.33962264],0
b4,1,0.697718,0.150856,[54 39] ; [24 20],[52.94890511 40.05109489] ; [25.05109489 18.94890511],0
p5,1,0.709581,0.138696,[ 3 89] ; [ 2 42],[ 3.38235294 88.61764706] ; [ 1.61764706 42.38235294],0
p6,1,0.722218,0.126378,[20 72] ; [ 8 34],[19.2238806 72.7761194] ; [ 8.7761194 33.2238806],0
n1,1,0.744664,0.10607,[12 20] ; [ 8 11],[12.54901961 19.45098039] ; [ 7.45098039 11.54901961],0
p7,1,0.762202,0.091561,[30 63] ; [15 28],[30.77205882 62.22794118] ; [14.22794118 28.77205882],0
a5,1,0.768739,0.086451,[49 44] ; [22 22],[48.19708029 44.80291971] ; [22.80291971 21.19708029],0
b2,1,0.801146,0.063436,[24 34] ; [10 16],[23.47619048 34.52380952] ; [10.52380952 15.47619048],0
b3,1,0.801146,0.063436,[24 34] ; [10 16],[23.47619048 34.52380952] ; [10.52380952 15.47619048],0
s7,1,0.806027,0.060297,[27 61] ; [12 30],[26.4 61.6] ; [12.6 29.4],0
v1,1,0.866175,0.028399,[31 58] ; [14 28],[30.57251908 58.42748092] ; [14.42748092 27.57251908],0
a8,1,0.867944,0.027646,[ 9 79] ; [ 4 39],[ 8.73282443 79.26717557] ; [ 4.26717557 38.73282443],0
s1,1,0.948472,0.004176,[ 2 91] ; [ 1 42],[ 2.05147059 90.94852941] ; [ 0.94852941 42.05147059],0
n3,1,0.965123,0.001912,[20 12] ; [13  8],[19.9245283 12.0754717] ; [13.0754717  7.9245283],0
s3,1,0.993422,6.8e-05,[39 54] ; [18 25],[38.97794118 54.02205882] ; [18.02205882 24.97794118],0
