Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-05,19.48415,[80 12] ; [23 21],[69.67647059 22.32352941] ; [33.32352941 10.67647059],1
p11,1,0.000204,13.794508,[63 30] ; [15 29],[52.94890511 40.05109489] ; [25.05109489 18.94890511],1
r4,1,0.001217,10.464422,[55 38] ; [13 31],[46.16058394 46.83941606] ; [21.83941606 22.16058394],0
b5,1,0.017542,5.641366,[64 29] ; [21 23],[57.70072993 35.29927007] ; [27.29927007 16.70072993],0
a1,1,0.019567,5.450156,[ 4 89] ; [ 7 37],[ 7.46715328 85.53284672] ; [ 3.53284672 40.46715328],0
b1,1,0.024163,5.082903,[40 53] ; [28 16],[46.16058394 46.83941606] ; [21.83941606 22.16058394],0
p10,1,0.028823,4.778175,[59 33] ; [19 24],[53.15555556 38.84444444] ; [24.84444444 18.15555556],0
d5,1,0.044882,4.023085,[68 24] ; [25 19],[62.91176471 29.08823529] ; [30.08823529 13.91176471],0
v4,1,0.045861,3.986685,[74 19] ; [28 16],[69.24087591 23.75912409] ; [32.75912409 11.24087591],0
p2,1,0.06334,3.4477,[61 32] ; [21 22],[56.07352941 36.92647059] ; [25.92647059 17.07352941],0
s2,1,0.070542,3.27036,[38 55] ; [11 33],[33.26277372 59.73722628] ; [15.73722628 28.26277372],0
p4,1,0.070542,3.27036,[38 55] ; [11 33],[33.26277372 59.73722628] ; [15.73722628 28.26277372],0
p9,1,0.087557,2.918725,[66 22] ; [26 17],[61.80152672 26.19847328] ; [30.19847328 12.80152672],0
s6,1,0.098981,2.721889,[43 49] ; [14 30],[38.55882353 53.44117647] ; [18.44117647 25.55882353],0
d3,1,0.112195,2.523028,[52 40] ; [18 25],[47.7037037 44.2962963] ; [22.2962963 20.7037037],0
r2,1,0.130927,2.281481,[71 19] ; [28 14],[67.5 22.5] ; [31.5 10.5],0
u1,1,0.162637,1.949539,[ 8 85] ; [ 1 43],[ 6.10948905 86.89051095] ; [ 2.89051095 41.10948905],0
p1,1,0.164841,1.929249,[ 6 87] ; [ 6 38],[ 8.1459854 84.8540146] ; [ 3.8540146 40.1459854],0
n4,1,0.170569,1.877931,[62 31] ; [24 20],[58.37956204 34.62043796] ; [27.62043796 16.37956204],0
