Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.3e-05,19.024767,[21 46] ; [ 5 87],[10.95597484 56.04402516] ; [15.04402516 76.95597484],1
p4,1,0.00017,14.139795,[30 37] ; [16 76],[19.3836478 47.6163522] ; [26.6163522 65.3836478],1
p8,1,0.000266,13.29252,[32 34] ; [19 72],[21.43949045 44.56050955] ; [29.56050955 61.43949045],1
p2,1,0.000366,12.697232,[54 13] ; [49 43],[43.40251572 23.59748428] ; [59.59748428 32.40251572],1
n3,1,0.002904,8.866834,[23  3] ; [26 22],[17.21621622  8.78378378] ; [31.78378378 16.21621622],0
p11,1,0.022477,5.208473,[47 20] ; [48 44],[40.03144654 26.96855346] ; [54.96855346 37.03144654],0
d1,1,0.026409,4.929065,[21 46] ; [45 47],[27.81132075 39.18867925] ; [38.18867925 53.81132075],0
d5,1,0.031134,4.645575,[38 28] ; [68 24],[44.27848101 21.72151899] ; [61.72151899 30.27848101],0
s3,1,0.035444,4.423652,[34 32] ; [32 60],[27.56962025 38.43037975] ; [38.43037975 53.56962025],0
s2,1,0.046538,3.962026,[31 36] ; [28 63],[25.01898734 41.98101266] ; [33.98101266 57.01898734],0
a2,1,0.136614,2.215688,[ 5 62] ; [14 78],[ 8.00628931 58.99371069] ; [10.99371069 81.00628931],0
d4,1,0.154049,2.031695,[45 21] ; [72 20],[48.87341772 17.12658228] ; [68.12658228 23.87341772],0
a8,1,0.211465,1.561371,[ 5 57] ; [ 3 85],[ 3.30666667 58.69333333] ; [ 4.69333333 83.30666667],0
v4,1,0.212345,1.555366,[60  5] ; [79 13],[57.5477707  7.4522293] ; [81.4522293 10.5477707],0
b4,1,0.220441,1.501501,[35 32] ; [57 35],[38.7672956 28.2327044] ; [53.2327044 38.7672956],0
r3,1,0.239676,1.382497,[61  6] ; [78 14],[58.57232704  8.42767296] ; [80.42767296 11.57232704],0
p10,1,0.264576,1.244654,[46 21] ; [54 36],[42.67515924 24.32484076] ; [57.32484076 32.67515924],0
u3,1,0.268779,1.222967,[13 15] ; [24 16],[15.23529412 12.76470588] ; [21.76470588 18.23529412],0
n2,1,0.27612,1.186087,[19  7] ; [29 19],[16.86486486  9.13513514] ; [31.13513514 16.86486486],0
a6,1,0.298642,1.080248,[36 31] ; [57 35],[39.18867925 27.81132075] ; [53.81132075 38.18867925],0
b3,1,0.315781,1.006341,[ 7 24] ; [14 28],[ 8.91780822 22.08219178] ; [12.08219178 29.91780822],0
b2,1,0.315781,1.006341,[ 7 24] ; [14 28],[ 8.91780822 22.08219178] ; [12.08219178 29.91780822],0
n5,1,0.340342,0.909141,[26 41] ; [29 63],[23.17610063 43.82389937] ; [31.82389937 60.17610063],0
s5,1,0.355137,0.855016,[12 53] ; [22 67],[14.35064935 50.64935065] ; [19.64935065 69.35064935],0
s8,1,0.355274,0.854531,[17 49] ; [18 74],[14.62025316 51.37974684] ; [20.37974684 71.62025316],0
n6,1,0.377638,0.778378,[44 22] ; [55 37],[41.35443038 24.64556962] ; [57.64556962 34.35443038],0
a5,1,0.411864,0.673414,[35 32] ; [42 50],[32.44654088 34.55345912] ; [44.55345912 47.44654088],0
v2,1,0.433905,0.612347,[31 33] ; [37 51],[28.63157895 35.36842105] ; [39.36842105 48.63157895],0
r4,1,0.443461,0.587311,[51 16] ; [65 27],[48.88050314 18.11949686] ; [67.11949686 24.88050314],0
p5,1,0.484363,0.489024,[ 1 65] ; [ 3 88],[ 1.68152866 64.31847134] ; [ 2.31847134 88.68152866],0
s7,1,0.559967,0.339761,[17 47] ; [20 69],[15.47712418 48.52287582] ; [21.52287582 67.47712418],0
u1,1,0.566238,0.329017,[ 6 61] ; [ 6 86],[ 5.05660377 61.94339623] ; [ 6.94339623 85.05660377],0
v3,1,0.617805,0.248964,[14 51] ; [22 66],[15.29411765 49.70588235] ; [20.70588235 67.29411765],0
a4,1,0.638113,0.221219,[22 45] ; [27 65],[20.64779874 46.35220126] ; [28.35220126 63.64779874],0
r1,1,0.649636,0.20636,[46 21] ; [60 32],[44.66666667 22.33333333] ; [61.33333333 30.66666667],0
b1,1,0.705089,0.143232,[26 41] ; [33 59],[24.86163522 42.13836478] ; [34.13836478 57.86163522],0
a1,1,0.747067,0.104012,[ 2 65] ; [ 2 90],[ 1.68553459 65.31446541] ; [ 2.31446541 89.68553459],0
p1,1,0.755183,0.097227,[ 1 66] ; [ 2 90],[ 1.26415094 65.73584906] ; [ 1.73584906 90.26415094],0
a7,1,0.768695,0.086484,[43 23] ; [62 30],[43.86075949 22.13924051] ; [61.13924051 30.86075949],0
b5,1,0.774527,0.082059,[43 24] ; [57 35],[42.13836478 24.86163522] ; [57.86163522 34.13836478],0
n1,1,0.813669,0.055552,[ 6 19] ; [13 36],[ 6.41891892 18.58108108] ; [12.58108108 36.41891892],0
u4,1,0.820742,0.051343,[ 1 66] ; [ 1 91],[ 0.8427673 66.1572327] ; [ 1.1572327 90.8427673],0
r2,1,0.844748,0.038347,[56 10] ; [77 15],[55.55696203 10.44303797] ; [77.44303797 14.55696203],0
s6,1,0.849421,0.036046,[31 34] ; [42 49],[30.41666667 34.58333333] ; [42.58333333 48.41666667],0
d3,1,0.886472,0.020383,[41 24] ; [57 35],[40.57324841 24.42675159] ; [57.42675159 34.57324841],0
d2,1,0.892341,0.018318,[24 43] ; [32 60],[23.59748428 43.40251572] ; [32.40251572 59.59748428],0
s4,1,0.922315,0.00951,[15 52] ; [20 72],[14.74842767 52.25157233] ; [20.25157233 71.74842767],0
v1,1,0.937924,0.006065,[23 42] ; [32 60],[22.77070064 42.22929936] ; [32.22929936 59.77070064],0
u2,1,0.949222,0.004056,[15 14] ; [21 19],[15.13043478 13.86956522] ; [20.86956522 19.13043478],0
p9,1,0.949772,0.003968,[46 21] ; [60 28],[45.81935484 21.18064516] ; [60.18064516 27.81935484],0
a3,1,0.954038,0.003322,[37 29] ; [52 40],[37.17721519 28.82278481] ; [51.82278481 40.17721519],0
s1,1,0.968579,0.001552,[ 3 64] ; [ 4 88],[ 2.94968553 64.05031447] ; [ 4.05031447 87.94968553],0
