Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,163.163764,[46 72] ; [482  53],[95.41194487 22.58805513] ; [432.58805513 102.41194487],1
p4,1,1e-06,23.281999,[55 63] ; [374 161],[77.52220521 40.47779479] ; [351.47779479 183.52220521],1
a4,1,4e-06,21.437317,[31 87] ; [266 269],[53.66921899 64.33078101] ; [243.33078101 291.66921899],1
s7,1,6e-06,20.582617,[38 78] ; [286 224],[60.03833866 55.96166134] ; [263.96166134 246.03833866],1
p6,1,1.3e-05,19.016547,[27 90] ; [238 291],[47.99535604 69.00464396] ; [217.00464396 311.99535604],1
a5,1,4.2e-05,16.779541,[71 47] ; [420 117],[88.45496183 29.54503817] ; [402.54503817 134.45496183],1
d5,1,6.9e-05,15.838119,[82 35] ; [458  78],[96.75344564 20.24655436] ; [443.24655436  92.75344564],1
p3,1,8.1e-05,15.538632,[44 74] ; [307 229],[63.33027523 54.66972477] ; [287.66972477 248.33027523],1
d2,1,0.000139,14.513532,[40 78] ; [285 250],[58.72894334 59.27105666] ; [266.27105666 268.72894334],1
v3,1,0.000194,13.892818,[29 85] ; [233 292],[46.74178404 67.25821596] ; [215.25821596 309.74178404],1
s8,1,0.000219,13.660633,[36 82] ; [262 270],[54.09846154 63.90153846] ; [243.90153846 288.09846154],1
v1,1,0.000299,13.074311,[47 68] ; [311 213],[64.42879499 50.57120501] ; [293.57120501 230.42879499],1
r4,1,0.000631,11.683586,[98 20] ; [499  38],[107.55114504  10.44885496] ; [489.44885496  47.55114504],1
d1,1,0.000679,11.545191,[55 63] ; [341 196],[71.34045802 46.65954198] ; [324.65954198 212.34045802],1
a2,1,0.00083,11.172439,[ 15 103] ; [147 390],[29.18473282 88.81526718] ; [132.81526718 404.18473282],1
a3,1,0.001279,10.372163,[71 46] ; [403 132],[85.05828221 31.94171779] ; [388.94171779 146.05828221],0
p5,1,0.003246,8.66357,[  6 112] ; [ 82 454],[ 15.87767584 102.12232416] ; [ 72.12232416 463.87767584],0
r1,1,0.003283,8.643256,[84 34] ; [443  91],[95.37730061 22.62269939] ; [431.62269939 102.37730061],0
s3,1,0.004004,8.281912,[53 64] ; [316 212],[66.93488372 50.06511628] ; [302.06511628 225.93488372],0
a8,1,0.004717,7.984676,[  7 104] ; [ 81 398],[16.5559322 94.4440678] ; [ 71.4440678 407.5559322],0
s4,1,0.005581,7.681002,[29 89] ; [ 75 453],[18.99690402 99.00309598] ; [ 85.00309598 442.99690402],0
s6,1,0.005749,7.627398,[68 49] ; [371 150],[80.50626959 36.49373041] ; [358.49373041 162.50626959],0
p8,1,0.008916,6.839515,[57 61] ; [323 203],[69.62732919 48.37267081] ; [310.37267081 215.62732919],0
p10,1,0.009525,6.721719,[92 25] ; [467  65],[100.77503852  16.22496148] ; [458.22496148  73.77503852],0
s2,1,0.01186,6.33167,[49 68] ; [290 240],[61.30293663 55.69706337] ; [277.69706337 252.30293663],0
u1,1,0.013784,6.065576,[ 13 105] ; [112 425],[22.51908397 95.48091603] ; [102.48091603 434.51908397],0
n1,1,0.018347,5.562667,[10 35] ; [39 52],[16.21323529 28.78676471] ; [32.78676471 58.21323529],0
r2,1,0.019466,5.4592,[106  11] ; [508  22],[111.0324575   5.9675425] ; [502.9675425  27.0324575],0
p1,1,0.040149,4.211562,[  5 113] ; [ 55 481],[ 10.82568807 107.17431193] ; [ 49.17431193 486.82568807],0
