Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000159,14.265706,[29  5] ; [ 8 14],[22.46428571 11.53571429] ; [14.53571429  7.46428571],1
d2,1,0.508813,0.436508,[15 18] ; [12 10],[16.2 16.8] ; [10.8 11.2],0
p7,1,0.530187,0.394033,[12 22] ; [ 6 16],[10.92857143 23.07142857] ; [ 7.07142857 14.92857143],0
s1,1,0.543783,0.368573,[ 3 31] ; [ 1 21],[ 2.42857143 31.57142857] ; [ 1.57142857 20.42857143],0
p2,1,0.567205,0.327381,[11 22] ; [ 9 13],[12. 21.] ; [ 8. 14.],0
a2,1,0.569558,0.323422,[ 3 31] ; [ 3 19],[ 3.64285714 30.35714286] ; [ 2.35714286 19.64285714],0
a5,1,0.651185,0.204409,[18 16] ; [13  9],[18.82142857 15.17857143] ; [12.17857143  9.82142857],0
p11,1,0.666417,0.185822,[15 19] ; [11 11],[15.78571429 18.21428571] ; [10.21428571 11.78571429],0
s5,1,0.672399,0.178808,[ 5 29] ; [ 4 17],[ 5.56363636 28.43636364] ; [ 3.43636364 17.56363636],0
v1,1,0.676648,0.173923,[ 8 26] ; [ 6 15],[ 8.65454545 25.34545455] ; [ 5.34545455 15.65454545],0
s3,1,0.825789,0.048446,[ 9 25] ; [ 5 16],[ 8.65454545 25.34545455] ; [ 5.34545455 15.65454545],0
u1,1,0.828214,0.047086,[ 2 32] ; [ 1 21],[ 1.82142857 32.17857143] ; [ 1.17857143 20.82142857],0
s4,1,0.836139,0.042781,[ 4 30] ; [ 3 19],[ 4.25 29.75] ; [ 2.75 19.25],0
r2,1,0.854487,0.033634,[19 14] ; [11  9],[18.67924528 14.32075472] ; [11.32075472  8.67924528],0
u2,1,0.861894,0.030263,[ 3 15] ; [1 4],[ 3.13043478 14.86956522] ; [0.86956522 4.13043478],0
n2,1,0.87018,0.026709,[7 8] ; [5 5],[7.2 7.8] ; [4.8 5.2],0
p6,1,0.902778,0.014921,[ 4 28] ; [ 3 19],[ 4.14814815 27.85185185] ; [ 2.85185185 19.14814815],0
p9,1,0.950503,0.003853,[16 17] ; [10 11],[15.88888889 17.11111111] ; [10.11111111 10.88888889],0
b5,1,1.0,0.0,[17 17] ; [11 11],[17. 17.] ; [11. 11.],0
