Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,49.545546,[221  32] ; [159 106],[185.5984556  67.4015444] ; [194.4015444  70.5984556],1
p8,1,0.0,31.740701,[194  60] ; [139 125],[163.28571429  90.71428571] ; [169.71428571  94.28571429],1
s8,1,0.000371,12.673684,[149 106] ; [113 151],[128.7283237 126.2716763] ; [133.2716763 130.7283237],1
p5,1,0.000512,12.069868,[ 56 199] ; [ 28 234],[ 41.43133462 213.56866538] ; [ 42.56866538 219.43133462],1
s7,1,0.000661,11.595317,[156  87] ; [123 128],[137.24089069 105.75910931] ; [141.75910931 109.24089069],1
s5,1,0.000727,11.418354,[111 132] ; [ 80 178],[ 92.64071856 150.35928144] ; [ 98.35928144 159.64071856],1
p12,1,0.003071,8.764986,[ 35 220] ; [ 16 250],[ 24.96161228 230.03838772] ; [ 26.03838772 239.96161228],0
p9,1,0.003403,8.577493,[235  20] ; [222  43],[224.10576923  30.89423077] ; [232.89423077  32.10576923],0
a4,1,0.003434,8.56098,[139 115] ; [111 154],[122.35067437 131.64932563] ; [127.64932563 137.35067437],0
s4,1,0.004507,8.067227,[ 57 193] ; [ 35 230],[ 44.66019417 205.33980583] ; [ 47.33980583 217.66019417],0
n4,1,0.005052,7.860697,[219  36] ; [202  63],[206.45192308  48.54807692] ; [214.54807692  50.45192308],0
p3,1,0.005337,7.761472,[187  68] ; [164 101],[172.125  82.875] ; [178.875  86.125],0
b2,1,0.012663,6.215612,[75 90] ; [ 54 114],[ 63.91891892 101.08108108] ; [ 65.08108108 102.91891892],0
b3,1,0.012663,6.215612,[75 90] ; [ 54 114],[ 63.91891892 101.08108108] ; [ 65.08108108 102.91891892],0
n6,1,0.014018,6.035853,[231  22] ; [224  42],[221.80154143  31.19845857] ; [233.19845857  32.80154143],0
s6,1,0.023324,5.144191,[194  56] ; [180  82],[182.6171875  67.3828125] ; [191.3828125  70.6171875],0
v1,1,0.025323,5.001654,[161  91] ; [138 117],[148.61538462 103.38461538] ; [150.38461538 104.61538462],0
s2,1,0.027317,4.870663,[155 100] ; [134 128],[142.54352031 112.45647969] ; [146.45647969 115.54352031],0
d3,1,0.028803,4.779377,[198  57] ; [184  82],[186.96737044  68.03262956] ; [195.03262956  70.96737044],0
p1,1,0.043322,4.0828,[ 34 220] ; [ 21 244],[ 26.91714836 227.08285164] ; [ 28.08285164 236.91714836],0
p2,1,0.057349,3.612447,[236  19] ; [232  33],[229.5  25.5] ; [238.5  26.5],0
p11,1,0.06499,3.405231,[218  37] ; [211  55],[209.97120921  45.02879079] ; [219.02879079  46.97120921],0
a6,1,0.065986,3.380149,[166  89] ; [193  73],[175.71017274  79.28982726] ; [183.28982726  82.71017274],0
a1,1,0.066178,3.375371,[ 19 236] ; [ 10 256],[ 14.19385797 240.80614203] ; [ 14.80614203 251.19385797],0
p10,1,0.069987,3.283337,[224  29] ; [219  45],[216.78723404  36.21276596] ; [226.21276596  37.78723404],0
n5,1,0.073574,3.201434,[210  43] ; [204  62],[201.8150289  51.1849711] ; [212.1849711  53.8150289],0
u1,1,0.07967,3.071623,[ 62 193] ; [ 48 218],[ 53.83877159 201.16122841] ; [ 56.16122841 209.83877159],0
d1,1,0.081782,3.029119,[173  82] ; [161 105],[163.47408829  91.52591171] ; [170.52591171  95.47408829],0
r2,1,0.087857,2.913216,[243   8] ; [248  17],[238.83914729  12.16085271] ; [252.16085271  12.83914729],0
d4,1,0.12195,2.392099,[219  35] ; [216  50],[212.48076923  41.51923077] ; [222.51923077  43.48076923],0
d2,1,0.142458,2.151208,[141 114] ; [130 136],[132.63915547 122.36084453] ; [138.36084453 127.63915547],0
b4,1,0.201869,1.628803,[155 100] ; [147 119],[147.81190019 107.18809981] ; [154.18809981 111.81190019],0
a3,1,0.213989,1.54423,[190  64] ; [186  80],[183.66153846  70.33846154] ; [192.33846154  73.66153846],0
b1,1,0.231181,1.433583,[108 147] ; [ 99 167],[101.31477927 153.68522073] ; [105.68522073 160.31477927],0
a2,1,0.278064,1.176529,[ 72 183] ; [ 64 202],[ 66.56429942 188.43570058] ; [ 69.43570058 196.56429942],0
n2,1,0.297174,1.086835,[32 15] ; [41 12],[34.31 12.69] ; [38.69 14.31],0
b5,1,0.302118,1.064821,[142 113] ; [160 106],[147.81190019 107.18809981] ; [154.18809981 111.81190019],0
n1,1,0.368244,0.809581,[21 26] ; [19 34],[18.8 28.2] ; [21.2 31.8],0
u4,1,0.384758,0.755443,[  9 246] ; [  6 260],[  7.34165067 247.65834933] ; [  7.65834933 258.34165067],0
d5,1,0.454366,0.559739,[218  36] ; [222  44],[214.92307692  39.07692308] ; [225.07692308  40.92307692],0
a8,1,0.490708,0.474973,[ 33 198] ; [ 29 210],[ 30.47234043 200.52765957] ; [ 31.52765957 207.47234043],0
a5,1,0.498288,0.458581,[200  55] ; [202  64],[196.756238  58.243762] ; [205.243762  60.756238],0
r4,1,0.560344,0.33911,[240  15] ; [247  19],[238.35892514  16.64107486] ; [248.64107486  17.35892514],0
r1,1,0.606713,0.264989,[213  42] ; [216  48],[210.78034682  44.21965318] ; [218.21965318  45.78034682],0
v2,1,0.607692,0.26355,[146 105] ; [142 112],[143.14455446 107.85544554] ; [144.85544554 109.14455446],0
u3,1,0.721464,0.127095,[40 24] ; [51 27],[41.01408451 22.98591549] ; [49.98591549 28.01408451],0
r3,1,0.736649,0.113094,[244  10] ; [257   9],[244.71923077   9.28076923] ; [256.28076923   9.71923077],0
v3,1,0.7564,0.096231,[106 143] ; [103 147],[104.29058116 144.70941884] ; [104.70941884 145.29058116],0
s3,1,0.782216,0.076415,[150 104] ; [151 110],[148.45436893 105.54563107] ; [152.54563107 108.45436893],0
n3,1,0.793225,0.06871,[33 13] ; [40 14],[33.58 12.42] ; [39.42 14.58],0
a7,1,0.837206,0.042218,[192  62] ; [199  67],[190.98846154  63.01153846] ; [200.01153846  65.98846154],0
u2,1,0.901016,0.01547,[39 26] ; [46 32],[38.63636364 26.36363636] ; [46.36363636 31.63636364],0
s1,1,0.946611,0.004484,[  9 245] ; [  9 253],[  8.86046512 245.13953488] ; [  9.13953488 252.86046512],0
