Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4e-06,21.297342,[16 21] ; [83 17],[26.73722628 10.26277372] ; [72.26277372 27.73722628],1
b1,1,0.011541,6.380073,[11 26] ; [54 46],[17.55474453 19.44525547] ; [47.44525547 52.55474453],0
s4,1,0.011573,6.375123,[14 23] ; [17 81],[ 8.4962963 28.5037037] ; [22.5037037 75.4962963],0
s8,1,0.01241,6.251386,[ 8 28] ; [46 54],[14.29411765 21.70588235] ; [39.70588235 60.29411765],0
d4,1,0.062436,3.471458,[32  5] ; [71 29],[27.81751825  9.18248175] ; [75.18248175 24.81751825],0
p9,1,0.071239,3.254246,[17 17] ; [66 32],[21.37878788 12.62121212] ; [61.62121212 36.37878788],0
a5,1,0.072304,3.229914,[19 18] ; [68 32],[23.49635036 13.50364964] ; [63.50364964 36.49635036],0
p10,1,0.077349,3.119748,[18 18] ; [66 33],[22.4 13.6] ; [61.6 37.4],0
r3,1,0.130427,2.287417,[35  2] ; [85 15],[32.40875912  4.59124088] ; [87.59124088 12.40875912],0
p3,1,0.134377,2.241194,[ 9 28] ; [38 62],[12.69343066 24.30656934] ; [34.30656934 65.69343066],0
a2,1,0.138101,2.19899,[ 4 33] ; [22 78],[ 7.02189781 29.97810219] ; [18.97810219 81.02189781],0
s3,1,0.14395,2.135213,[12 25] ; [45 52],[15.73880597 21.26119403] ; [41.26119403 55.73880597],0
p5,1,0.151544,2.056643,[ 1 36] ; [10 87],[ 3.03731343 33.96268657] ; [ 7.96268657 89.03731343],0
p11,1,0.162265,1.952993,[20 17] ; [67 33],[23.49635036 13.50364964] ; [63.50364964 36.49635036],0
p12,1,0.162854,1.947525,[ 1 36] ; [10 90],[ 2.97080292 34.02919708] ; [ 8.02919708 91.97080292],0
b2,1,0.174027,1.847905,[ 4 14] ; [28 43],[ 6.47191011 11.52808989] ; [25.52808989 45.47191011],0
b3,1,0.174027,1.847905,[ 4 14] ; [28 43],[ 6.47191011 11.52808989] ; [25.52808989 45.47191011],0
d3,1,0.178553,1.809628,[24 13] ; [52 48],[20.52554745 16.47445255] ; [55.47445255 44.52554745],0
n1,1,0.190401,1.714514,[3 8] ; [16 16],[4.86046512 6.13953488] ; [14.13953488 17.86046512],0
s1,1,0.204004,1.613478,[ 1 36] ; [ 9 90],[ 2.72058824 34.27941176] ; [ 7.27941176 91.72058824],0
r4,1,0.209007,1.578291,[33  4] ; [80 20],[30.51824818  6.48175182] ; [82.48175182 17.51824818],0
d2,1,0.233136,1.421625,[15 22] ; [51 47],[18.08888889 18.91111111] ; [47.91111111 50.08888889],0
a4,1,0.258924,1.274503,[13 24] ; [45 53],[15.8962963 21.1037037] ; [42.1037037 55.8962963],0
a1,1,0.266486,1.234748,[ 1 36] ; [ 8 92],[ 2.43065693 34.56934307] ; [ 6.56934307 93.43065693],0
n2,1,0.314879,1.010101,[7 4] ; [26  7],[8.25 2.75] ; [24.75  8.25],0
r2,1,0.325719,0.965845,[34  2] ; [87 11],[32.50746269  3.49253731] ; [88.49253731  9.50746269],0
d5,1,0.328142,0.956216,[28  9] ; [67 33],[25.65693431 11.34306569] ; [69.34306569 30.65693431],0
a6,1,0.341414,0.905113,[20 17] ; [63 37],[22.41605839 14.58394161] ; [60.58394161 39.41605839],0
v1,1,0.349734,0.874421,[12 24] ; [41 56],[14.34586466 21.65413534] ; [38.65413534 58.34586466],0
v3,1,0.351859,0.866743,[11 25] ; [37 57],[13.29230769 22.70769231] ; [34.70769231 59.29230769],0
u2,1,0.407431,0.686284,[5 9] ; [18 19],[6.31372549 7.68627451] ; [16.68627451 20.31372549],0
a8,1,0.420763,0.648184,[ 2 35] ; [ 9 83],[ 3.15503876 33.84496124] ; [ 7.84496124 84.15503876],0
u1,1,0.453203,0.562628,[ 5 32] ; [19 81],[ 6.48175182 30.51824818] ; [17.51824818 82.48175182],0
s5,1,0.495015,0.465608,[12 23] ; [27 69],[10.41984733 24.58015267] ; [28.58015267 67.41984733],0
v2,1,0.524085,0.405846,[20 17] ; [45 49],[18.35877863 18.64122137] ; [46.64122137 47.35877863],0
p6,1,0.589282,0.291467,[ 7 30] ; [23 76],[ 8.16176471 28.83823529] ; [21.83823529 77.16176471],0
n3,1,0.608408,0.2625,[6 4] ; [22 10],[6.66666667 3.33333333] ; [21.33333333 10.66666667],0
p7,1,0.636308,0.223603,[11 26] ; [33 64],[12.14925373 24.85074627] ; [31.85074627 65.14925373],0
d1,1,0.65086,0.204818,[18 19] ; [53 47],[19.17518248 17.82481752] ; [51.82481752 48.17518248],0
a7,1,0.678955,0.171304,[24 13] ; [61 39],[22.95620438 14.04379562] ; [62.04379562 37.95620438],0
u3,1,0.735596,0.114035,[7 7] ; [21 17],[7.53846154 6.46153846] ; [20.46153846 17.53846154],0
b5,1,0.758093,0.094855,[24 13] ; [62 38],[23.22627737 13.77372263] ; [62.77372263 37.22627737],0
p8,1,0.770189,0.085338,[ 8 29] ; [24 76],[ 8.64233577 28.35766423] ; [23.35766423 76.64233577],0
s7,1,0.787164,0.072897,[14 22] ; [39 55],[14.67692308 21.32307692] ; [38.32307692 55.67692308],0
s6,1,0.84593,0.037758,[22 13] ; [61 39],[21.51851852 13.48148148] ; [61.48148148 38.51851852],0
v4,1,0.84741,0.037027,[33  4] ; [88 12],[32.67883212  4.32116788] ; [88.32116788 11.67883212],0
b4,1,0.869864,0.026841,[22 15] ; [61 39],[22.41605839 14.58394161] ; [60.58394161 39.41605839],0
r1,1,0.872556,0.025732,[25 12] ; [69 31],[25.38686131 11.61313869] ; [68.61313869 31.38686131],0
p4,1,0.873016,0.025545,[13 24] ; [33 65],[12.60740741 24.39259259] ; [33.39259259 64.60740741],0
s2,1,0.937184,0.006211,[15 21] ; [42 57],[15.2 20.8] ; [41.8 57.2],0
a3,1,0.96032,0.002475,[23 14] ; [62 37],[23.125 13.875] ; [61.875 37.125],0
