Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.007379,7.178385,[23  6] ; [11 14],[18.25925926 10.74074074] ; [15.74074074  9.25925926],0
s2,1,0.010305,6.58133,[12 17] ; [19  6],[16.64814815 12.35185185] ; [14.35185185 10.64814815],0
d4,1,0.011035,6.459598,[26  3] ; [15 10],[22.01851852  6.98148148] ; [18.98148148  6.01851852],0
n5,1,0.017164,5.679485,[13 14] ; [20  5],[17.13461538  9.86538462] ; [15.86538462  9.13461538],0
v2,1,0.030343,4.689755,[20  8] ; [10 14],[16.15384615 11.84615385] ; [13.84615385 10.15384615],0
n4,1,0.110029,2.553807,[16 13] ; [19  6],[18.7962963 10.2037037] ; [16.2037037  8.7962963],0
d5,1,0.116774,2.460059,[24  5] ; [16  9],[21.48148148  7.51851852] ; [18.51851852  6.48148148],0
d2,1,0.121396,2.399221,[ 8 21] ; [12 13],[10.74074074 18.25925926] ; [ 9.25925926 15.74074074],0
v4,1,0.129485,2.298665,[22  5] ; [15  9],[19.58823529  7.41176471] ; [17.41176471  6.58823529],0
p4,1,0.184247,1.763033,[11 18] ; [14 11],[13.42592593 15.57407407] ; [11.57407407 13.42592593],0
a6,1,0.194275,1.684898,[19 10] ; [12 13],[16.64814815 12.35185185] ; [14.35185185 10.64814815],0
r3,1,0.232243,1.427069,[23  5] ; [17  8],[21.13207547  6.86792453] ; [18.86792453  6.13207547],0
n6,1,0.260201,1.267687,[16 12] ; [18  7],[17.96226415 10.03773585] ; [16.03773585  8.96226415],0
p3,1,0.268568,1.224044,[ 9 20] ; [11 13],[10.94339623 18.05660377] ; [ 9.05660377 14.94339623],0
s8,1,0.32522,0.967838,[ 9 20] ; [11 14],[10.74074074 18.25925926] ; [ 9.25925926 15.74074074],0
d1,1,0.334971,0.929584,[13 16] ; [ 8 17],[11.27777778 17.72222222] ; [ 9.72222222 15.27777778],0
a4,1,0.341166,0.906044,[ 7 22] ; [ 9 16],[ 8.59259259 20.40740741] ; [ 7.40740741 17.59259259],0
a2,1,0.374697,0.788028,[ 3 26] ; [ 1 24],[ 2.14814815 26.85185185] ; [ 1.85185185 23.14814815],0
p6,1,0.383528,0.759362,[ 6 22] ; [ 8 17],[ 7.39622642 20.60377358] ; [ 6.60377358 18.39622642],0
p11,1,0.400246,0.707586,[19 10] ; [19  6],[20.40740741  8.59259259] ; [17.59259259  7.40740741],0
p10,1,0.429565,0.624,[18  9] ; [14 11],[16.61538462 10.38461538] ; [15.38461538  9.61538462],0
n1,1,0.475512,0.509138,[ 3 10] ; [4 7],[3.79166667 9.20833333] ; [3.20833333 7.79166667],0
u3,1,0.505055,0.444298,[6 5] ; [4 6],[5.23809524 5.76190476] ; [4.76190476 5.23809524],0
p9,1,0.506823,0.440621,[21  8] ; [16  9],[19.87037037  9.12962963] ; [17.12962963  7.87037037],0
a5,1,0.510348,0.433354,[16 13] ; [16  9],[17.18518519 11.81481481] ; [14.81481481 10.18518519],0
r2,1,0.558185,0.342857,[15  9] ; [13 11],[14. 10.] ; [14. 10.],0
a8,1,0.598524,0.277229,[ 2 25] ; [ 1 24],[ 1.55769231 25.44230769] ; [ 1.44230769 23.55769231],0
s3,1,0.610401,0.259592,[16 12] ; [16  9],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
u2,1,0.653095,0.20202,[6 4] ; [5 5],[5.5 4.5] ; [5.5 4.5],0
s7,1,0.685457,0.164048,[13 15] ; [13 12],[13.73584906 14.26415094] ; [12.26415094 12.73584906],0
p7,1,0.713975,0.134339,[16 11] ; [13 11],[15.35294118 11.64705882] ; [13.64705882 10.35294118],0
r1,1,0.723203,0.125445,[ 8 21] ; [ 8 17],[ 8.59259259 20.40740741] ; [ 7.40740741 17.59259259],0
n3,1,0.729165,0.11988,[8 5] ; [6 5],[7.58333333 5.41666667] ; [6.41666667 4.58333333],0
v3,1,0.746758,0.104276,[ 7 22] ; [ 7 18],[ 7.51851852 21.48148148] ; [ 6.48148148 18.51851852],0
