Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.526144,[117  13] ; [1 7],[111.15942029  18.84057971] ; [6.84057971 1.15942029],1
v4,1,0.0,26.109725,[124   5] ; [4 4],[120.52554745   8.47445255] ; [7.47445255 0.52554745],1
r2,1,0.00015,14.368591,[117  10] ; [4 4],[113.82962963  13.17037037] ; [7.17037037 0.82962963],1
a7,1,0.00265,9.034217,[96 33] ; [2 6],[92.27737226 36.72262774] ; [5.72262774 2.27737226],0
d5,1,0.00265,9.034217,[96 33] ; [2 6],[92.27737226 36.72262774] ; [5.72262774 2.27737226],0
a5,1,0.010002,6.634615,[90 40] ; [2 6],[86.66666667 43.33333333] ; [5.33333333 2.66666667],0
r1,1,0.022551,5.202796,[97 33] ; [3 5],[94.20289855 35.79710145] ; [5.79710145 2.20289855],0
p11,1,0.022551,5.202796,[97 33] ; [3 5],[94.20289855 35.79710145] ; [5.79710145 2.20289855],0
d1,1,0.023145,5.157622,[70 60] ; [1 7],[66.88405797 63.11594203] ; [4.11594203 3.88405797],0
a6,1,0.028337,4.807438,[83 47] ; [2 6],[80.07246377 49.92753623] ; [4.92753623 3.07246377],0
s6,1,0.062889,3.459498,[75 53] ; [2 6],[72.47058824 55.52941176] ; [4.52941176 3.47058824],0
d2,1,0.074734,3.175847,[58 72] ; [1 7],[55.57971014 74.42028986] ; [3.42028986 4.57971014],0
p9,1,0.112514,2.518552,[98 32] ; [4 4],[96.08695652 33.91304348] ; [5.91304348 2.08695652],0
d3,1,0.116178,2.468105,[97 32] ; [4 4],[95.10218978 33.89781022] ; [5.89781022 2.10218978],0
n2,1,0.160868,1.966049,[26 10] ; [1 2],[24.92307692 11.07692308] ; [2.07692308 0.92307692],0
p10,1,0.182321,1.778602,[93 36] ; [4 4],[91.33576642 37.66423358] ; [5.66423358 2.33576642],0
d4,1,0.187677,1.735759,[106  24] ; [5 3],[104.56521739  25.43478261] ; [6.43478261 1.56521739],0
s3,1,0.228041,1.453038,[66 61] ; [2 5],[64.44776119 62.55223881] ; [3.55223881 3.44776119],0
n6,1,0.242362,1.3668,[90 39] ; [4 4],[88.51094891 40.48905109] ; [5.48905109 2.51094891],0
n3,1,0.268669,1.223529,[32  4] ; [2 1],[31.38461538  4.61538462] ; [2.61538462 0.38461538],0
n4,1,0.334558,0.931174,[55 75] ; [2 6],[53.69565217 76.30434783] ; [3.30434783 4.69565217],0
p2,1,0.347845,0.881302,[112  17] ; [6 2],[111.10948905  17.89051095] ; [6.89051095 1.10948905],0
v3,1,0.359998,0.8379,[34 91] ; [1 7],[32.89473684 92.10526316] ; [2.10526316 5.89473684],0
s2,1,0.376593,0.781795,[53 77] ; [2 6],[51.8115942 78.1884058] ; [3.1884058 4.8115942],0
u3,1,0.468042,0.526594,[22 18] ; [1 2],[21.39534884 18.60465116] ; [1.60465116 1.39534884],0
a4,1,0.522261,0.409426,[47 83] ; [2 6],[46.15942029 83.84057971] ; [2.84057971 5.15942029],0
p3,1,0.546904,0.362893,[67 63] ; [5 3],[67.82608696 62.17391304] ; [4.17391304 3.82608696],0
p1,1,0.565332,0.330556,[  9 119] ; [1 7],[  9.41176471 118.58823529] ; [0.58823529 7.41176471],0
b1,1,0.606796,0.264867,[53 77] ; [4 4],[53.69565217 76.30434783] ; [3.30434783 4.69565217],0
u2,1,0.662263,0.190786,[22 19] ; [2 1],[22.36363636 18.63636364] ; [1.63636364 1.36363636],0
p8,1,0.683135,0.166618,[74 55] ; [4 4],[73.44525547 55.55474453] ; [4.55474453 3.44525547],0
a3,1,0.736833,0.11293,[88 41] ; [5 3],[87.56934307 41.43065693] ; [5.43065693 2.56934307],0
p4,1,0.748157,0.103086,[72 57] ; [4 4],[71.5620438 57.4379562] ; [4.4379562 3.5620438],0
v1,1,0.845517,0.037963,[43 83] ; [3 5],[43.25373134 82.74626866] ; [2.74626866 5.25373134],0
b5,1,0.956718,0.002945,[80 50] ; [5 3],[80.07246377 49.92753623] ; [4.92753623 3.07246377],0
b4,1,0.956718,0.002945,[80 50] ; [5 3],[80.07246377 49.92753623] ; [4.92753623 3.07246377],0
