Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,146.318285,[ 7 44] ; [305  41],[40.08060453 10.91939547] ; [271.91939547  74.08060453],1
v4,1,0.0,68.225679,[28 23] ; [323  21],[45.31898734  5.68101266] ; [305.68101266  38.31898734],1
r1,1,0.0,47.147808,[15 36] ; [263  81],[35.89367089 15.10632911] ; [242.10632911 101.89367089],1
r3,1,0.0,28.984804,[33 17] ; [317  28],[44.30379747  5.69620253] ; [305.69620253  39.30379747],1
d5,1,8e-06,19.946085,[24 27] ; [265  80],[37.21969697 13.78030303] ; [251.78030303  93.21969697],1
d1,1,4.8e-05,16.523231,[10 41] ; [173 173],[23.50881612 27.49118388] ; [159.49118388 186.50881612],1
a6,1,0.000126,14.701509,[22 29] ; [243 103],[34.04282116 16.95717884] ; [230.95717884 115.04282116],1
u3,1,0.00017,14.13623,[ 5 22] ; [73 52],[13.85526316 13.14473684] ; [64.14473684 60.85526316],1
p10,1,0.000211,13.73169,[23 27] ; [247  96],[34.35114504 15.64885496] ; [235.64885496 107.35114504],1
p11,1,0.00027,13.268788,[26 25] ; [261  85],[36.86901763 14.13098237] ; [250.13098237  95.86901763],1
b1,1,0.000615,11.729146,[33 18] ; [136 210],[21.71032746 29.28967254] ; [147.28967254 198.71032746],1
n6,1,0.000631,11.681065,[28 22] ; [270  75],[37.72151899 12.27848101] ; [260.27848101  84.72151899],1
s6,1,0.000645,11.641006,[14 37] ; [183 162],[25.37121212 25.62878788] ; [171.62878788 173.37121212],1
a7,1,0.000759,11.339368,[26 25] ; [255  90],[36.18939394 14.81060606] ; [244.81060606 100.18939394],1
p2,1,0.000979,10.866523,[30 21] ; [274  70],[39.25063291 11.74936709] ; [264.74936709  79.25063291],1
p9,1,0.001937,9.608667,[27 22] ; [260  82],[35.96675192 13.03324808] ; [251.03324808  90.96675192],0
d4,1,0.00261,9.061697,[28 23] ; [259  86],[36.96212121 14.03787879] ; [250.03787879  94.96212121],0
d3,1,0.003839,8.358456,[22 29] ; [221 123],[31.37468354 19.62531646] ; [211.62531646 132.37468354],0
d2,1,0.00469,7.99525,[11 40] ; [146 199],[20.21969697 30.78030303] ; [136.78030303 208.21969697],0
a2,1,0.005921,7.57421,[ 2 49] ; [ 68 278],[ 8.99244332 42.00755668] ; [ 61.00755668 284.99244332],0
s7,1,0.006463,7.416398,[ 7 40] ; [116 218],[15.17322835 31.82677165] ; [107.82677165 226.17322835],0
n4,1,0.006951,7.285705,[26 25] ; [242 104],[34.42821159 16.57178841] ; [233.57178841 112.42821159],0
s1,1,0.009939,6.645745,[ 5 46] ; [  9 333],[ 1.81679389 49.18320611] ; [ 12.18320611 329.81679389],0
a5,1,0.010332,6.576725,[24 27] ; [227 119],[32.24433249 18.75566751] ; [218.75566751 127.24433249],0
p3,1,0.010746,6.506859,[10 40] ; [133 212],[18.10126582 31.89873418] ; [124.89873418 220.10126582],0
s3,1,0.012411,6.251232,[14 36] ; [161 183],[22.20812183 27.79187817] ; [152.79187817 191.20812183],0
s8,1,0.013802,6.06325,[ 7 44] ; [105 241],[14.38790932 36.61209068] ; [ 97.61209068 248.38790932],0
a1,1,0.01563,5.843987,[ 5 46] ; [ 10 336],[ 1.92695214 49.07304786] ; [ 13.07304786 332.92695214],0
p4,1,0.026987,4.891644,[18 33] ; [179 166],[25.37121212 25.62878788] ; [171.62878788 173.37121212],0
p8,1,0.028361,4.805985,[15 35] ; [159 183],[22.19387755 27.80612245] ; [151.80612245 190.19387755],0
a3,1,0.032007,4.598107,[24 26] ; [220 125],[30.88607595 19.11392405] ; [213.11392405 131.88607595],0
p6,1,0.038541,4.280984,[ 7 42] ; [ 96 244],[12.97429306 36.02570694] ; [ 90.02570694 249.97429306],0
u1,1,0.045542,3.998469,[ 2 49] ; [ 48 298],[ 6.4231738 44.5768262] ; [ 43.5768262 302.4231738],0
s2,1,0.045821,3.988164,[11 40] ; [123 221],[17.30126582 33.69873418] ; [116.69873418 227.30126582],0
p7,1,0.048977,3.876142,[21 30] ; [189 149],[27.53213368 23.46786632] ; [182.46786632 155.53213368],0
v1,1,0.056738,3.630245,[13 38] ; [133 205],[19.14138817 31.85861183] ; [126.85861183 211.14138817],0
