Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.547212,[2 8] ; [87  7],[8.55769231 1.44230769] ; [80.44230769 13.55769231],1
r2,1,1e-06,23.646223,[4 5] ; [89  5],[8.12621359 0.87378641] ; [84.87378641  9.12621359],1
s6,1,0.003382,8.588996,[4 6] ; [73 17],[7.7 2.3] ; [69.3 20.7],0
r1,1,0.007751,7.090164,[4 6] ; [73 20],[7.47572816 2.52427184] ; [69.52427184 23.47572816],0
d5,1,0.018804,5.519649,[5 5] ; [77 17],[7.88461538 2.11538462] ; [74.11538462 19.88461538],0
v4,1,0.054597,3.694357,[7 3] ; [85  9],[8.84615385 1.15384615] ; [83.15384615 10.84615385],0
b4,1,0.127276,2.325416,[3 7] ; [52 42],[5.28846154 4.71153846] ; [49.71153846 44.28846154],0
s2,1,0.16977,1.884974,[4 6] ; [58 35],[6.01941748 3.98058252] ; [55.98058252 37.01941748],0
p9,1,0.173366,1.853596,[5 5] ; [66 27],[6.89320388 3.10679612] ; [64.10679612 28.89320388],0
v2,1,0.182899,1.773913,[3 7] ; [48 44],[5. 5.] ; [46. 46.],0
s3,1,0.183608,1.768173,[4 6] ; [58 36],[5.96153846 4.03846154] ; [56.03846154 37.96153846],0
p3,1,0.207685,1.587489,[4 6] ; [57 37],[5.86538462 4.13461538] ; [55.13461538 38.86538462],0
n3,1,0.210909,1.565175,[2 3] ; [18  8],[3.22580645 1.77419355] ; [16.77419355  9.22580645],0
v1,1,0.216915,1.524667,[3 7] ; [47 46],[4.85436893 5.14563107] ; [45.14563107 47.85436893],0
a3,1,0.220324,1.502261,[8 2] ; [56 37],[6.21359223 3.78640777] ; [57.78640777 35.21359223],0
d3,1,0.225907,1.46645,[9 1] ; [68 26],[7.40384615 2.59615385] ; [69.59615385 24.40384615],0
n4,1,0.328817,0.953553,[5 5] ; [61 32],[6.40776699 3.59223301] ; [59.59223301 33.40776699],0
b1,1,0.340558,0.908329,[7 3] ; [51 43],[5.57692308 4.42307692] ; [52.42307692 41.57692308],0
d1,1,0.355565,0.853495,[4 6] ; [52 42],[5.38461538 4.61538462] ; [50.61538462 43.38461538],0
p2,1,0.363403,0.826099,[7 3] ; [77 17],[8.07692308 1.92307692] ; [75.92307692 18.07692308],0
p8,1,0.415104,0.664135,[5 4] ; [39 55],[3.84466019 5.15533981] ; [40.15533981 53.84466019],0
