Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.885031,[124   4] ; [32 22],[109.71428571  18.28571429] ; [46.28571429  7.71428571],1
a5,1,1.2e-05,19.096088,[78 49] ; [14 40],[64.55248619 62.44751381] ; [27.44751381 26.55248619],1
r2,1,3.2e-05,17.273783,[124   4] ; [42 12],[116.74725275  11.25274725] ; [49.25274725  4.74725275],1
v2,1,0.00075,11.361345,[63 58] ; [13 40],[52.85057471 68.14942529] ; [23.14942529 29.85057471],1
p11,1,0.00144,10.154131,[108  20] ; [34 20],[99.86813187 28.13186813] ; [42.13186813 11.86813187],0
v3,1,0.001504,10.073934,[51 73] ; [ 9 45],[41.79775281 82.20224719] ; [18.20224719 35.79775281],0
a6,1,0.003193,8.69382,[84 43] ; [23 31],[75.07734807 51.92265193] ; [31.92265193 22.07734807],0
a7,1,0.004885,7.921616,[87 40] ; [25 29],[78.58563536 48.41436464] ; [33.41436464 20.58563536],0
v1,1,0.009691,6.690799,[63 63] ; [15 37],[55.21348315 70.78651685] ; [22.78651685 29.21348315],0
d3,1,0.017068,5.689329,[62 65] ; [16 38],[54.72928177 72.27071823] ; [23.27071823 30.72928177],0
r3,1,0.027386,4.86631,[120   8] ; [45  9],[116.04395604  11.95604396] ; [48.95604396  5.04395604],0
n1,1,0.03067,4.671336,[13 14] ; [ 3 15],[ 9.6 17.4] ; [ 6.4 11.6],0
u3,1,0.031759,4.611473,[33 22] ; [12 21],[28.125 26.875] ; [16.875 16.125],0
a3,1,0.032202,4.58772,[72 54] ; [21 32],[65.46368715 60.53631285] ; [27.53631285 25.46368715],0
b2,1,0.032532,4.570246,[32 44] ; [ 6 24],[27.24528302 48.75471698] ; [10.75471698 19.24528302],0
b3,1,0.032532,4.570246,[32 44] ; [ 6 24],[27.24528302 48.75471698] ; [10.75471698 19.24528302],0
n4,1,0.046178,3.975105,[90 37] ; [30 24],[84.19889503 42.80110497] ; [35.80110497 18.19889503],0
a4,1,0.048316,3.898964,[30 95] ; [ 6 48],[25.1396648 99.8603352] ; [10.8603352 43.1396648],0
p10,1,0.049871,3.845796,[93 30] ; [33 21],[87.55932203 35.44067797] ; [38.44067797 15.55932203],0
a2,1,0.054788,3.688537,[ 13 115] ; [ 1 53],[  9.84615385 118.15384615] ; [ 4.15384615 49.84615385],0
s7,1,0.099682,2.710629,[53 67] ; [16 36],[48.13953488 71.86046512] ; [20.86046512 31.13953488],0
p3,1,0.115878,2.472162,[53 73] ; [16 38],[48.3 77.7] ; [20.7 33.3],0
