Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.085381,[80  8] ; [26 36],[62.18666667 25.81333333] ; [43.81333333 18.18666667],1
r2,1,2e-06,22.415646,[82  4] ; [40 21],[71.37414966 14.62585034] ; [50.62585034 10.37414966],1
v1,1,0.000212,13.717981,[48 39] ; [15 46],[37.03378378 49.96621622] ; [25.96621622 35.03378378],1
v4,1,0.000715,11.448871,[80  8] ; [43 19],[72.16 15.84] ; [50.84 11.16],1
a5,1,0.000821,11.193935,[57 31] ; [23 39],[46.93333333 41.06666667] ; [33.06666667 28.93333333],1
r3,1,0.001654,9.898788,[77 11] ; [41 21],[69.22666667 18.77333333] ; [48.77333333 13.22666667],0
d4,1,0.002714,8.990294,[65 23] ; [31 31],[56.32 31.68] ; [39.68 22.32],0
p11,1,0.006785,7.328895,[68 20] ; [35 27],[60.42666667 27.57333333] ; [42.57333333 19.42666667],0
s5,1,0.007724,7.096305,[29 54] ; [ 9 51],[22.05594406 60.94405594] ; [15.94405594 44.05594406],0
d5,1,0.013039,6.16386,[59 29] ; [29 33],[51.62666667 36.37333333] ; [36.37333333 25.62666667],0
p10,1,0.020615,5.359024,[58 28] ; [29 31],[51.24657534 34.75342466] ; [35.75342466 24.24657534],0
v3,1,0.040881,4.18092,[26 57] ; [10 51],[20.75 62.25] ; [15.25 45.75],0
v2,1,0.04759,3.924416,[41 43] ; [19 40],[35.24475524 48.75524476] ; [24.75524476 34.24475524],0
b1,1,0.056048,3.650634,[33 55] ; [33 29],[38.72 49.28] ; [27.28 34.72],0
a3,1,0.057315,3.613422,[50 38] ; [25 36],[44.29530201 43.70469799] ; [30.70469799 30.29530201],0
a6,1,0.057585,3.605618,[45 43] ; [22 40],[39.30666667 48.69333333] ; [27.69333333 34.30666667],0
p2,1,0.067897,3.333146,[60 26] ; [33 27],[54.78082192 31.21917808] ; [38.21917808 21.78082192],0
s6,1,0.074058,3.190701,[39 44] ; [20 42],[33.77241379 49.22758621] ; [25.22758621 36.77241379],0
p6,1,0.103453,2.651489,[21 63] ; [ 8 50],[17.15492958 66.84507042] ; [11.84507042 46.15492958],0
p3,1,0.106004,2.612806,[32 54] ; [15 46],[27.49659864 58.50340136] ; [19.50340136 41.49659864],0
u3,1,0.110159,2.551935,[17 21] ; [10 27],[13.68 24.32] ; [13.32 23.68],0
b2,1,0.129812,2.294748,[21 32] ; [ 9 28],[17.66666667 35.33333333] ; [12.33333333 24.66666667],0
b3,1,0.129812,2.294748,[21 32] ; [ 9 28],[17.66666667 35.33333333] ; [12.33333333 24.66666667],0
d1,1,0.135625,2.226906,[36 52] ; [18 44],[31.68 56.32] ; [22.32 39.68],0
n4,1,0.142087,2.155215,[60 28] ; [35 27],[55.73333333 32.26666667] ; [39.26666667 22.73333333],0
s8,1,0.176913,1.823367,[17 70] ; [ 7 55],[14.01342282 72.98657718] ; [ 9.98657718 52.01342282],0
s1,1,0.196369,1.669173,[ 5 80] ; [ 1 61],[ 3.46938776 81.53061224] ; [ 2.53061224 59.46938776],0
b4,1,0.220017,1.504257,[57 31] ; [34 28],[53.38666667 34.61333333] ; [37.61333333 24.38666667],0
p7,1,0.221424,1.49512,[46 37] ; [28 34],[42.35862069 40.64137931] ; [31.64137931 30.35862069],0
u2,1,0.233795,1.417625,[17 20] ; [12 25],[14.5 22.5] ; [14.5 22.5],0
n2,1,0.240073,1.380167,[19  5] ; [16  9],[17.14285714  6.85714286] ; [17.85714286  7.14285714],0
n6,1,0.254367,1.299161,[65 22] ; [41 21],[61.89261745 25.10738255] ; [44.10738255 17.89261745],0
b5,1,0.257624,1.281479,[40 48] ; [34 28],[43.41333333 44.58666667] ; [30.58666667 31.41333333],0
p12,1,0.320907,0.985246,[ 4 82] ; [ 1 60],[ 2.92517007 83.07482993] ; [ 2.07482993 58.92517007],0
a1,1,0.371497,0.798652,[ 4 84] ; [ 5 57],[ 5.28 82.72] ; [ 3.72 58.28],0
s2,1,0.409723,0.679605,[16 70] ; [15 47],[18.01351351 67.98648649] ; [12.98648649 49.01351351],0
a4,1,0.435835,0.607223,[31 56] ; [18 43],[28.80405405 58.19594595] ; [20.19594595 40.80405405],0
p4,1,0.45184,0.566032,[35 50] ; [21 39],[32.82758621 52.17241379] ; [23.17241379 36.82758621],0
