Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00026,13.336576,[48  4] ; [48 27],[39.30708661 12.69291339] ; [56.69291339 18.30708661],1
d5,1,0.000268,13.280018,[45  8] ; [40 34],[35.47244094 17.52755906] ; [49.52755906 24.47244094],1
d1,1,0.000628,11.692359,[30 23] ; [20 55],[20.703125 32.296875] ; [29.296875 45.703125],1
v1,1,0.001776,9.768042,[28 25] ; [19 55],[19.61417323 33.38582677] ; [27.38582677 46.61417323],0
s6,1,0.001848,9.694746,[26 27] ; [17 58],[17.8046875 35.1953125] ; [25.1953125 49.8046875],0
p8,1,0.001934,9.610752,[22 27] ; [14 60],[14.34146341 34.65853659] ; [21.65853659 52.34146341],0
v3,1,0.004882,7.922737,[18 32] ; [10 61],[11.57024793 38.42975207] ; [16.42975207 54.57024793],0
p4,1,0.008176,6.994478,[24 27] ; [18 56],[17.136 33.864] ; [24.864 49.136],0
p11,1,0.010071,6.62222,[32 21] ; [28 47],[24.84375 28.15625] ; [35.15625 39.84375],0
a3,1,0.023785,5.110252,[41 12] ; [43 31],[35.05511811 17.94488189] ; [48.94488189 25.05511811],0
d3,1,0.025594,4.983217,[36 17] ; [35 38],[29.86507937 23.13492063] ; [41.13492063 31.86507937],0
p9,1,0.026832,4.901602,[34 17] ; [35 40],[27.92857143 23.07142857] ; [41.07142857 33.92857143],0
r1,1,0.02848,4.7988,[39 13] ; [42 33],[33.16535433 18.83464567] ; [47.83464567 27.16535433],0
a5,1,0.030313,4.691428,[37 16] ; [38 37],[31.0546875 21.9453125] ; [43.9453125 31.0546875],0
d4,1,0.034955,4.447389,[44  9] ; [49 25],[38.81102362 14.18897638] ; [54.18897638 19.81102362],0
a1,1,0.035728,4.410044,[ 1 52] ; [ 9 66],[ 4.140625 48.859375] ; [ 5.859375 69.140625],0
v4,1,0.050237,3.833536,[44  9] ; [50 24],[39.22834646 13.77165354] ; [54.77165354 19.22834646],0
r4,1,0.060706,3.517989,[37 16] ; [40 35],[31.8828125 21.1171875] ; [45.1171875 29.8828125],0
s1,1,0.062531,3.468959,[ 1 50] ; [ 8 67],[ 3.64285714 47.35714286] ; [ 5.35714286 69.64285714],0
p7,1,0.070815,3.264021,[26 24] ; [26 47],[21.13821138 28.86178862] ; [30.86178862 42.13821138],0
p10,1,0.09125,2.852183,[27 23] ; [29 46],[22.4 27.6] ; [33.6 41.4],0
p3,1,0.092997,2.821714,[19 31] ; [18 57],[14.8 35.2] ; [22.2 52.8],0
n3,1,0.096921,2.755498,[14  4] ; [15 13],[11.34782609  6.65217391] ; [17.65217391 10.34782609],0
