Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.7e-05,18.549448,[43 29] ; [ 7 33],[32.14285714 39.85714286] ; [17.85714286 22.14285714],1
r4,1,0.371483,0.798696,[61 11] ; [32  9],[59.25663717 12.74336283] ; [33.74336283  7.25663717],0
s4,1,0.413061,0.669974,[13 59] ; [ 5 36],[11.46902655 60.53097345] ; [ 6.53097345 34.46902655],0
d3,1,0.415082,0.664196,[40 32] ; [26 15],[42.05309735 29.94690265] ; [23.94690265 17.05309735],0
d4,1,0.50797,0.438246,[55 17] ; [29 12],[53.52212389 18.47787611] ; [30.47787611 10.52212389],0
r1,1,0.511348,0.431307,[50 22] ; [26 15],[48.42477876 23.57522124] ; [27.57522124 13.42477876],0
p12,1,0.511612,0.430769,[ 6 66] ; [ 2 38],[ 5.14285714 66.85714286] ; [ 2.85714286 37.14285714],0
u3,1,0.530509,0.393416,[19 15] ; [16  9],[20.16949153 13.83050847] ; [14.83050847 10.16949153],0
a1,1,0.632744,0.228358,[ 3 69] ; [ 1 40],[ 2.54867257 69.45132743] ; [ 1.45132743 39.54867257],0
n1,1,0.65591,0.198529,[10  7] ; [5 5],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
d5,1,0.744293,0.106389,[47 25] ; [28 13],[47.78761062 24.21238938] ; [27.21238938 13.78761062],0
b1,1,0.744293,0.106389,[25 47] ; [13 28],[24.21238938 47.78761062] ; [13.78761062 27.21238938],0
d1,1,0.810469,0.057514,[23 49] ; [14 27],[23.57522124 48.42477876] ; [13.42477876 27.57522124],0
r2,1,0.815242,0.054601,[64  6] ; [38  3],[64.32432432  5.67567568] ; [37.67567568  3.32432432],0
p1,1,0.822138,0.050534,[ 8 64] ; [ 4 37],[ 7.6460177 64.3539823] ; [ 4.3539823 36.6460177],0
n3,1,0.83131,0.045378,[13  4] ; [8 2],[13.22222222  3.77777778] ; [7.77777778 2.22222222],0
s1,1,0.837869,0.041869,[ 3 69] ; [ 2 38],[ 3.21428571 68.78571429] ; [ 1.78571429 38.21428571],0
d2,1,0.866811,0.028127,[15 57] ; [ 8 33],[14.65486726 57.34513274] ; [ 8.34513274 32.65486726],0
a4,1,0.893835,0.01781,[17 55] ; [ 9 31],[16.71428571 55.28571429] ; [ 9.28571429 30.71428571],0
u1,1,0.914232,0.0116,[ 2 70] ; [ 1 40],[ 1.91150442 70.08849558] ; [ 1.08849558 39.91150442],0
s5,1,0.931542,0.00738,[20 50] ; [10 26],[19.81132075 50.18867925] ; [10.18867925 25.81132075],0
p9,1,0.968686,0.001541,[61 11] ; [34  6],[61.07142857 10.92857143] ; [33.92857143  6.07142857],0
