Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.111884,[42 19] ; [16 64],[25.09219858 35.90780142] ; [32.90780142 47.09219858],1
p3,1,0.000165,14.189371,[37 25] ; [24 60],[25.90410959 36.09589041] ; [35.09589041 48.90410959],1
v3,1,0.000311,13.001298,[28 33] ; [15 68],[18.21527778 42.78472222] ; [24.78472222 58.21527778],1
s6,1,0.00047,12.230086,[40 19] ; [32 52],[29.70629371 29.29370629] ; [42.29370629 41.70629371],1
p10,1,0.001022,10.786711,[54  8] ; [52 31],[45.32413793 16.67586207] ; [60.67586207 22.32413793],0
p4,1,0.00258,9.082949,[40 22] ; [33 51],[31. 31.] ; [42. 42.],0
s2,1,0.003696,8.427322,[32 31] ; [23 61],[23.57142857 39.42857143] ; [31.42857143 52.57142857],0
p9,1,0.005091,7.846819,[57  6] ; [58 23],[50.3125 12.6875] ; [64.6875 16.3125],0
r4,1,0.007054,7.259259,[44 19] ; [40 44],[36. 27.] ; [48. 36.],0
s3,1,0.014764,5.94445,[36 27] ; [31 53],[28.71428571 34.28571429] ; [38.28571429 45.71428571],0
r2,1,0.019339,5.470608,[54  8] ; [58 24],[48.22222222 13.77777778] ; [63.77777778 18.22222222],0
p7,1,0.022707,5.190785,[38 24] ; [35 48],[31.2137931 30.7862069] ; [41.7862069 41.2137931],0
r3,1,0.023694,5.116905,[54  8] ; [60 24],[48.4109589 13.5890411] ; [65.5890411 18.4109589],0
p2,1,0.033779,4.505877,[49 13] ; [52 31],[43.1862069 18.8137931] ; [57.8137931 25.1862069],0
v4,1,0.034483,4.470592,[54  8] ; [61 23],[48.83561644 13.16438356] ; [66.16438356 17.83561644],0
p8,1,0.039403,4.243418,[31 30] ; [28 55],[24.99305556 36.00694444] ; [34.00694444 48.99305556],0
a6,1,0.047564,3.925324,[31 32] ; [55 29],[36.85714286 26.14285714] ; [49.14285714 34.85714286],0
u3,1,0.062715,3.464093,[10 13] ; [ 8 30],[ 6.78688525 16.21311475] ; [11.21311475 26.78688525],0
p11,1,0.065087,3.402778,[50 13] ; [55 29],[45. 18.] ; [60. 24.],0
d1,1,0.079478,3.075552,[30 33] ; [28 56],[24.85714286 38.14285714] ; [33.14285714 50.85714286],0
s8,1,0.09397,2.805009,[23 40] ; [20 64],[18.42857143 44.57142857] ; [24.57142857 59.42857143],0
p5,1,0.097711,2.742507,[10 53] ; [ 6 77],[ 6.90410959 56.09589041] ; [ 9.09589041 73.90410959],0
n6,1,0.102775,2.66195,[54  9] ; [62 21],[50.05479452 12.94520548] ; [65.94520548 17.05479452],0
s5,1,0.106648,2.603203,[16 42] ; [13 67],[12.1884058 45.8115942] ; [16.8115942 63.1884058],0
s7,1,0.112335,2.521054,[25 33] ; [24 56],[20.5942029 37.4057971] ; [28.4057971 51.5942029],0
d5,1,0.157299,2.0,[46 17] ; [52 32],[42. 21.] ; [56. 28.],0
