Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,77.541224,[86  8] ; [ 5 33],[64.8030303 29.1969697] ; [26.1969697 11.8030303],1
p10,1,0.007617,7.121326,[80 14] ; [23 13],[74.47692308 19.52307692] ; [28.52307692  7.47692308],0
r1,1,0.013876,6.053812,[79 17] ; [23 14],[73.62406015 22.37593985] ; [28.37593985  8.62406015],0
v1,1,0.017768,5.618911,[50 45] ; [11 26],[43.90151515 51.09848485] ; [17.09848485 19.90151515],0
p9,1,0.020329,5.383423,[80 12] ; [25 11],[75.46875 16.53125] ; [29.53125  6.46875],0
p2,1,0.024075,5.089238,[84 11] ; [26 10],[79.77099237 15.22900763] ; [30.22900763  5.77099237],0
p4,1,0.025939,4.960089,[63 31] ; [17 20],[57.40458015 36.59541985] ; [22.59541985 14.40458015],0
r4,1,0.028566,4.793586,[87  9] ; [29  9],[83.10447761 12.89552239] ; [32.89552239  5.10447761],0
p7,1,0.034176,4.485873,[64 29] ; [17 18],[58.8515625 34.1484375] ; [22.1484375 12.8515625],0
s4,1,0.034518,4.468858,[18 75] ; [14 24],[22.71755725 70.28244275] ; [ 9.28244275 28.71755725],0
a5,1,0.035486,4.421622,[71 25] ; [21 17],[65.91044776 30.08955224] ; [26.08955224 11.91044776],0
p6,1,0.040752,4.186318,[39 55] ; [ 8 28],[33.98461538 60.01538462] ; [13.01538462 22.98461538],0
s7,1,0.053144,3.739378,[40 52] ; [ 9 27],[35.21875 56.78125] ; [13.78125 22.21875],0
p3,1,0.056758,3.629685,[56 39] ; [15 22],[51.09848485 43.90151515] ; [19.90151515 17.09848485],0
a2,1,0.063241,3.450277,[24 72] ; [ 4 34],[20.05970149 75.94029851] ; [ 7.94029851 30.05970149],0
p8,1,0.064074,3.428671,[51 43] ; [13 23],[46.27692308 47.72307692] ; [17.72307692 18.27692308],0
n6,1,0.07466,3.177484,[85  9] ; [30  8],[81.89393939 12.10606061] ; [33.10606061  4.89393939],0
v3,1,0.077371,3.119271,[34 62] ; [ 7 29],[29.81818182 66.18181818] ; [11.18181818 24.81818182],0
a8,1,0.08899,2.892554,[12 77] ; [ 1 33],[ 9.40650407 79.59349593] ; [ 3.59349593 30.40650407],0
v4,1,0.096958,2.754887,[90  5] ; [31  5],[87.7480916  7.2519084] ; [33.2519084  2.7480916],0
p1,1,0.109661,2.559102,[15 80] ; [ 2 35],[12.23484848 82.76515152] ; [ 4.76515152 32.23484848],0
a3,1,0.12208,2.39043,[68 28] ; [21 16],[64.2406015 31.7593985] ; [24.7593985 12.2406015],0
p5,1,0.152857,2.043502,[21 74] ; [ 4 32],[18.12977099 76.87022901] ; [ 6.87022901 29.12977099],0
r3,1,0.168145,1.899407,[84  9] ; [37  1],[85.90076336  7.09923664] ; [35.09923664  2.90076336],0
a6,1,0.169418,1.888088,[58 38] ; [18 20],[54.44776119 41.55223881] ; [21.55223881 16.44776119],0
n2,1,0.182698,1.775543,[14  1] ; [9 3],[12.77777778  2.22222222] ; [10.22222222  1.77777778],0
p11,1,0.196345,1.669354,[78 18] ; [27 11],[75.2238806 20.7761194] ; [29.7761194  8.2238806],0
a4,1,0.226907,1.460148,[49 47] ; [15 23],[45.85074627 50.14925373] ; [18.14925373 19.85074627],0
d3,1,0.232913,1.422983,[66 30] ; [22 16],[63.04477612 32.95522388] ; [24.95522388 13.04477612],0
u2,1,0.233066,1.422054,[14 12] ; [ 6 11],[12.09302326 13.90697674] ; [7.90697674 9.09302326],0
n1,1,0.262871,1.253571,[ 4 10] ; [6 6],[5.38461538 8.61538462] ; [4.61538462 7.38461538],0
a1,1,0.26763,1.228856,[ 5 91] ; [ 4 34],[ 6.44776119 89.55223881] ; [ 2.55223881 35.44776119],0
v2,1,0.27041,1.214665,[52 42] ; [17 21],[49.13636364 44.86363636] ; [19.86363636 18.13636364],0
d1,1,0.29848,1.080972,[55 41] ; [18 20],[52.29850746 43.70149254] ; [20.70149254 17.29850746],0
u1,1,0.302631,1.062563,[17 79] ; [ 4 34],[15.04477612 80.95522388] ; [ 5.95522388 32.04477612],0
b1,1,0.311945,1.022424,[34 62] ; [10 28],[31.52238806 64.47761194] ; [12.47761194 25.52238806],0
n3,1,0.319806,0.989741,[11  4] ; [6 5],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
d5,1,0.331567,0.942767,[78 18] ; [28 10],[75.94029851 20.05970149] ; [30.05970149  7.94029851],0
s2,1,0.381098,0.767156,[56 40] ; [19 19],[53.73134328 42.26865672] ; [21.26865672 16.73134328],0
s6,1,0.461536,0.542167,[74 19] ; [28 10],[72.41221374 20.58778626] ; [29.58778626  8.41221374],0
s1,1,0.508889,0.436352,[ 5 90] ; [ 1 37],[ 4.28571429 90.71428571] ; [ 1.71428571 36.28571429],0
r2,1,0.538374,0.378562,[90  5] ; [34  3],[89.24242424  5.75757576] ; [34.75757576  2.24242424],0
b5,1,0.582682,0.301919,[48 48] ; [17 21],[46.56716418 49.43283582] ; [18.43283582 19.56716418],0
d2,1,0.58381,0.300116,[47 47] ; [17 21],[45.57575758 48.42424242] ; [18.42424242 19.57575758],0
