Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,162.284278,[367   3] ; [32 28],[343.3255814  26.6744186] ; [55.6744186  4.3255814],1
r2,1,0.0,133.835073,[360   6] ; [32 26],[338.37735849  27.62264151] ; [53.62264151  4.37735849],1
r1,1,0.0,132.054747,[332  37] ; [17 44],[299.49069767  69.50930233] ; [49.50930233 11.49069767],1
v4,1,0.0,122.535597,[362   7] ; [35 26],[340.68139535  28.31860465] ; [56.31860465  4.68139535],1
p2,1,0.0,42.105268,[314  54] ; [29 30],[295.60655738  72.39344262] ; [47.39344262 11.60655738],1
p10,1,3e-06,22.057283,[296  72] ; [31 28],[281.81733021  86.18266979] ; [45.18266979 13.81733021],1
p11,1,7e-06,20.187212,[303  67] ; [35 27],[289.49074074  80.50925926] ; [48.50925926 13.49074074],1
a7,1,0.000103,15.084562,[287  83] ; [33 28],[274.7099768  95.2900232] ; [45.2900232 15.7099768],1
p9,1,0.000135,14.564991,[307  61] ; [36 22],[296.30046948  71.69953052] ; [46.69953052 11.30046948],1
s6,1,0.0002,13.831036,[218 150] ; [21 41],[204.53953488 163.46046512] ; [34.46046512 27.53953488],1
p7,1,0.000428,12.404603,[222 143] ; [21 37],[209.68085106 155.31914894] ; [33.31914894 24.68085106],1
n6,1,0.000468,12.240651,[305  65] ; [37 22],[294.96503497  75.03496503] ; [47.03496503 11.96503497],1
v2,1,0.000677,11.550272,[208 147] ; [21 39],[195.89156627 159.10843373] ; [33.10843373 26.89156627],1
a1,1,0.000874,11.077491,[ 15 355] ; [ 9 53],[ 20.55555556 349.44444444] ; [ 3.44444444 58.55555556],1
p8,1,0.001538,10.032887,[189 174] ; [18 42],[177.63829787 185.36170213] ; [29.36170213 30.63829787],0
s8,1,0.00498,7.886645,[146 223] ; [13 49],[136.12761021 232.87238979] ; [22.87238979 39.12761021],0
p3,1,0.008958,6.831277,[180 189] ; [18 41],[170.70560748 198.29439252] ; [27.29439252 31.70560748],0
b1,1,0.009498,6.726682,[144 226] ; [35 27],[153.31018519 216.68981481] ; [25.68981481 36.31018519],0
p4,1,0.012935,6.178019,[220 149] ; [26 35],[211.10232558 157.89767442] ; [34.89767442 26.10232558],0
d1,1,0.014826,5.93703,[239 131] ; [30 32],[230.39351852 139.60648148] ; [38.60648148 23.39351852],0
d3,1,0.017486,5.646931,[269 100] ; [36 26],[261.12529002 107.87470998] ; [43.87470998 18.12529002],0
a6,1,0.027466,4.861272,[286  83] ; [40 22],[279.10440835  89.89559165] ; [46.89559165 15.10440835],0
n4,1,0.033254,4.532675,[299  71] ; [42 19],[292.73781903  77.26218097] ; [48.26218097 12.73781903],0
s3,1,0.033613,4.514271,[174 193] ; [20 41],[166.35046729 200.64953271] ; [27.64953271 33.35046729],0
s2,1,0.037323,4.3356,[148 220] ; [16 45],[140.68065268 227.31934732] ; [23.31934732 37.68065268],0
s1,1,0.048091,3.906808,[ 11 355] ; [ 5 56],[ 13.71428571 352.28571429] ; [ 2.28571429 58.71428571],0
b4,1,0.052055,3.773993,[216 154] ; [28 34],[208.98148148 161.01851852] ; [35.01851852 26.98148148],0
u2,1,0.053277,3.735211,[50 33] ; [ 5 10],[46.58163265 36.41836735] ; [8.41836735 6.58163265],0
d4,1,0.068002,3.3306,[309  60] ; [46 16],[303.93271462  65.06728538] ; [51.06728538 10.93271462],0
