Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,32.041744,[109 194] ; [61 26],[132.07692308 170.92307692] ; [37.92307692 49.07692308],1
p5,1,0.0,29.18089,[ 15 288] ; [21 67],[ 27.89769821 275.10230179] ; [ 8.10230179 79.89769821],1
p3,1,0.000248,13.430433,[122 180] ; [55 33],[137.06153846 164.93846154] ; [39.93846154 48.06153846],1
p12,1,0.000627,11.694257,[  8 293] ; [10 78],[ 13.92802057 287.07197943] ; [ 4.07197943 83.92802057],1
s4,1,0.00074,11.387163,[ 24 278] ; [18 69],[ 32.6066838 269.3933162] ; [ 9.3933162 77.6066838],1
s8,1,0.000846,11.137598,[ 64 239] ; [34 54],[ 75.94373402 227.05626598] ; [22.05626598 65.94373402],1
s7,1,0.001508,10.069021,[ 68 219] ; [34 48],[ 79.33333333 207.66666667] ; [22.66666667 59.33333333],0
p6,1,0.001743,9.801914,[ 86 213] ; [41 47],[ 98.12144703 200.87855297] ; [28.87855297 59.12144703],0
b5,1,0.001854,9.688344,[199 105] ; [42 47],[186.42239186 117.57760814] ; [54.57760814 34.42239186],0
p4,1,0.0051,7.843663,[150 152] ; [58 29],[161.48071979 140.51928021] ; [46.51928021 40.48071979],0
s2,1,0.006087,7.52427,[ 36 266] ; [21 68],[ 44.02557545 257.97442455] ; [12.97442455 76.02557545],0
p10,1,0.006618,7.373939,[220  80] ; [76 11],[229.45736434  70.54263566] ; [66.54263566 20.45736434],0
u1,1,0.00877,6.869086,[ 35 269] ; [20 69],[ 42.54452926 261.45547074] ; [12.45547074 76.54452926],0
p1,1,0.013533,6.098036,[ 15 288] ; [11 78],[ 20.09693878 282.90306122] ; [ 5.90306122 83.09693878],0
p7,1,0.024024,5.092927,[167 132] ; [61 27],[176.15503876 122.84496124] ; [51.84496124 36.15503876],0
a1,1,0.039472,4.240426,[  9 295] ; [ 7 82],[ 12.37659033 291.62340967] ; [ 3.62340967 85.37659033],0
r4,1,0.039925,4.221074,[258  46] ; [83  6],[263.77608142  40.22391858] ; [77.22391858 11.77608142],0
n6,1,0.047886,3.913976,[246  58] ; [80  9],[252.17302799  51.82697201] ; [73.82697201 15.17302799],0
v2,1,0.059732,3.544808,[155 139] ; [57 32],[162.73629243 131.26370757] ; [49.26370757 39.73629243],0
p9,1,0.06991,3.285121,[231  68] ; [75 12],[237.03108808  61.96891192] ; [68.96891192 18.03108808],0
a6,1,0.072771,3.219389,[215  89] ; [54 35],[208.08142494  95.91857506] ; [60.91857506 28.08142494],0
a7,1,0.139753,2.180677,[224  79] ; [58 30],[218.53196931  84.46803069] ; [63.46803069 24.53196931],0
d2,1,0.153963,2.032544,[126 178] ; [44 44],[131.83673469 172.16326531] ; [38.16326531 49.83673469],0
n4,1,0.16379,1.938882,[209  95] ; [68 21],[214.2697201  89.7302799] ; [62.7302799 26.2697201],0
a5,1,0.181559,1.784817,[210  94] ; [68 21],[215.043257  88.956743] ; [62.956743 26.043257],0
b3,1,0.181823,1.782661,[ 60 116] ; [23 29],[ 64.07017544 111.92982456] ; [18.92982456 33.07017544],0
b2,1,0.181823,1.782661,[ 60 116] ; [23 29],[ 64.07017544 111.92982456] ; [18.92982456 33.07017544],0
a4,1,0.24414,1.356527,[122 181] ; [42 47],[126.76530612 176.23469388] ; [37.23469388 51.76530612],0
r1,1,0.261018,1.263348,[224  79] ; [71 18],[228.02295918  74.97704082] ; [66.97704082 22.02295918],0
