Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,53.432999,[ 61 101] ; [126  36],[93.5 68.5] ; [93.5 68.5],1
p2,1,0.0,34.29824,[107  56] ; [151  13],[128.60550459  34.39449541] ; [129.39449541  34.60550459],1
p6,1,0.0,29.506252,[ 29 133] ; [75 88],[ 51.84 110.16] ; [ 52.16 110.84],1
p3,1,0.0,27.905553,[ 50 113] ; [98 66],[73.77370031 89.22629969] ; [74.22629969 89.77370031],1
p4,1,0.0,25.932628,[73 92] ; [118  46],[95.79027356 69.20972644] ; [95.20972644 68.79027356],1
r4,1,0.000457,12.282049,[134  31] ; [155  10],[144.5  20.5] ; [144.5  20.5],1
v1,1,0.001165,10.545059,[63 95] ; [94 68],[77.51875 80.48125] ; [79.48125 82.51875],0
v4,1,0.001178,10.525213,[147  17] ; [162   3],[154.03039514   9.96960486] ; [154.96960486  10.03039514],0
p11,1,0.00535,7.757049,[118  47] ; [139  26],[128.5  36.5] ; [128.5  36.5],0
p1,1,0.012586,6.226455,[  5 160] ; [ 16 148],[ 10.53191489 154.46808511] ; [ 10.46808511 153.53191489],0
p10,1,0.014149,6.019419,[115  49] ; [134  30],[124.5  39.5] ; [124.5  39.5],0
r1,1,0.020222,5.392615,[129  36] ; [144  20],[136.91489362  28.08510638] ; [136.08510638  27.91489362],0
s8,1,0.028911,4.772932,[ 56 109] ; [75 89],[65.69908815 99.30091185] ; [65.30091185 98.69908815],0
p5,1,0.038199,4.296158,[  5 156] ; [ 14 151],[  9.38343558 151.61656442] ; [  9.61656442 155.38343558],0
u1,1,0.055023,3.681392,[ 48 117] ; [ 33 132],[ 40.5 124.5] ; [ 40.5 124.5],0
a4,1,0.059093,3.562671,[99 65] ; [82 82],[90.5 73.5] ; [90.5 73.5],0
n4,1,0.078447,3.096785,[124  41] ; [137  28],[130.5  34.5] ; [130.5  34.5],0
n6,1,0.08715,2.926241,[130  35] ; [141  23],[135.9118541  29.0881459] ; [135.0881459  28.9118541],0
p9,1,0.088885,2.89446,[124  38] ; [137  26],[130.09846154  31.90153846] ; [130.90153846  32.09846154],0
b2,1,0.089738,2.879074,[43 59] ; [31 70],[37.18226601 64.81773399] ; [36.81773399 64.18226601],0
b3,1,0.089738,2.879074,[43 59] ; [31 70],[37.18226601 64.81773399] ; [36.81773399 64.18226601],0
n5,1,0.101765,2.677657,[112  52] ; [126  39],[118.63829787  45.36170213] ; [119.36170213  45.63829787],0
n2,1,0.105287,2.62358,[30 28] ; [19  8],[33.43529412 24.56470588] ; [15.56470588 11.43529412],0
a8,1,0.139515,2.183296,[ 16 133] ; [ 24 120],[ 20.34129693 128.65870307] ; [ 19.65870307 124.34129693],0
r2,1,0.149349,2.078891,[150  12] ; [155   6],[152.97213622   9.02786378] ; [152.02786378   8.97213622],0
p12,1,0.166284,1.916129,[  7 158] ; [ 13 152],[ 10. 155.] ; [ 10. 155.],0
a6,1,0.168748,1.894031,[129  35] ; [119  46],[123.6231003  40.3768997] ; [124.3768997  40.6231003],0
r3,1,0.237365,1.396175,[153  12] ; [158   7],[155.5   9.5] ; [155.5   9.5],0
v3,1,0.246456,1.343284,[56 97] ; [68 90],[61.00321543 91.99678457] ; [62.99678457 95.00321543],0
b1,1,0.2557,1.291889,[67 98] ; [ 57 108],[ 62. 103.] ; [ 62. 103.],0
d3,1,0.280595,1.164207,[143  21] ; [150  15],[146.05471125  17.94528875] ; [146.94528875  18.05471125],0
a2,1,0.410389,0.677675,[ 57 108] ; [ 50 115],[ 53.5 111.5] ; [ 53.5 111.5],0
s7,1,0.463116,0.538353,[65 92] ; [71 85],[68.2172524 88.7827476] ; [67.7827476 88.2172524],0
d5,1,0.468715,0.525003,[159   5] ; [162   3],[160.01215805   3.98784195] ; [160.98784195   4.01215805],0
n1,1,0.48458,0.488538,[16 43] ; [ 9 17],[17.35294118 41.64705882] ; [ 7.64705882 18.35294118],0
b5,1,0.492331,0.471429,[108  57] ; [102  63],[105.  60.] ; [105.  60.],0
a5,1,0.49382,0.468191,[129  36] ; [134  31],[131.5  33.5] ; [131.5  33.5],0
b4,1,0.500184,0.454545,[102  63] ; [96 69],[99. 66.] ; [99. 66.],0
d2,1,0.50752,0.439176,[119  44] ; [115  50],[116.28658537  46.71341463] ; [117.71341463  47.28658537],0
v2,1,0.51239,0.429183,[87 67] ; [98 65],[89.87381703 64.12618297] ; [95.12618297 67.87381703],0
a3,1,0.53487,0.385131,[124  41] ; [128  36],[126.38297872  38.61702128] ; [125.61702128  38.38297872],0
s2,1,0.655774,0.198698,[73 91] ; [69 95],[71. 93.] ; [71. 93.],0
d4,1,0.662162,0.190908,[161   2] ; [162   3],[160.5152439   2.4847561] ; [162.4847561   2.5152439],0
n3,1,0.687934,0.161331,[37 21] ; [16 11],[36.16470588 21.83529412] ; [16.83529412 10.16470588],0
s6,1,0.737926,0.111958,[95 69] ; [92 72],[93.5 70.5] ; [93.5 70.5],0
s1,1,0.759073,0.094064,[  6 158] ; [  5 159],[  5.5 158.5] ; [  5.5 158.5],0
s4,1,0.858062,0.031984,[ 17 147] ; [ 18 146],[ 17.5 146.5] ; [ 17.5 146.5],0
s3,1,0.866696,0.028176,[80 84] ; [78 85],[79.24159021 84.75840979] ; [78.75840979 84.24159021],0
a7,1,0.89115,0.018728,[131  34] ; [132  33],[131.5  33.5] ; [131.5  33.5],0
u2,1,0.914346,0.011569,[25 16] ; [23 14],[25.23076923 15.76923077] ; [22.76923077 14.23076923],0
u3,1,0.934056,0.006846,[24 17] ; [22 15],[24.17948718 16.82051282] ; [21.82051282 15.17948718],0
a1,1,1.0,0.0,[  8 157] ; [  8 157],[  8. 157.] ; [  8. 157.],0
u4,1,1.0,0.0,[  6 159] ; [  6 159],[  6. 159.] ; [  6. 159.],0
