Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,115.678118,[26 66] ; [214  30],[65.71428571 26.28571429] ; [174.28571429  69.71428571],1
s6,1,0.0,29.827459,[61 31] ; [218  22],[77.31325301 14.68674699] ; [201.68674699  38.31325301],1
s7,1,0.000317,12.965936,[52 36] ; [184  49],[64.69781931 23.30218069] ; [171.30218069  61.69781931],1
r2,1,0.008266,6.975007,[82  9] ; [233   7],[86.60120846  4.39879154] ; [228.39879154  11.60120846],0
a6,1,0.017853,5.610549,[53 39] ; [173  70],[62.06567164 29.93432836] ; [163.93432836  79.06567164],0
s4,1,0.025985,4.957007,[11 80] ; [ 56 187],[18.25449102 72.74550898] ; [ 48.74550898 194.25449102],0
s5,1,0.032356,4.579527,[28 61] ; [103 128],[36.434375 52.565625] ; [ 94.565625 136.434375],0
p2,1,0.039969,4.219214,[71 21] ; [210  33],[77.17014925 14.82985075] ; [203.82985075  39.17014925],0
n2,1,0.101707,2.678571,[15 10] ; [39 11],[18.  7.] ; [36. 14.],0
n3,1,0.11959,2.422681,[14 10] ; [38 12],[16.86486486  7.13513514] ; [35.13513514 14.86486486],0
a3,1,0.184745,1.759032,[66 26] ; [191  52],[70.57910448 21.42089552] ; [186.42089552  56.57910448],0
p10,1,0.187638,1.736067,[75 16] ; [212  29],[78.66566265 12.33433735] ; [208.33433735  32.66566265],0
n1,1,0.1917,1.704501,[ 8 17] ; [23 25],[10.61643836 14.38356164] ; [20.38356164 27.61643836],0
a2,1,0.196574,1.667649,[21 71] ; [ 73 171],[25.73809524 66.26190476] ; [ 68.26190476 175.73809524],0
p11,1,0.213542,1.547246,[69 23] ; [198  46],[73.10714286 18.89285714] ; [193.89285714  50.10714286],0
r4,1,0.248628,1.330994,[83  9] ; [229  15],[85.42857143  6.57142857] ; [226.57142857  17.42857143],0
d4,1,0.291262,1.113781,[74 18] ; [207  36],[77.17014925 14.82985075] ; [203.82985075  39.17014925],0
n5,1,0.293617,1.102964,[67 24] ; [192  51],[70.56586826 20.43413174] ; [188.43413174  54.56586826],0
b1,1,0.313238,1.016973,[34 58] ; [105 139],[38.05952381 53.94047619] ; [100.94047619 143.05952381],0
p9,1,0.328817,0.953553,[79 12] ; [219  23],[81.43543544  9.56456456] ; [216.56456456  25.43543544],0
u3,1,0.347298,0.883303,[17  9] ; [40 13],[18.75949367  7.24050633] ; [38.24050633 14.75949367],0
d1,1,0.365168,0.820041,[57 35] ; [164  80],[60.51190476 31.48809524] ; [160.48809524  83.51190476],0
u2,1,0.395766,0.721154,[19  7] ; [33 19],[17.33333333  8.66666667] ; [34.66666667 17.33333333],0
v3,1,0.412919,0.67038,[43 47] ; [100 134],[39.72222222 50.27777778] ; [103.27777778 130.72222222],0
p12,1,0.458403,0.549791,[ 6 85] ; [ 22 219],[ 7.6746988 83.3253012] ; [ 20.3253012 220.6746988],0
v4,1,0.501228,0.452336,[88  4] ; [236   7],[88.97910448  3.02089552] ; [235.02089552   7.97910448],0
v2,1,0.525852,0.402401,[53 38] ; [144  88],[55.50154799 35.49845201] ; [141.49845201  90.50154799],0
p8,1,0.539689,0.376116,[45 44] ; [131 110],[47.46666667 41.53333333] ; [128.53333333 112.46666667],0
p6,1,0.555778,0.347068,[42 49] ; [103 139],[39.62462462 51.37537538] ; [105.37537538 136.62462462],0
p7,1,0.575095,0.314232,[59 32] ; [160  75],[61.13190184 29.86809816] ; [157.86809816  77.13190184],0
n4,1,0.59862,0.277082,[75 17] ; [191  51],[73.26946108 18.73053892] ; [192.73053892  49.26946108],0
d3,1,0.602873,0.270685,[61 31] ; [169  75],[62.97619048 29.02380952] ; [167.02380952  76.97619048],0
r3,1,0.637712,0.221747,[88  4] ; [236   8],[88.71428571  3.28571429] ; [235.28571429   8.71428571],0
b4,1,0.641318,0.217023,[55 37] ; [139 105],[53.11904762 38.88095238] ; [140.88095238 103.11904762],0
b2,1,0.673855,0.177126,[28 35] ; [67 95],[26.6 36.4] ; [68.4 93.6],0
b3,1,0.673855,0.177126,[28 35] ; [67 95],[26.6 36.4] ; [68.4 93.6],0
s1,1,0.686275,0.163148,[ 3 88] ; [  6 235],[ 2.46686747 88.53313253] ; [  6.53313253 234.46686747],0
v1,1,0.733918,0.115545,[51 40] ; [136  98],[52.36 38.64] ; [134.64  99.36],0
n6,1,0.749892,0.101622,[79 13] ; [211  31],[79.88023952 12.11976048] ; [210.11976048  31.88023952],0
p1,1,0.772063,0.083913,[ 6 86] ; [ 18 224],[ 6.61077844 85.38922156] ; [ 17.38922156 224.61077844],0
b5,1,0.790539,0.070549,[57 35] ; [155  89],[58.04761905 33.95238095] ; [153.95238095  90.04761905],0
d2,1,0.809605,0.05805,[53 39] ; [137 107],[52.02380952 39.97619048] ; [137.97619048 106.02380952],0
a7,1,0.814878,0.05482,[62 30] ; [167  76],[62.88955224 29.11044776] ; [166.11044776  76.88955224],0
p4,1,0.830877,0.045615,[56 36] ; [151  92],[56.84776119 35.15223881] ; [150.15223881  92.84776119],0
a5,1,0.866833,0.028117,[72 20] ; [193  51],[72.55952381 19.44047619] ; [192.44047619  51.55952381],0
a4,1,0.909422,0.012943,[44 48] ; [115 129],[43.53571429 48.46428571] ; [115.46428571 128.53571429],0
u1,1,0.91521,0.011336,[22 70] ; [ 57 187],[21.63095238 70.36904762] ; [ 57.36904762 186.63095238],0
a1,1,0.918724,0.010412,[ 4 88] ; [ 10 234],[ 3.83333333 88.16666667] ; [ 10.16666667 233.83333333],0
r1,1,0.922349,0.009501,[76 16] ; [201  41],[76.2994012 15.7005988] ; [200.7005988  41.2994012],0
p3,1,0.944122,0.004913,[49 43] ; [131 113],[49.28571429 42.71428571] ; [130.71428571 113.28571429],0
a8,1,0.969618,0.001451,[14 68] ; [ 38 187],[13.88925081 68.11074919] ; [ 38.11074919 186.88925081],0
d5,1,0.998377,4e-06,[78 14] ; [206  37],[77.99402985 14.00597015] ; [206.00597015  36.99402985],0
