Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,58.611601,[187  74] ; [40 89],[151.91538462 109.08461538] ; [75.08461538 53.91538462],1
a3,1,0.0,26.11048,[213  48] ; [74 55],[192.06923077  68.93076923] ; [94.93076923 34.06923077],1
n4,1,5e-06,21.023899,[216  44] ; [80 49],[197.84061697  62.15938303] ; [98.15938303 30.84061697],1
s6,1,7.5e-05,15.667793,[231  25] ; [96 32],[218.  38.] ; [109.  19.],1
s5,1,0.000446,12.328356,[124 124] ; [39 87],[108.0855615 139.9144385] ; [54.9144385 71.0855615],1
a4,1,0.00054,11.971735,[138 124] ; [44 85],[121.95396419 140.04603581] ; [60.04603581 68.95396419],1
d2,1,0.000638,11.662396,[148 113] ; [49 79],[132.17737789 128.82262211] ; [64.82262211 63.17737789],1
n5,1,0.000835,11.160779,[208  50] ; [84 45],[194.66666667  63.33333333] ; [97.33333333 31.66666667],1
p9,1,0.001077,10.689634,[235  24] ; [100  27],[224.77979275  34.22020725] ; [110.22020725  16.77979275],0
s3,1,0.001806,9.737165,[235  25] ; [101  27],[225.15463918  34.84536082] ; [110.84536082  17.15463918],0
a5,1,0.001861,9.681876,[212  50] ; [86 43],[199.68286445  62.31713555] ; [98.31713555 30.68286445],0
u1,1,0.001941,9.604609,[ 71 191] ; [ 17 112],[ 58.96675192 203.03324808] ; [29.03324808 99.96675192],0
a2,1,0.003771,8.390973,[ 83 179] ; [ 23 106],[ 71.02813299 190.97186701] ; [34.97186701 94.02813299],0
n6,1,0.008101,7.010936,[224  33] ; [98 30],[214.94545455  42.05454545] ; [107.05454545  20.94545455],0
r2,1,0.010893,6.482646,[252   6] ; [118  10],[247.30569948  10.69430052] ; [122.69430052   5.30569948],0
p6,1,0.012029,6.306517,[114 145] ; [39 88],[102.66062176 156.33937824] ; [50.33937824 76.66062176],0
v2,1,0.013188,6.143765,[163  92] ; [60 59],[152.04545455 102.95454545] ; [70.95454545 48.04545455],0
r1,1,0.019929,5.418129,[217  43] ; [94 34],[208.40206186  51.59793814] ; [102.59793814  25.40206186],0
p2,1,0.022873,5.178153,[226  35] ; [100  29],[218.16923077  42.83076923] ; [107.83076923  21.16923077],0
v4,1,0.024887,5.031754,[253   6] ; [120   9],[248.9871134  10.0128866] ; [124.0128866   4.9871134],0
d1,1,0.035391,4.426188,[171  91] ; [70 59],[161.48849105 100.51150895] ; [79.51150895 49.48849105],0
a8,1,0.039609,4.234552,[ 45 194] ; [ 13 111],[ 38.18732782 200.81267218] ; [ 19.81267218 104.18732782],0
d5,1,0.040991,4.176407,[221  39] ; [98 30],[213.7628866  46.2371134] ; [105.2371134  22.7628866],0
p3,1,0.066274,3.372976,[133 128] ; [53 76],[124.47692308 136.52307692] ; [61.52307692 67.47692308],0
u3,1,0.074945,3.171247,[36 13] ; [30 23],[31.70588235 17.29411765] ; [34.29411765 18.70588235],0
s1,1,0.075019,3.169638,[ 14 244] ; [  2 125],[ 10.72207792 247.27792208] ; [  5.27792208 121.72207792],0
v3,1,0.081882,3.027154,[108 145] ; [41 82],[100.25797872 152.74202128] ; [48.74202128 74.25797872],0
n1,1,0.08941,2.884969,[25 30] ; [ 8 22],[21.35294118 33.64705882] ; [11.64705882 18.35294118],0
p4,1,0.089784,2.878245,[163  98] ; [69 60],[155.26153846 105.73846154] ; [76.73846154 52.26153846],0
p7,1,0.092686,2.827085,[172  80] ; [75 51],[164.66666667  87.33333333] ; [82.33333333 43.66666667],0
b2,1,0.097273,2.749694,[ 71 105] ; [18 45],[ 65.53974895 110.46025105] ; [23.46025105 39.53974895],0
b3,1,0.097273,2.749694,[ 71 105] ; [18 45],[ 65.53974895 110.46025105] ; [23.46025105 39.53974895],0
p8,1,0.098086,2.736398,[132 124] ; [55 74],[124.34285714 131.65714286] ; [62.65714286 66.34285714],0
s4,1,0.103531,2.650289,[ 72 188] ; [ 25 100],[ 65.50649351 194.49350649] ; [31.49350649 93.50649351],0
u4,1,0.117223,2.454032,[  9 253] ; [  1 128],[  6.70076726 255.29923274] ; [  3.29923274 125.70076726],0
a7,1,0.130707,2.284086,[183  79] ; [98 29],[189.2596401  72.7403599] ; [91.7403599 35.2596401],0
p10,1,0.13539,2.229585,[223  37] ; [103  26],[217.89203085  42.10796915] ; [108.10796915  20.89203085],0
b1,1,0.177117,1.821648,[110 152] ; [45 84],[103.86189258 158.13810742] ; [51.13810742 77.86189258],0
p1,1,0.236741,1.399894,[ 18 242] ; [  5 123],[ 15.41237113 244.58762887] ; [  7.58762887 120.41237113],0
u2,1,0.237904,1.392971,[29 18] ; [27 27],[26.05940594 20.94059406] ; [29.94059406 24.05940594],0
v1,1,0.251566,1.314585,[144 112] ; [62 62],[138.77894737 117.22105263] ; [67.22105263 56.77894737],0
r3,1,0.358263,0.843973,[251   9] ; [122   7],[249.3059126  10.6940874] ; [123.6940874   5.3059126],0
r4,1,0.385259,0.753853,[237  25] ; [113  16],[234.52685422  27.47314578] ; [115.47314578  13.52685422],0
n3,1,0.468205,0.52621,[42 14] ; [21 10],[40.55172414 15.44827586] ; [22.44827586  8.55172414],0
p12,1,0.468579,0.525324,[ 17 244] ; [ 11 118],[ 18.73846154 242.26153846] ; [  9.26153846 119.73846154],0
d3,1,0.556162,0.346394,[185  76] ; [87 41],[182.49871465  78.50128535] ; [89.50128535 38.49871465],0
a1,1,0.629986,0.232079,[ 13 249] ; [  5 124],[ 12.06138107 249.93861893] ; [  5.93861893 123.06138107],0
p11,1,0.726578,0.122277,[201  61] ; [101  28],[202.36317136  59.63682864] ; [99.63682864 29.36317136],0
a6,1,0.742433,0.107999,[171  89] ; [87 42],[172.44215938  87.55784062] ; [85.55784062 43.44215938],0
b4,1,0.811438,0.056916,[149 113] ; [75 54],[150.0971867 111.9028133] ; [73.9028133 55.0971867],0
d4,1,0.89522,0.017346,[223  37] ; [110  19],[222.57069409  37.42930591] ; [110.42930591  18.57069409],0
b5,1,0.968109,0.001598,[166  96] ; [82 47],[166.17902813  95.82097187] ; [81.82097187 47.17902813],0
n2,1,0.968383,0.001571,[45 11] ; [24  6],[44.93023256 11.06976744] ; [24.06976744  5.93023256],0
