Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.007222,7.216834,[41 11] ; [11 12],[36.05333333 15.94666667] ; [15.94666667  7.05333333],0
u1,1,0.014775,5.943152,[ 1 52] ; [ 4 20],[ 3.44155844 49.55844156] ; [ 1.55844156 22.44155844],0
r2,1,0.046662,3.957521,[32 18] ; [ 9 14],[28.08219178 21.91780822] ; [12.91780822 10.08219178],0
b4,1,0.066159,3.375843,[28 25] ; [18  6],[31.66233766 21.33766234] ; [14.33766234  9.66233766],0
a5,1,0.081936,3.026075,[24 29] ; [16  8],[27.53246753 25.46753247] ; [12.46753247 11.53246753],0
d3,1,0.105335,2.622854,[32 20] ; [10 14],[28.73684211 23.26315789] ; [13.26315789 10.73684211],0
n2,1,0.11625,2.467133,[20  6] ; [5 5],[18.05555556  7.94444444] ; [6.94444444 3.05555556],0
a8,1,0.147923,2.093544,[ 2 49] ; [ 3 20],[ 3.44594595 47.55405405] ; [ 1.55405405 21.44594595],0
s1,1,0.150045,2.071796,[ 2 51] ; [ 3 21],[ 3.44155844 49.55844156] ; [ 1.55844156 22.44155844],0
r1,1,0.164779,1.929811,[10 43] ; [ 8 16],[12.38961039 40.61038961] ; [ 5.61038961 18.38961039],0
d2,1,0.181332,1.786672,[18 35] ; [12 12],[20.64935065 32.35064935] ; [ 9.35064935 14.64935065],0
a6,1,0.224315,1.476553,[30 23] ; [10 14],[27.53246753 25.46753247] ; [12.46753247 11.53246753],0
a2,1,0.224458,1.47564,[ 4 49] ; [ 4 20],[ 5.50649351 47.49350649] ; [ 2.49350649 21.50649351],0
p7,1,0.228054,1.452955,[25 27] ; [ 8 16],[22.57894737 29.42105263] ; [10.42105263 13.57894737],0
p3,1,0.293622,1.102941,[19 32] ; [ 6 18],[17. 34.] ; [ 8. 16.],0
p8,1,0.299109,1.078162,[20 32] ; [ 6 17],[18.02666667 33.97333333] ; [ 7.97333333 15.02666667],0
u3,1,0.354619,0.85686,[ 8 14] ; [2 8],[ 6.875 15.125] ; [3.125 6.875],0
s6,1,0.364121,0.82363,[28 25] ; [10 14],[26.15584416 26.84415584] ; [11.84415584 12.15584416],0
s4,1,0.384369,0.756682,[11 42] ; [ 3 21],[ 9.63636364 43.36363636] ; [ 4.36363636 19.63636364],0
v1,1,0.396214,0.719787,[20 29] ; [ 7 16],[18.375 30.625] ; [ 8.625 14.375],0
a4,1,0.421653,0.645702,[13 40] ; [ 8 16],[14.45454545 38.54545455] ; [ 6.54545455 17.45454545],0
s3,1,0.425125,0.636105,[26 27] ; [ 9 14],[24.40789474 28.59210526] ; [10.59210526 12.40789474],0
v3,1,0.441078,0.593476,[13 40] ; [ 4 20],[11.7012987 41.2987013] ; [ 5.2987013 18.7012987],0
n6,1,0.445933,0.580969,[37 16] ; [14  9],[35.56578947 17.43421053] ; [15.43421053  7.56578947],0
n5,1,0.47925,0.500569,[28 24] ; [15  9],[29.42105263 22.57894737] ; [13.57894737 10.42105263],0
s7,1,0.534925,0.385027,[21 30] ; [ 7 14],[19.83333333 31.16666667] ; [ 8.16666667 12.83333333],0
b1,1,0.547183,0.362387,[26 27] ; [10 14],[24.77922078 28.22077922] ; [11.22077922 12.77922078],0
b2,1,0.558526,0.342263,[ 6 20] ; [ 5 11],[ 6.80952381 19.19047619] ; [ 4.19047619 11.80952381],0
b3,1,0.558526,0.342263,[ 6 20] ; [ 5 11],[ 6.80952381 19.19047619] ; [ 4.19047619 11.80952381],0
p11,1,0.565756,0.329836,[34 19] ; [17  7],[35.1038961 17.8961039] ; [15.8961039  8.1038961],0
a1,1,0.577121,0.310912,[ 4 49] ; [ 1 23],[ 3.44155844 49.55844156] ; [ 1.55844156 22.44155844],0
p12,1,0.580174,0.305953,[ 1 50] ; [ 1 23],[ 1.36 49.64] ; [ 0.64 23.36],0
p4,1,0.580654,0.305179,[23 29] ; [ 9 15],[21.89473684 30.10526316] ; [10.10526316 13.89473684],0
p9,1,0.60171,0.272425,[37 16] ; [14  8],[36.04 16.96] ; [14.96  7.04],0
s5,1,0.609025,0.261597,[ 8 42] ; [ 5 19],[ 8.78378378 41.21621622] ; [ 4.21621622 19.78378378],0
d1,1,0.653286,0.201782,[25 28] ; [10 14],[24.09090909 28.90909091] ; [10.90909091 13.09090909],0
p5,1,0.659293,0.194383,[ 3 50] ; [ 2 22],[ 3.44155844 49.55844156] ; [ 1.55844156 22.44155844],0
p10,1,0.670202,0.181366,[30 20] ; [15  8],[30.82191781 19.17808219] ; [14.17808219  8.82191781],0
d4,1,0.677408,0.173058,[42 11] ; [18  6],[41.2987013 11.7012987] ; [18.7012987  5.2987013],0
p6,1,0.693089,0.155761,[13 37] ; [ 7 16],[13.69863014 36.30136986] ; [ 6.30136986 16.69863014],0
b5,1,0.739673,0.110414,[31 22] ; [15  9],[31.66233766 21.33766234] ; [14.33766234  9.66233766],0
u2,1,0.773117,0.083117,[10 12] ; [4 6],[ 9.625 12.375] ; [4.375 5.625],0
d5,1,0.782592,0.076144,[37 16] ; [16  8],[36.48051948 16.51948052] ; [16.51948052  7.48051948],0
n3,1,0.783758,0.075309,[16 10] ; [6 3],[16.34285714  9.65714286] ; [5.65714286 3.34285714],0
s8,1,0.801728,0.063057,[14 39] ; [ 7 17],[14.45454545 38.54545455] ; [ 6.54545455 17.45454545],0
a7,1,0.841891,0.039791,[30 23] ; [13 11],[29.5974026 23.4025974] ; [13.4025974 10.5974026],0
n1,1,0.853531,0.034083,[ 7 19] ; [3 7],[ 7.22222222 18.77777778] ; [2.77777778 7.22222222],0
v2,1,0.861271,0.03054,[26 24] ; [13 11],[26.35135135 23.64864865] ; [12.64864865 11.35135135],0
s2,1,0.873115,0.025505,[22 31] ; [10 13],[22.31578947 30.68421053] ; [ 9.68421053 13.31578947],0
p1,1,0.934198,0.006817,[ 2 51] ; [ 1 23],[ 2.06493506 50.93506494] ; [ 0.93506494 23.06493506],0
a3,1,0.958041,0.002768,[30 22] ; [14 10],[30.10526316 21.89473684] ; [13.89473684 10.10526316],0
n4,1,0.989654,0.000168,[31 22] ; [14 10],[30.97402597 22.02597403] ; [14.02597403  9.97402597],0
