Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000159,14.25701,[45  6] ; [2 5],[41.32758621  9.67241379] ; [5.67241379 1.32758621],1
d1,1,0.000472,12.223567,[40 11] ; [1 6],[36.05172414 14.94827586] ; [4.94827586 2.05172414],1
s1,1,0.002594,9.073045,[ 3 48] ; [3 4],[ 5.27586207 45.72413793] ; [0.72413793 6.27586207],0
p9,1,0.015803,5.824671,[49  2] ; [5 2],[47.48275862  3.51724138] ; [6.51724138 0.48275862],0
p4,1,0.015803,5.824671,[49  2] ; [5 2],[47.48275862  3.51724138] ; [6.51724138 0.48275862],0
p2,1,0.015803,5.824671,[49  2] ; [5 2],[47.48275862  3.51724138] ; [6.51724138 0.48275862],0
d3,1,0.043842,4.062632,[40 11] ; [3 4],[37.81034483 13.18965517] ; [5.18965517 1.81034483],0
a3,1,0.055704,3.660878,[44  7] ; [4 3],[42.20689655  8.79310345] ; [5.79310345 1.20689655],0
p10,1,0.09129,2.851469,[47  4] ; [5 2],[45.72413793  5.27586207] ; [6.27586207 0.72413793],0
r3,1,0.093776,2.808323,[50  1] ; [6 1],[49.24137931  1.75862069] ; [6.75862069 0.24137931],0
p7,1,0.098398,2.731313,[41  8] ; [4 3],[39.375  9.625] ; [5.625 1.375],0
p3,1,0.122584,2.383997,[42  9] ; [4 3],[40.44827586 10.55172414] ; [5.55172414 1.44827586],0
d2,1,0.131252,2.277634,[30 21] ; [2 5],[28.13793103 22.86206897] ; [3.86206897 3.13793103],0
p1,1,0.142674,2.148879,[15 36] ; [4 3],[16.70689655 34.29310345] ; [2.29310345 4.70689655],0
v2,1,0.17344,1.852952,[28 22] ; [2 5],[26.31578947 23.68421053] ; [3.68421053 3.31578947],0
p8,1,0.226583,1.462185,[45  6] ; [5 2],[43.96551724  7.03448276] ; [6.03448276 0.96551724],0
a8,1,0.245278,1.35,[ 7 41] ; [2 4],[ 8. 40.] ; [1. 5.],0
u3,1,0.259796,1.269841,[5 2] ; [1 2],[4.2 2.8] ; [1.8 1.2],0
a4,1,0.26589,1.237828,[26 25] ; [2 5],[24.62068966 26.37931034] ; [3.37931034 3.62068966],0
p11,1,0.309025,1.034839,[44  7] ; [5 2],[43.0862069  7.9137931] ; [5.9137931 1.0862069],0
a5,1,0.335035,0.929338,[38 13] ; [4 3],[36.93103448 14.06896552] ; [5.06896552 1.93103448],0
b5,1,0.356383,0.850598,[24 27] ; [2 5],[22.86206897 28.13793103] ; [3.13793103 3.86206897],0
a6,1,0.423777,0.639817,[30 21] ; [3 4],[29.01724138 21.98275862] ; [3.98275862 3.01724138],0
s5,1,0.588243,0.293096,[36 11] ; [6 1],[36.55555556 10.44444444] ; [5.44444444 1.55555556],0
v1,1,0.639149,0.219857,[39 11] ; [6 1],[39.47368421 10.52631579] ; [5.52631579 1.47368421],0
b2,1,0.810136,0.05772,[16 19] ; [2 3],[15.75 19.25] ; [2.25 2.75],0
b3,1,0.810136,0.05772,[16 19] ; [2 3],[15.75 19.25] ; [2.25 2.75],0
a1,1,0.825271,0.048739,[ 9 42] ; [1 6],[ 8.79310345 42.20689655] ; [1.20689655 5.79310345],0
s8,1,0.86141,0.030478,[38 13] ; [5 2],[37.81034483 13.18965517] ; [5.18965517 1.81034483],0
u2,1,0.880303,0.022676,[5 2] ; [2 1],[4.9 2.1] ; [2.1 0.9],0
v3,1,0.885255,0.020826,[30 20] ; [4 3],[29.8245614 20.1754386] ; [4.1754386 2.8245614],0
b4,1,0.910989,0.012497,[28 23] ; [4 3],[28.13793103 22.86206897] ; [3.86206897 3.13793103],0
b1,1,0.910989,0.012497,[23 28] ; [3 4],[22.86206897 28.13793103] ; [3.13793103 3.86206897],0
a7,1,0.950408,0.003868,[37 14] ; [5 2],[36.93103448 14.06896552] ; [5.06896552 1.93103448],0
p6,1,0.974861,0.000993,[36 14] ; [5 2],[35.96491228 14.03508772] ; [5.03508772 1.96491228],0
