Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.677802,[ 30 136] ; [63 68],[ 51.97979798 114.02020202] ; [41.02020202 89.97979798],1
r3,1,3.4e-05,17.191463,[135  36] ; [127   6],[147.375  23.625] ; [114.625  18.375],1
v1,1,0.000344,12.812563,[ 53 114] ; [68 62],[68.03703704 98.96296296] ; [52.96296296 77.03703704],1
r1,1,0.000452,12.304181,[108  64] ; [108  25],[121.80983607  50.19016393] ; [94.19016393 38.80983607],1
d1,1,0.001254,10.408886,[ 72 100] ; [81 53],[86. 86.] ; [67. 67.],0
s6,1,0.00265,9.033866,[76 94] ; [82 50],[88.94039735 81.05960265] ; [69.05960265 62.94039735],0
a7,1,0.002688,9.008102,[104  68] ; [102  31],[116.1704918  55.8295082] ; [89.8295082 43.1704918],0
d4,1,0.002747,8.968469,[121  51] ; [113  20],[131.96065574  40.03934426] ; [102.03934426  30.96065574],0
s1,1,0.004699,7.991618,[ 13 158] ; [  1 132],[  7.875 163.125] ; [  6.125 126.875],0
d5,1,0.007244,7.211419,[118  54] ; [110  24],[128.15686275  43.84313725] ; [99.84313725 34.15686275],0
p11,1,0.009815,6.668095,[100  72] ; [97 37],[110.73202614  61.26797386] ; [86.26797386 47.73202614],0
p12,1,0.009991,6.636558,[  4 166] ; [ 12 121],[  8.97689769 161.02310231] ; [  7.02310231 125.97689769],0
r4,1,0.011377,6.405456,[121  51] ; [111  23],[130.40522876  41.59477124] ; [101.59477124  32.40522876],0
b1,1,0.011517,6.383821,[77 95] ; [41 93],[ 66.32679739 105.67320261] ; [51.67320261 82.32679739],0
a5,1,0.013745,6.070632,[104  68] ; [99 35],[114.10457516  57.89542484] ; [88.89542484 45.10457516],0
p9,1,0.024652,5.048158,[108  60] ; [100  31],[116.86956522  51.13043478] ; [91.13043478 39.86956522],0
p4,1,0.028268,4.811644,[ 52 119] ; [57 77],[ 61.11147541 109.88852459] ; [47.88852459 86.11147541],0
p2,1,0.033487,4.520718,[99 73] ; [93 41],[107.92156863  64.07843137] ; [84.07843137 49.92156863],0
d3,1,0.055221,3.675388,[97 75] ; [90 44],[105.11111111  66.88888889] ; [81.88888889 52.11111111],0
p10,1,0.059547,3.549946,[102  68] ; [93 39],[109.76821192  60.23178808] ; [85.23178808 46.76821192],0
n3,1,0.064006,3.430418,[33 29] ; [26 10],[37.32653061 24.67346939] ; [21.67346939 14.32653061],0
a3,1,0.066398,3.36989,[102  68] ; [94 40],[109.60526316  60.39473684] ; [86.39473684 47.60526316],0
n2,1,0.070173,3.278978,[39 26] ; [28  8],[43.11881188 21.88118812] ; [23.88118812 12.11881188],0
s2,1,0.08174,3.029956,[ 58 112] ; [58 74],[ 65.29801325 104.70198675] ; [50.70198675 81.29801325],0
r2,1,0.118267,2.440118,[147  24] ; [122  11],[151.3125  19.6875] ; [117.6875  15.3125],0
v4,1,0.120681,2.408458,[141  30] ; [119  15],[145.7704918  25.2295082] ; [114.2295082  19.7704918],0
s7,1,0.143522,2.13978,[ 48 114] ; [48 79],[ 53.81314879 108.18685121] ; [42.18685121 84.81314879],0
n6,1,0.150511,2.067062,[123  48] ; [106  28],[128.39016393  42.60983607] ; [100.60983607  33.39016393],0
p8,1,0.150659,2.06557,[ 32 139] ; [34 99],[ 37.125 133.875] ; [ 28.875 104.125],0
n5,1,0.161264,1.962333,[118  54] ; [81 52],[112.22295082  59.77704918] ; [86.77704918 46.22295082],0
s8,1,0.16509,1.926975,[ 42 130] ; [42 91],[ 47.3704918 124.6295082] ; [36.6295082 96.3704918],0
s3,1,0.204788,1.607895,[ 70 100] ; [64 68],[75.43046358 94.56953642] ; [58.56953642 73.43046358],0
p1,1,0.275629,1.188515,[ 16 155] ; [  8 126],[ 13.4557377 157.5442623] ; [ 10.5442623 123.4557377],0
u2,1,0.279323,1.170379,[31 39] ; [22 18],[33.72727273 36.27272727] ; [19.27272727 20.72727273],0
s5,1,0.319964,0.989095,[ 34 132] ; [32 94],[ 37.52054795 128.47945205] ; [28.47945205 97.52054795],0
n1,1,0.345412,0.890243,[25 39] ; [11 26],[22.81188119 41.18811881] ; [13.18811881 23.81188119],0
d2,1,0.354338,0.857862,[74 96] ; [65 68],[77.98679868 92.01320132] ; [61.01320132 71.98679868],0
u1,1,0.382547,0.762502,[ 21 151] ; [ 21 113],[ 23.60784314 148.39215686] ; [ 18.39215686 115.60784314],0
p3,1,0.454376,0.559712,[ 42 129] ; [38 96],[ 44.85245902 126.14754098] ; [35.14754098 98.85245902],0
p5,1,0.511695,0.4306,[ 12 158] ; [  7 127],[ 10.625 159.375] ; [  8.375 125.625],0
s4,1,0.558702,0.341957,[ 30 141] ; [ 20 113],[ 28.125 142.875] ; [ 21.875 111.125],0
a6,1,0.723169,0.125477,[107  65] ; [86 48],[108.48366013  63.51633987] ; [84.51633987 49.48366013],0
u3,1,0.744209,0.106462,[38 32] ; [23 17],[38.81818182 31.18181818] ; [22.18181818 17.81818182],0
a2,1,0.758415,0.094595,[ 31 141] ; [ 26 108],[ 32.03921569 139.96078431] ; [ 24.96078431 109.03921569],0
