Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1e-05,19.458243,[146  25] ; [2 6],[141.38547486  29.61452514] ; [6.61452514 1.38547486],1
r2,1,1.8e-05,18.366899,[164   6] ; [5 3],[161.40449438   8.59550562] ; [7.59550562 0.40449438],1
r4,1,0.001315,10.32138,[152  19] ; [4 4],[149.02793296  21.97206704] ; [6.97206704 1.02793296],0
a6,1,0.00332,8.622907,[109  61] ; [1 7],[105.05617978  64.94382022] ; [4.94382022 3.05617978],0
p4,1,0.003608,8.471517,[109  62] ; [1 7],[105.08379888  65.91620112] ; [4.91620112 3.08379888],0
p9,1,0.005153,7.824773,[146  23] ; [4 4],[143.22033898  25.77966102] ; [6.77966102 1.22033898],0
p1,1,0.008272,6.973546,[ 15 156] ; [3 5],[ 17.19553073 153.80446927] ; [0.80446927 7.19553073],0
s2,1,0.00844,6.937664,[119  52] ; [2 6],[115.59217877  55.40782123] ; [5.40782123 2.59217877],0
n5,1,0.012696,6.210938,[131  40] ; [3 5],[128.01117318  42.98882682] ; [5.98882682 2.01117318],0
n4,1,0.022172,5.232219,[141  30] ; [4 4],[138.51955307  32.48044693] ; [6.48044693 1.51955307],0
p3,1,0.035191,4.435882,[86 84] ; [1 7],[83.08988764 86.91011236] ; [3.91011236 4.08988764],0
a7,1,0.051385,3.795673,[120  51] ; [3 5],[117.5027933  53.4972067] ; [5.4972067 2.5027933],0
b4,1,0.05303,3.742985,[90 81] ; [7 1],[92.66480447 78.33519553] ; [4.33519553 3.66480447],0
b3,1,0.056755,3.62977,[39 71] ; [5 2],[41.36752137 68.63247863] ; [2.63247863 4.36752137],0
b2,1,0.056755,3.62977,[39 71] ; [5 2],[41.36752137 68.63247863] ; [2.63247863 4.36752137],0
p8,1,0.059721,3.545129,[86 84] ; [1 6],[83.55932203 86.44067797] ; [3.44067797 3.55932203],0
d3,1,0.064699,3.412645,[117  53] ; [3 5],[114.60674157  55.39325843] ; [5.39325843 2.60674157],0
p7,1,0.085245,2.961943,[112  55] ; [3 5],[109.74285714  57.25714286] ; [5.25714286 2.74285714],0
n2,1,0.098252,2.733684,[36 12] ; [2 3],[34.41509434 13.58490566] ; [3.58490566 1.41509434],0
p6,1,0.111962,2.526306,[ 69 101] ; [1 7],[ 66.85393258 103.14606742] ; [3.14606742 4.85393258],0
a5,1,0.129903,2.293668,[127  44] ; [4 4],[125.1452514  45.8547486] ; [5.8547486 2.1452514],0
p10,1,0.138333,2.196404,[142  29] ; [5 3],[140.4301676  30.5698324] ; [6.5698324 1.4301676],0
b5,1,0.143438,2.140679,[88 83] ; [2 6],[85.97765363 85.02234637] ; [4.02234637 3.97765363],0
s8,1,0.20094,1.635532,[103  68] ; [3 5],[101.26256983  69.73743017] ; [4.73743017 3.26256983],0
r1,1,0.209353,1.575894,[138  33] ; [5 3],[136.60893855  34.39106145] ; [6.39106145 1.60893855],0
s6,1,0.237439,1.395734,[135  34] ; [5 3],[133.67231638  35.32768362] ; [6.32768362 1.67231638],0
n6,1,0.293366,1.104112,[150  21] ; [6 2],[149.02793296  21.97206704] ; [6.97206704 1.02793296],0
a8,1,0.315179,1.008846,[ 20 138] ; [2 6],[ 20.93975904 137.06024096] ; [1.06024096 6.93975904],0
s3,1,0.415824,0.662088,[128  42] ; [5 3],[127.02247191  42.97752809] ; [5.97752809 2.02247191],0
s1,1,0.443839,0.586338,[ 10 161] ; [1 7],[ 10.50837989 160.49162011] ; [0.49162011 7.50837989],0
r3,1,0.443839,0.586338,[161  10] ; [7 1],[160.49162011  10.50837989] ; [7.50837989 0.49162011],0
n1,1,0.513589,0.426748,[21 26] ; [3 2],[21.69230769 25.30769231] ; [2.30769231 2.69230769],0
s4,1,0.51818,0.417515,[ 46 124] ; [3 5],[ 46.79775281 123.20224719] ; [2.20224719 5.79775281],0
d2,1,0.552461,0.352927,[88 82] ; [5 3],[88.82022472 81.17977528] ; [4.17977528 3.82022472],0
s5,1,0.597841,0.278264,[67 98] ; [4 4],[67.71676301 97.28323699] ; [3.28323699 4.71676301],0
a4,1,0.606797,0.264865,[80 91] ; [3 5],[79.29050279 91.70949721] ; [3.70949721 4.29050279],0
b1,1,0.658813,0.194968,[72 99] ; [4 4],[72.60335196 98.39664804] ; [3.39664804 4.60335196],0
v2,1,0.676011,0.174651,[71 96] ; [4 4],[71.57142857 95.42857143] ; [3.42857143 4.57142857],0
d4,1,0.679722,0.170438,[139  31] ; [7 1],[139.43820225  30.56179775] ; [6.56179775 1.43820225],0
d5,1,0.697539,0.151044,[137  33] ; [6 2],[136.57303371  33.42696629] ; [6.42696629 1.57303371],0
d1,1,0.898104,0.016399,[103  68] ; [5 3],[103.17318436  67.82681564] ; [4.82681564 3.17318436],0
n3,1,0.928087,0.008145,[35 13] ; [3 1],[35.07692308 12.92307692] ; [2.92307692 1.07692308],0
v3,1,0.930228,0.007666,[ 50 116] ; [2 5],[ 49.89595376 116.10404624] ; [2.10404624 4.89595376],0
p5,1,0.944928,0.004772,[ 20 151] ; [1 7],[ 20.06145251 150.93854749] ; [0.93854749 7.06145251],0
p11,1,0.9472,0.004385,[130  41] ; [6 2],[129.92178771  41.07821229] ; [6.07821229 1.92178771],0
