Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,144.170503,[ 4 42] ; [257  34],[35.62611276 10.37388724] ; [225.37388724  65.62611276],1
v4,1,0.0,52.991527,[26 20] ; [272  19],[40.67655786  5.32344214] ; [257.32344214  33.67655786],1
p11,1,0.0,43.222023,[14 32] ; [226  65],[32.75964392 13.24035608] ; [207.24035608  83.75964392],1
p2,1,0.0,33.474907,[17 28] ; [227  61],[32.97297297 12.02702703] ; [211.02702703  76.97297297],1
p9,1,0.0,26.60518,[17 26] ; [221  65],[31.10638298 11.89361702] ; [206.89361702  79.10638298],1
r1,1,0.0,26.125311,[16 30] ; [211  79],[31.07738095 14.92261905] ; [195.92261905  94.07738095],1
r2,1,0.0,25.810796,[28 16] ; [262  26],[38.43373494  5.56626506] ; [251.56626506  36.43373494],1
n6,1,1e-06,23.230341,[22 23] ; [236  54],[34.65671642 10.34328358] ; [223.34328358  66.65671642],1
a7,1,1.2e-05,19.194273,[19 27] ; [213  77],[31.76190476 14.23809524] ; [200.23809524  89.76190476],1
p10,1,3.5e-05,17.127245,[19 26] ; [208  77],[30.95454545 14.04545455] ; [196.04545455  88.95454545],1
a6,1,0.000758,11.341484,[22 24] ; [211  80],[31.8041543 14.1958457] ; [201.1958457  89.8041543],1
v2,1,0.001025,10.781013,[12 33] ; [149 132],[22.22392638 22.77607362] ; [138.77607362 142.22392638],0
d4,1,0.001127,10.60603,[26 20] ; [229  62],[34.80712166 11.19287834] ; [220.19287834  70.80712166],0
a1,1,0.001347,10.276998,[ 7 39] ; [ 11 280],[ 2.45697329 43.54302671] ; [ 15.54302671 275.45697329],0
n3,1,0.002573,9.088289,[ 9 14] ; [55 20],[15.02040816  7.97959184] ; [48.97959184 26.02040816],0
p4,1,0.002683,9.011173,[12 33] ; [146 142],[21.35135135 23.64864865] ; [136.64864865 151.35135135],0
b1,1,0.002996,8.809793,[27 19] ; [104 187],[17.88130564 28.11869436] ; [113.11869436 177.88130564],0
p8,1,0.012267,6.271903,[13 33] ; [137 148],[20.84592145 25.15407855] ; [129.15407855 155.84592145],0
n2,1,0.015365,5.87408,[10 13] ; [54 22],[14.86868687  8.13131313] ; [49.13131313 26.86868687],0
p7,1,0.01974,5.43477,[15 29] ; [152 135],[22.19939577 21.80060423] ; [144.80060423 142.19939577],0
d5,1,0.02064,5.35691,[29 17] ; [228  62],[35.18452381 10.81547619] ; [221.81547619  68.18452381],0
b5,1,0.026265,4.93847,[21 25] ; [183 108],[27.84569733 18.15430267] ; [176.15430267 114.84569733],0
d3,1,0.034849,4.452578,[23 23] ; [191  98],[29.38507463 16.61492537] ; [184.61492537 104.38507463],0
a5,1,0.034927,4.448743,[24 22] ; [198  93],[30.30267062 15.69732938] ; [191.69732938  99.30267062],0
s4,1,0.039428,4.242317,[ 9 37] ; [ 27 260],[ 4.97297297 41.02702703] ; [ 31.02702703 255.97297297],0
p3,1,0.043663,4.069566,[11 34] ; [116 173],[17.11077844 27.88922156] ; [109.88922156 179.11077844],0
v1,1,0.081835,3.028075,[15 31] ; [133 154],[20.44444444 25.55555556] ; [127.55555556 159.44444444],0
s1,1,0.083271,2.999881,[ 3 43] ; [  6 283],[ 1.2358209 44.7641791] ; [  7.7641791 281.2358209],0
a8,1,0.084163,2.982625,[ 1 42] ; [ 28 235],[ 4.0751634 38.9248366] ; [ 24.9248366 238.0751634],0
s6,1,0.09952,2.713216,[11 35] ; [104 182],[15.93373494 30.06626506] ; [ 99.06626506 186.93373494],0
p6,1,0.107849,2.58546,[ 7 38] ; [ 76 208],[11.35258359 33.64741641] ; [ 71.64741641 212.35258359],0
n4,1,0.112461,2.519298,[26 20] ; [199  92],[30.71216617 15.28783383] ; [194.28783383  96.71216617],0
u1,1,0.148589,2.08668,[ 2 44] ; [ 33 258],[ 4.77744807 41.22255193] ; [ 30.22255193 260.77744807],0
d1,1,0.151178,2.060329,[18 28] ; [147 144],[22.52225519 23.47774481] ; [142.47774481 148.52225519],0
u3,1,0.159502,1.978942,[ 6 13] ; [52 54],[ 8.816 10.184] ; [49.184 56.816],0
u2,1,0.19607,1.671405,[ 6 13] ; [50 55],[ 8.58064516 10.41935484] ; [47.41935484 57.58064516],0
b2,1,0.216894,1.524801,[13 18] ; [ 48 109],[10.05851064 20.94148936] ; [ 50.94148936 106.05851064],0
