Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,154.147194,[43 81] ; [373  48],[94.64954128 29.35045872] ; [321.35045872  99.64954128],1
n6,1,0.0,40.618218,[86 37] ; [387  34],[106.94669118  16.05330882] ; [366.05330882  54.94669118],1
p4,1,4e-06,21.24688,[58 67] ; [291 131],[79.75319927 45.24680073] ; [269.24680073 152.75319927],1
r4,1,2.2e-05,18.029865,[104  21] ; [402  22],[115.20947177   9.79052823] ; [390.79052823  33.20947177],1
a5,1,5e-05,16.461272,[79 46] ; [342  82],[95.856102 29.143898] ; [325.143898  98.856102],1
a2,1,0.000113,14.898643,[ 19 106] ; [140 284],[36.20218579 88.79781421] ; [122.79781421 301.20218579],1
p3,1,0.000151,14.361832,[47 78] ; [240 182],[65.58500914 59.41499086] ; [221.41499086 200.58500914],1
d2,1,0.000173,14.100265,[41 84] ; [219 203],[59.41499086 65.58500914] ; [200.58500914 221.41499086],1
a4,1,0.00025,13.411033,[38 87] ; [207 216],[55.8850365 69.1149635] ; [189.1149635 233.8850365],1
p6,1,0.000505,12.098082,[31 93] ; [178 243],[47.55229358 76.44770642] ; [161.44770642 259.55229358],1
d1,1,0.000741,11.382762,[64 61] ; [287 137],[79.91803279 45.08196721] ; [271.08196721 152.91803279],1
a8,1,0.001103,10.64563,[  6 111] ; [ 65 312],[ 16.81578947 100.18421053] ; [ 54.18421053 322.81578947],0
s4,1,0.002063,9.492425,[32 93] ; [ 58 359],[ 20.75645756 104.24354244] ; [ 69.24354244 347.75645756],0
p11,1,0.002354,9.250422,[94 31] ; [367  57],[104.96357013  20.03642987] ; [356.03642987  67.96357013],0
r2,1,0.003529,8.511782,[113  11] ; [407  12],[118.74769797   5.25230203] ; [401.25230203  17.74769797],0
r1,1,0.005158,7.823291,[92 32] ; [358  63],[102.3853211  21.6146789] ; [347.6146789  73.3853211],0
a3,1,0.005343,7.759662,[77 48] ; [314 108],[89.35100548 35.64899452] ; [301.64899452 120.35100548],0
v1,1,0.005907,7.578604,[54 67] ; [241 169],[67.22222222 53.77777778] ; [227.77777778 182.22222222],0
s7,1,0.007889,7.05861,[47 73] ; [213 189],[59.77011494 60.22988506] ; [200.22988506 201.77011494],0
d5,1,0.009257,6.772623,[95 30] ; [363  60],[104.47080292  20.52919708] ; [353.52919708  69.47080292],0
u1,1,0.011021,6.461961,[ 17 108] ; [103 321],[27.32240437 97.67759563] ; [ 92.67759563 331.32240437],0
r3,1,0.027693,4.847101,[117   8] ; [409  10],[120.86397059   4.13602941] ; [405.13602941  13.86397059],0
a6,1,0.029741,4.724191,[89 36] ; [339  83],[97.80621572 27.19378428] ; [330.19378428  91.80621572],0
s8,1,0.032855,4.553314,[46 79] ; [200 220],[56.42201835 68.57798165] ; [189.57798165 230.42201835],0
n3,1,0.051615,3.788197,[26 15] ; [50 12],[30.25242718 10.74757282] ; [45.74757282 16.25242718],0
p1,1,0.054109,3.709346,[  6 117] ; [ 45 379],[ 11.46800731 111.53199269] ; [ 39.53199269 384.46800731],0
p5,1,0.058205,3.587815,[ 10 115] ; [ 61 360],[ 16.25457875 108.74542125] ; [ 54.74542125 366.25457875],0
p7,1,0.063603,3.440838,[71 48] ; [286 130],[79.40747664 39.59252336] ; [277.59252336 138.40747664],0
p12,1,0.06932,3.299047,[  7 118] ; [ 47 376],[ 12.31751825 112.68248175] ; [ 41.68248175 381.31751825],0
s2,1,0.075775,3.153274,[59 66] ; [235 183],[67.67955801 57.32044199] ; [226.32044199 191.67955801],0
v3,1,0.077464,3.117329,[40 79] ; [174 234],[48.32258065 70.67741935] ; [165.67741935 242.32258065],0
n1,1,0.094706,2.79251,[10 31] ; [25 37],[13.93203883 27.06796117] ; [21.06796117 40.93203883],0
a1,1,0.100116,2.703695,[  2 123] ; [ 21 403],[  5.23679417 119.76320583] ; [ 17.76320583 406.23679417],0
s6,1,0.121756,2.394584,[79 45] ; [294 120],[85.97026022 38.02973978] ; [287.02973978 126.97026022],0
p8,1,0.148391,2.088708,[63 61] ; [243 175],[70.00738007 53.99261993] ; [235.99261993 182.00738007],0
s3,1,0.157101,2.00191,[63 60] ; [243 173],[69.82931354 53.17068646] ; [236.17068646 179.82931354],0
v2,1,0.174091,1.847356,[64 52] ; [253 154],[70.30975143 45.69024857] ; [246.69024857 160.30975143],0
b1,1,0.231001,1.434685,[37 88] ; [150 274],[42.57741348 82.42258652] ; [144.42258652 279.57741348],0
n2,1,0.244034,1.357139,[29 12] ; [50 12],[31.44660194  9.55339806] ; [47.55339806 14.44660194],0
d4,1,0.277941,1.17713,[102  23] ; [362  61],[105.83941606  19.16058394] ; [358.16058394  64.83941606],0
s1,1,0.310249,1.029616,[  2 123] ; [ 14 404],[  3.68324125 121.31675875] ; [ 12.31675875 405.68324125],0
p2,1,0.330806,0.945742,[104  20] ; [370  54],[107.25547445  16.74452555] ; [366.74452555  57.25547445],0
v4,1,0.41313,0.669776,[119   5] ; [409  11],[120.35294118   3.64705882] ; [407.64705882  12.35294118],0
b5,1,0.473624,0.513509,[77 48] ; [276 148],[80.37340619 44.62659381] ; [272.62659381 151.37340619],0
b4,1,0.490979,0.474381,[78 47] ; [250 174],[74.68123862 50.31876138] ; [253.31876138 170.68123862],0
s5,1,0.515214,0.423463,[40 83] ; [145 261],[43.01512287 79.98487713] ; [141.98487713 264.01512287],0
u2,1,0.522854,0.408259,[31 16] ; [66 43],[29.22435897 17.77564103] ; [67.77564103 41.22435897],0
p9,1,0.682309,0.167538,[117   8] ; [400  23],[117.92883212   7.07116788] ; [399.07116788  23.92883212],0
u3,1,0.768367,0.086737,[30 16] ; [69 41],[29.19230769 16.80769231] ; [69.80769231 40.19230769],0
b2,1,0.935022,0.006647,[19 35] ; [ 93 167],[19.2611465 34.7388535] ; [ 92.7388535 167.2611465],0
b3,1,0.935022,0.006647,[19 35] ; [ 93 167],[19.2611465 34.7388535] ; [ 92.7388535 167.2611465],0
u4,1,0.966189,0.001797,[  2 123] ; [  7 416],[  2.05291971 122.94708029] ; [  6.94708029 416.05291971],0
d3,1,0.986109,0.000303,[98 26] ; [334  89],[97.93053016 26.06946984] ; [334.06946984  88.93053016],0
