Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,32.981749,[25 83] ; [97 69],[48.08759124 59.91240876] ; [73.91240876 92.08759124],1
v1,1,0.0,31.173053,[48 59] ; [130  37],[69.51094891 37.48905109] ; [108.48905109  58.51094891],1
a7,1,0.017941,5.601947,[71 36] ; [133  35],[79.37454545 27.62545455] ; [124.62545455  43.37454545],0
u1,1,0.020102,5.403047,[17 91] ; [ 47 122],[24.95306859 83.04693141] ; [ 39.04693141 129.95306859],0
b4,1,0.02499,5.024571,[55 53] ; [109  60],[63.94223827 44.05776173] ; [100.05776173  68.94223827],0
p2,1,0.026568,4.918635,[104   4] ; [150  19],[99.03249097  8.96750903] ; [154.96750903  14.03249097],0
s4,1,0.037654,4.320564,[29 75] ; [ 29 139],[22.17647059 81.82352941] ; [ 35.82352941 132.17647059],0
p12,1,0.053266,3.735543,[10 97] ; [ 30 139],[15.50724638 91.49275362] ; [ 24.49275362 144.50724638],0
b5,1,0.065577,3.390393,[55 53] ; [105  64],[62.38267148 45.61732852] ; [97.61732852 71.38267148],0
a6,1,0.124548,2.359177,[66 42] ; [117  50],[71.86909091 36.13090909] ; [111.13090909  55.86909091],0
r2,1,0.150124,2.07099,[105   2] ; [159   9],[102.72   4.28] ; [161.28   6.72],0
p3,1,0.15441,2.028134,[69 39] ; [121  47],[74.34782609 33.65217391] ; [115.65217391  52.34782609],0
p9,1,0.16649,1.914267,[103   5] ; [166   3],[104.88086643   3.11913357] ; [164.11913357   4.88086643],0
a1,1,0.18296,1.773412,[  5 103] ; [ 15 154],[  7.79783394 100.20216606] ; [ 12.20216606 156.79783394],0
v4,1,0.206717,1.594271,[106   2] ; [160   8],[104.08695652   3.91304348] ; [161.91304348   6.08695652],0
s5,1,0.219473,1.507813,[56 49] ; [73 87],[51.11320755 53.88679245] ; [77.88679245 82.11320755],0
b1,1,0.235199,1.409139,[48 60] ; [ 63 106],[43.27797834 64.72202166] ; [ 67.72202166 101.27797834],0
p8,1,0.256019,1.290155,[82 26] ; [117  51],[77.86956522 30.13043478] ; [121.13043478  46.86956522],0
u4,1,0.25703,1.284685,[  1 107] ; [  5 164],[  2.33935018 105.66064982] ; [  3.66064982 165.33935018],0
a4,1,0.276642,1.183515,[59 49] ; [81 88],[54.58483755 53.41516245] ; [85.41516245 83.58483755],0
n5,1,0.320792,0.985714,[87 21] ; [143  25],[90. 18.] ; [140.  28.],0
d2,1,0.383992,0.757882,[54 54] ; [93 75],[57.52173913 50.47826087] ; [89.47826087 78.52173913],0
s7,1,0.456612,0.554187,[64 40] ; [105  54],[66.82889734 37.17110266] ; [102.17110266  56.82889734],0
n2,1,0.460944,0.5436,[17  6] ; [18 10],[15.78431373  7.21568627] ; [19.21568627  8.78431373],0
a2,1,0.467459,0.527977,[27 81] ; [ 49 120],[29.63176895 78.36823105] ; [ 46.36823105 122.63176895],0
a5,1,0.469975,0.522036,[83 25] ; [136  33],[85.38628159 22.61371841] ; [133.61371841  35.38628159],0
n4,1,0.484659,0.488362,[90 18] ; [146  23],[92.01444043 15.98555957] ; [143.98555957  25.01444043],0
s2,1,0.515481,0.422924,[65 43] ; [107  60],[67.54909091 40.45090909] ; [104.45090909  62.54909091],0
p11,1,0.521804,0.410326,[92 16] ; [139  30],[90.06498195 17.93501805] ; [140.93501805  28.06498195],0
b3,1,0.556684,0.345477,[30 41] ; [50 57],[31.91011236 39.08988764] ; [48.08988764 58.91011236],0
b2,1,0.556684,0.345477,[30 41] ; [50 57],[31.91011236 39.08988764] ; [48.08988764 58.91011236],0
n3,1,0.557659,0.343774,[14  8] ; [20  8],[14.96  7.04] ; [19.04  8.96],0
s8,1,0.576355,0.312164,[61 47] ; [100  67],[63.22909091 44.77090909] ; [97.77090909 69.22909091],0
d1,1,0.596569,0.280202,[73 35] ; [109  60],[70.96028881 37.03971119] ; [111.03971119  57.96028881],0
d4,1,0.614325,0.253925,[90 17] ; [145  23],[91.43636364 15.56363636] ; [143.56363636  24.43636364],0
u3,1,0.61624,0.251188,[17 11] ; [26 13],[17.97014925 10.02985075] ; [25.02985075 13.97014925],0
a3,1,0.618789,0.247573,[80 27] ; [130  38],[81.70909091 25.29090909] ; [128.29090909  39.70909091],0
r3,1,0.649505,0.206525,[102   5] ; [162   6],[102.72   4.28] ; [161.28   6.72],0
s6,1,0.688086,0.161165,[79 24] ; [130  35],[80.32462687 22.67537313] ; [128.67537313  36.32462687],0
s3,1,0.692016,0.156911,[66 41] ; [99 68],[64.43430657 42.56569343] ; [100.56569343  66.43430657],0
s1,1,0.723576,0.125092,[  3 105] ; [  6 163],[  3.50902527 104.49097473] ; [  5.49097473 163.50902527],0
p1,1,0.738098,0.111806,[15 93] ; [ 21 147],[14.08695652 93.91304348] ; [ 21.91304348 146.08695652],0
