Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-05,16.856036,[35  1] ; [3 4],[31.81395349  4.18604651] ; [6.18604651 0.81395349],1
s6,1,0.000189,13.933659,[27  5] ; [1 6],[22.97435897  9.02564103] ; [5.02564103 1.97435897],1
v4,1,0.000837,11.157992,[35  1] ; [4 3],[32.65116279  3.34883721] ; [6.34883721 0.65116279],1
n6,1,0.014243,6.007771,[35  1] ; [5 2],[33.48837209  2.51162791] ; [6.51162791 0.48837209],0
r1,1,0.016458,5.753255,[27  9] ; [2 5],[24.27906977 11.72093023] ; [4.72093023 2.27906977],0
s5,1,0.041209,4.167388,[23 10] ; [2 5],[20.625 12.375] ; [4.375 2.625],0
b1,1,0.044576,4.03462,[13 23] ; [6 2],[15.54545455 20.45454545] ; [3.45454545 4.54545455],0
v3,1,0.053067,3.741818,[19 16] ; [1 6],[16.66666667 18.33333333] ; [3.33333333 3.66666667],0
n4,1,0.064916,3.407121,[32  4] ; [5 3],[30.27272727  5.72727273] ; [6.72727273 1.27272727],0
a2,1,0.186376,1.746032,[ 6 30] ; [3 5],[ 7.36363636 28.63636364] ; [1.63636364 6.36363636],0
s3,1,0.194924,1.68,[14 21] ; [1 6],[12.5 22.5] ; [2.5 4.5],0
d1,1,0.198959,1.65,[18 18] ; [6 2],[19.63636364 16.36363636] ; [4.36363636 3.63636364],0
s2,1,0.211414,1.561716,[14 22] ; [1 6],[12.55813953 23.44186047] ; [2.44186047 4.55813953],0
v2,1,0.214193,1.542857,[19 16] ; [2 5],[17.5 17.5] ; [3.5 3.5],0
s1,1,0.23243,1.425926,[ 1 35] ; [1 7],[ 1.63636364 34.36363636] ; [0.36363636 7.63636364],0
d5,1,0.299637,1.07581,[25 11] ; [7 1],[26.18181818  9.81818182] ; [5.81818182 2.18181818],0
d3,1,0.311633,1.023742,[20 16] ; [6 2],[21.27272727 14.72727273] ; [4.72727273 3.27272727],0
d4,1,0.445392,0.582353,[27  9] ; [7 1],[27.81818182  8.18181818] ; [6.18181818 1.81818182],0
r2,1,0.458944,0.548469,[30  6] ; [5 2],[29.30232558  6.69767442] ; [5.69767442 1.30232558],0
p12,1,0.539241,0.376948,[ 9 27] ; [1 6],[ 8.37209302 27.62790698] ; [1.62790698 5.37209302],0
a4,1,0.563148,0.334283,[14 22] ; [4 4],[14.72727273 21.27272727] ; [3.27272727 4.72727273],0
s7,1,0.578403,0.308824,[12 22] ; [2 6],[11.33333333 22.66666667] ; [2.66666667 5.33333333],0
p3,1,0.585633,0.297215,[26 10] ; [5 3],[25.36363636 10.63636364] ; [5.63636364 2.36363636],0
d2,1,0.617401,0.249537,[19 17] ; [5 3],[19.63636364 16.36363636] ; [4.36363636 3.63636364],0
p7,1,0.619829,0.246108,[25 10] ; [5 3],[24.41860465 10.58139535] ; [5.58139535 2.41860465],0
p4,1,0.622855,0.241875,[28  7] ; [7 1],[28.48837209  6.51162791] ; [6.51162791 1.48837209],0
p6,1,0.630904,0.230837,[19 17] ; [3 4],[18.41860465 17.58139535] ; [3.58139535 3.41860465],0
p1,1,0.647141,0.209524,[12 24] ; [2 6],[11.45454545 24.54545455] ; [2.54545455 5.45454545],0
n3,1,0.659243,0.194444,[2 2] ; [1 2],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
b2,1,0.68197,0.167917,[13 13] ; [2 3],[12.58064516 13.41935484] ; [2.41935484 2.58064516],0
b3,1,0.68197,0.167917,[13 13] ; [2 3],[12.58064516 13.41935484] ; [2.41935484 2.58064516],0
a3,1,0.702871,0.145503,[25 11] ; [5 3],[24.54545455 11.45454545] ; [5.45454545 2.54545455],0
p9,1,0.710779,0.1375,[33  3] ; [7 1],[32.72727273  3.27272727] ; [7.27272727 0.72727273],0
b5,1,0.719831,0.128655,[20 16] ; [5 3],[20.45454545 15.54545455] ; [4.54545455 3.45454545],0
p10,1,0.729995,0.119116,[32  3] ; [7 1],[31.74418605  3.25581395] ; [7.25581395 0.74418605],0
a6,1,0.755399,0.09705,[25 11] ; [6 2],[25.36363636 10.63636364] ; [5.63636364 2.36363636],0
n2,1,0.80915,0.058333,[3 1] ; [2 1],[2.85714286 1.14285714] ; [2.14285714 0.85714286],0
p8,1,0.822066,0.050575,[24 12] ; [5 3],[23.72727273 12.27272727] ; [5.27272727 2.72727273],0
b4,1,0.822066,0.050575,[24 12] ; [5 3],[23.72727273 12.27272727] ; [5.27272727 2.72727273],0
a7,1,0.822066,0.050575,[24 12] ; [5 3],[23.72727273 12.27272727] ; [5.27272727 2.72727273],0
v1,1,0.845778,0.037833,[19 16] ; [3 3],[18.7804878 16.2195122] ; [3.2195122 2.7804878],0
u1,1,0.865339,0.028758,[ 8 28] ; [2 6],[ 8.18181818 27.81818182] ; [1.81818182 6.18181818],0
a5,1,0.873219,0.025463,[26 10] ; [6 2],[26.18181818  9.81818182] ; [5.81818182 2.18181818],0
p2,1,0.875931,0.024376,[30  6] ; [6 1],[30.13953488  5.86046512] ; [5.86046512 1.13953488],0
a1,1,0.917532,0.010721,[ 5 31] ; [1 7],[ 4.90909091 31.09090909] ; [1.09090909 6.90909091],0
n5,1,0.917532,0.010721,[31  5] ; [7 1],[31.09090909  4.90909091] ; [6.90909091 1.09090909],0
u2,1,0.92265,0.009428,[7 4] ; [2 1],[7.07142857 3.92857143] ; [1.92857143 1.07142857],0
