Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,62.159515,[145   2] ; [13 12],[135.03488372  11.96511628] ; [22.96511628  2.03488372],1
r2,1,0.0,51.367491,[145   2] ; [14 10],[136.68421053  10.31578947] ; [22.31578947  1.68421053],1
r1,1,0.0,35.501742,[125  21] ; [ 8 17],[113.55555556  32.44444444] ; [19.44444444  5.55555556],1
s6,1,1e-06,25.08229,[126  19] ; [11 14],[116.85294118  28.14705882] ; [20.14705882  4.85294118],1
v4,1,8.6e-05,15.413748,[143   3] ; [20  5],[139.16959064   6.83040936] ; [23.83040936  1.16959064],1
d1,1,0.002452,9.175899,[89 58] ; [ 7 18],[82.04651163 64.95348837] ; [13.95348837 11.04651163],0
a7,1,0.004368,8.124273,[97 50] ; [ 9 16],[90.59302326 56.40697674] ; [15.40697674  9.59302326],0
s2,1,0.006817,7.320591,[105  42] ; [11 14],[99.13953488 47.86046512] ; [16.86046512  8.13953488],0
s5,1,0.009549,6.717059,[64 79] ; [ 4 20],[58.22754491 84.77245509] ; [ 9.77245509 14.22754491],0
n6,1,0.010097,6.617757,[132  15] ; [17  7],[128.0877193  18.9122807] ; [20.9122807  3.0877193],0
p7,1,0.010356,6.57261,[97 48] ; [ 9 14],[91.48809524 53.51190476] ; [14.51190476  8.48809524],0
d3,1,0.011096,6.44995,[107  39] ; [12 13],[101.60233918  44.39766082] ; [17.39766082  7.60233918],0
p9,1,0.011371,6.406352,[128  18] ; [17  8],[123.80116959  22.19883041] ; [21.19883041  3.80116959],0
d5,1,0.028053,4.824819,[116  29] ; [15 10],[111.73529412  33.26470588] ; [19.26470588  5.73529412],0
p3,1,0.029904,4.714776,[81 65] ; [ 8 17],[75.98830409 70.01169591] ; [13.01169591 11.98830409],0
s3,1,0.036926,4.353817,[111  35] ; [14 11],[106.7251462  39.2748538] ; [18.2748538  6.7251462],0
n3,1,0.051163,3.802937,[23 10] ; [6 9],[19.9375 13.0625] ; [9.0625 5.9375],0
a3,1,0.052285,3.766623,[114  32] ; [15 10],[110.14035088  35.85964912] ; [18.85964912  6.14035088],0
p11,1,0.060992,3.510204,[114  33] ; [15 10],[110.25  36.75] ; [18.75  6.25],0
p6,1,0.073331,3.206836,[69 77] ; [ 7 18],[64.88888889 81.11111111] ; [11.11111111 13.88888889],0
s4,1,0.093606,2.811234,[ 40 106] ; [11 14],[ 43.54385965 102.45614035] ; [ 7.45614035 17.54385965],0
s8,1,0.09793,2.738934,[96 51] ; [12 13],[92.30232558 54.69767442] ; [15.69767442  9.30232558],0
a2,1,0.11795,2.444336,[ 39 108] ; [ 3 22],[ 35.89534884 111.10465116] ; [ 6.10465116 18.89534884],0
d2,1,0.123291,2.375011,[71 75] ; [ 8 17],[67.4502924 78.5497076] ; [11.5497076 13.4502924],0
u1,1,0.140515,2.172315,[ 30 117] ; [ 2 23],[ 27.34883721 119.65116279] ; [ 4.65116279 20.34883721],0
p10,1,0.165595,1.922376,[122  24] ; [18  7],[119.53216374  26.46783626] ; [20.46783626  4.53216374],0
a4,1,0.184669,1.759642,[74 73] ; [ 9 16],[70.93604651 76.06395349] ; [12.06395349 12.93604651],0
n4,1,0.197597,1.660044,[121  25] ; [18  7],[118.67836257  27.32163743] ; [20.32163743  4.67836257],0
p2,1,0.217073,1.523617,[126  21] ; [19  6],[123.9244186  23.0755814] ; [21.0755814  3.9244186],0
b4,1,0.227123,1.458786,[78 69] ; [10 15],[75.20930233 71.79069767] ; [12.79069767 12.20930233],0
v1,1,0.23678,1.399663,[60 83] ; [ 7 17],[57.37125749 85.62874251] ; [ 9.62874251 14.37125749],0
v3,1,0.320369,0.987441,[ 36 107] ; [ 4 21],[ 34.04761905 108.95238095] ; [ 5.95238095 19.04761905],0
d4,1,0.365889,0.817579,[116  29] ; [18  7],[114.29411765  30.70588235] ; [19.70588235  5.29411765],0
b5,1,0.394766,0.724211,[84 63] ; [12 13],[82.04651163 64.95348837] ; [13.95348837 11.04651163],0
p5,1,0.414887,0.664754,[ 27 117] ; [ 3 22],[ 25.56213018 118.43786982] ; [ 4.43786982 20.56213018],0
u3,1,0.442663,0.589371,[24  9] ; [6 4],[23.02325581  9.97674419] ; [6.97674419 3.02325581],0
a5,1,0.452152,0.56525,[105  42] ; [16  9],[103.4127907  43.5872093] ; [17.5872093  7.4127907],0
p4,1,0.472545,0.516019,[99 48] ; [15 10],[97.43023256 49.56976744] ; [16.56976744  8.43023256],0
b2,1,0.493369,0.469171,[42 55] ; [ 7 13],[40.62393162 56.37606838] ; [ 8.37606838 11.62393162],0
b3,1,0.493369,0.469171,[42 55] ; [ 7 13],[40.62393162 56.37606838] ; [ 8.37606838 11.62393162],0
p8,1,0.510056,0.433952,[81 66] ; [12 13],[79.48255814 67.51744186] ; [13.51744186 11.48255814],0
p1,1,0.540471,0.374668,[ 18 129] ; [ 2 23],[ 17.09302326 129.90697674] ; [ 2.90697674 22.09302326],0
n2,1,0.589639,0.290909,[24  9] ; [12  3],[24.75  8.25] ; [11.25  3.75],0
b1,1,0.631668,0.229806,[63 84] ; [12 13],[64.09883721 82.90116279] ; [10.90116279 14.09883721],0
a6,1,0.651629,0.203853,[83 63] ; [13 12],[81.96491228 64.03508772] ; [14.03508772 10.96491228],0
u2,1,0.83491,0.043434,[21 12] ; [6 4],[20.72093023 12.27906977] ; [6.27906977 3.72093023],0
n5,1,0.842289,0.039588,[115  32] ; [20  5],[115.37790698  31.62209302] ; [19.62209302  5.37790698],0
a1,1,0.867185,0.027967,[  7 140] ; [ 1 24],[  6.8372093 140.1627907] ; [ 1.1627907 23.8372093],0
s1,1,0.94268,0.00517,[ 11 134] ; [ 2 23],[ 11.08823529 133.91176471] ; [ 1.91176471 23.08823529],0
n1,1,0.968254,0.001584,[20 13] ; [9 6],[19.9375 13.0625] ; [9.0625 5.9375],0
