Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.942882,[72 28] ; [20 40],[57.5 42.5] ; [34.5 25.5],1
a2,1,0.000298,13.084844,[29 73] ; [ 3 57],[20.14814815 81.85185185] ; [11.85185185 48.14814815],1
a6,1,0.000314,12.983981,[72 28] ; [26 34],[61.25 38.75] ; [36.75 23.25],1
d1,1,0.000739,11.388809,[62 40] ; [20 40],[51.62962963 50.37037037] ; [30.37037037 29.62962963],1
u1,1,0.001605,9.954092,[22 80] ; [ 2 58],[15.11111111 86.88888889] ; [ 8.88888889 51.11111111],0
d4,1,0.013207,6.141149,[81 19] ; [38 22],[74.375 25.625] ; [44.625 15.375],0
n2,1,0.031455,4.627976,[23 12] ; [20  2],[26.40350877  8.59649123] ; [16.59649123  5.40350877],0
n4,1,0.037643,4.321087,[71 31] ; [32 28],[64.85185185 37.14814815] ; [38.14814815 21.85185185],0
p10,1,0.037965,4.30657,[69 31] ; [31 28],[62.89308176 37.10691824] ; [37.10691824 21.89308176],0
b5,1,0.0433,4.08366,[69 33] ; [31 29],[62.96296296 39.03703704] ; [37.03703704 22.96296296],0
v2,1,0.047811,3.91663,[55 42] ; [22 33],[49.13815789 47.86184211] ; [27.86184211 27.13815789],0
d5,1,0.116756,2.460303,[75 25] ; [38 22],[70.625 29.375] ; [42.375 17.625],0
n6,1,0.122595,2.383849,[80 21] ; [41 19],[75.9068323 25.0931677] ; [45.0931677 14.9068323],0
b1,1,0.12281,2.381118,[45 57] ; [34 26],[49.74074074 52.25925926] ; [29.25925926 30.74074074],0
r1,1,0.133322,2.253388,[79 23] ; [40 20],[74.92592593 27.07407407] ; [44.07407407 15.92592593],0
p9,1,0.160735,1.967294,[69 31] ; [33 24],[64.96815287 35.03184713] ; [37.03184713 19.96815287],0
s8,1,0.189667,1.720199,[34 67] ; [26 33],[37.875 63.125] ; [22.125 36.875],0
v3,1,0.195496,1.675703,[38 58] ; [16 39],[34.33112583 61.66887417] ; [19.66887417 35.33112583],0
n5,1,0.232282,1.426831,[70 32] ; [35 24],[66.52173913 35.47826087] ; [38.47826087 20.52173913],0
a3,1,0.250425,1.320934,[68 33] ; [35 25],[64.61490683 36.38509317] ; [38.38509317 21.61490683],0
a5,1,0.264857,1.24319,[70 32] ; [36 24],[66.74074074 35.25925926] ; [39.25925926 20.74074074],0
s1,1,0.302909,1.061345,[ 6 96] ; [ 6 52],[ 7.65 94.35] ; [ 4.35 53.65],0
s7,1,0.345007,0.891735,[40 56] ; [19 37],[37.26315789 58.73684211] ; [21.73684211 34.26315789],0
p4,1,0.373776,0.791072,[31 69] ; [22 36],[33.5443038 66.4556962] ; [19.4556962 38.5443038],0
b4,1,0.375318,0.785981,[60 42] ; [31 29],[57.2962963 44.7037037] ; [33.7037037 26.2962963],0
p3,1,0.383412,0.759734,[35 65] ; [17 43],[32.5 67.5] ; [19.5 40.5],0
u4,1,0.422925,0.642173,[ 4 98] ; [ 1 59],[ 3.14814815 98.85185185] ; [ 1.85185185 58.14814815],0
p1,1,0.487295,0.482495,[ 8 94] ; [ 3 57],[ 6.92592593 95.07407407] ; [ 4.07407407 55.92592593],0
r4,1,0.489822,0.476918,[89 13] ; [50 10],[87.51851852 14.48148148] ; [51.48148148  8.51851852],0
p11,1,0.491163,0.473977,[59 43] ; [38 22],[61.07407407 40.92592593] ; [35.92592593 24.07407407],0
d2,1,0.491541,0.473151,[48 52] ; [25 34],[45.91194969 54.08805031] ; [27.08805031 31.91194969],0
n1,1,0.493068,0.469825,[13 21] ; [10 11],[14.21818182 19.78181818] ; [ 8.78181818 12.21818182],0
s6,1,0.519916,0.41406,[61 40] ; [32 26],[59.0754717 41.9245283] ; [33.9245283 24.0754717],0
r2,1,0.5299,0.394584,[96  6] ; [54  5],[95.0310559  6.9689441] ; [54.9689441  4.0310559],0
a4,1,0.548058,0.360807,[47 54] ; [25 35],[45.16770186 55.83229814] ; [26.83229814 33.16770186],0
b2,1,0.604581,0.268142,[22 42] ; [15 23],[23.21568627 40.78431373] ; [13.78431373 24.21568627],0
b3,1,0.604581,0.268142,[22 42] ; [15 23],[23.21568627 40.78431373] ; [13.78431373 24.21568627],0
u3,1,0.621094,0.244333,[21 13] ; [17  8],[21.89830508 12.10169492] ; [16.10169492  8.89830508],0
p5,1,0.6428,0.215099,[ 9 91] ; [ 4 54],[ 8.2278481 91.7721519] ; [ 4.7721519 53.2278481],0
p7,1,0.657344,0.196766,[33 66] ; [21 36],[34.26923077 64.73076923] ; [19.73076923 37.26923077],0
p8,1,0.657401,0.196697,[27 75] ; [14 46],[25.81481481 76.18518519] ; [15.18518519 44.81481481],0
s4,1,0.683091,0.166667,[21 79] ; [11 49],[20. 80.] ; [12. 48.],0
s5,1,0.710347,0.13793,[26 71] ; [16 38],[26.98013245 70.01986755] ; [15.01986755 38.98013245],0
u2,1,0.724301,0.124409,[20 14] ; [13 11],[19.34482759 14.65517241] ; [13.65517241 10.34482759],0
p6,1,0.776034,0.080935,[22 79] ; [14 45],[22.725 78.275] ; [13.275 45.725],0
a1,1,0.782466,0.076235,[ 8 94] ; [ 4 56],[ 7.55555556 94.44444444] ; [ 4.44444444 55.55555556],0
s3,1,0.784847,0.074534,[48 52] ; [27 32],[47.16981132 52.83018868] ; [27.83018868 31.16981132],0
p12,1,0.804474,0.061287,[ 8 94] ; [ 4 55],[ 7.60248447 94.39751553] ; [ 4.39751553 54.60248447],0
n3,1,0.842057,0.039706,[23 11] ; [13  7],[22.66666667 11.33333333] ; [13.33333333  6.66666667],0
r3,1,0.862992,0.029779,[91 11] ; [53  7],[90.66666667 11.33333333] ; [53.33333333  6.66666667],0
v1,1,0.865227,0.028806,[41 59] ; [25 34],[41.50943396 58.49056604] ; [24.49056604 34.50943396],0
s2,1,0.978675,0.000714,[46 55] ; [27 32],[46.08125 54.91875] ; [26.91875 32.08125],0
a8,1,0.993787,6.1e-05,[ 8 86] ; [ 5 54],[ 7.9869281 86.0130719] ; [ 5.0130719 53.9869281],0
