Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.007757,[80 20] ; [ 5 33],[61.5942029 38.4057971] ; [23.4057971 14.5942029],1
v4,1,0.0,28.602507,[85 15] ; [15 23],[72.46376812 27.53623188] ; [27.53623188 10.46376812],1
p11,1,2e-06,22.316848,[58 42] ; [ 5 33],[45.65217391 54.34782609] ; [17.34782609 20.65217391],1
v2,1,0.00039,12.579025,[47 47] ; [ 6 31],[38.03053435 55.96946565] ; [14.96946565 22.03053435],1
r1,1,0.000491,12.151044,[67 33] ; [13 25],[57.97101449 42.02898551] ; [22.02898551 15.97101449],1
p10,1,0.001481,10.101628,[51 47] ; [ 8 29],[42.82962963 55.17037037] ; [16.17037037 20.82962963],0
r2,1,0.001669,9.881751,[86 12] ; [23 13],[79.71641791 18.28358209] ; [29.28358209  6.71641791],0
p9,1,0.001736,9.809602,[52 45] ; [ 8 27],[44.09090909 52.90909091] ; [15.90909091 19.09090909],0
n6,1,0.00503,7.868785,[67 33] ; [15 22],[59.8540146 40.1459854] ; [22.1459854 14.8540146],0
a1,1,0.008892,6.844439,[ 6 94] ; [ 8 30],[10.14492754 89.85507246] ; [ 3.85507246 34.14492754],0
n2,1,0.017687,5.626923,[28 11] ; [ 7 11],[23.94736842 15.05263158] ; [11.05263158  6.94736842],0
n3,1,0.020137,5.4,[24 12] ; [ 6 12],[20. 16.] ; [10.  8.],0
s2,1,0.021885,5.254913,[32 66] ; [ 5 33],[26.66176471 71.33823529] ; [10.33823529 27.66176471],0
n5,1,0.024482,5.060146,[52 47] ; [28 10],[57.81021898 41.18978102] ; [22.18978102 15.81021898],0
p1,1,0.02566,4.978817,[ 6 94] ; [ 7 31],[ 9.42028986 90.57971014] ; [ 3.57971014 34.42028986],0
s6,1,0.026009,4.955421,[41 58] ; [ 8 30],[35.40875912 63.59124088] ; [13.59124088 24.40875912],0
b5,1,0.030585,4.67609,[60 40] ; [15 23],[54.34782609 45.65217391] ; [20.65217391 17.34782609],0
u3,1,0.036523,4.372532,[22 19] ; [ 3 11],[18.63636364 22.36363636] ; [6.36363636 7.63636364],0
a7,1,0.045146,4.013183,[66 34] ; [18 20],[60.86956522 39.13043478] ; [23.13043478 14.86956522],0
s3,1,0.047768,3.918122,[38 61] ; [ 7 28],[33.24626866 65.75373134] ; [11.75373134 23.24626866],0
p7,1,0.054116,3.709108,[32 65] ; [ 6 31],[27.50746269 69.49253731] ; [10.49253731 26.50746269],0
p4,1,0.069388,3.297442,[28 70] ; [ 5 32],[23.95555556 74.04444444] ; [ 9.04444444 27.95555556],0
d4,1,0.07177,3.242063,[73 26] ; [22 16],[68.64963504 30.35036496] ; [26.35036496 11.64963504],0
b1,1,0.075102,3.167844,[41 59] ; [22 16],[45.65217391 54.34782609] ; [17.34782609 20.65217391],0
p3,1,0.083997,2.985817,[30 69] ; [ 6 32],[26.01459854 72.98540146] ; [ 9.98540146 28.01459854],0
u2,1,0.087504,2.919704,[19 21] ; [ 3 11],[16.2962963 23.7037037] ; [5.7037037 8.2962963],0
u1,1,0.092385,2.832319,[12 88] ; [ 1 37],[ 9.42028986 90.57971014] ; [ 3.57971014 34.42028986],0
s1,1,0.133542,2.250841,[ 9 89] ; [ 7 31],[11.52941176 86.47058824] ; [ 4.47058824 33.52941176],0
