Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-05,19.550187,[ 45 111] ; [24 11],[56.35602094 99.64397906] ; [12.64397906 22.35602094],1
s6,1,0.000869,11.088179,[63 93] ; [25 10],[71.87434555 84.12565445] ; [16.12565445 18.87434555],1
s3,1,0.00156,10.0061,[58 96] ; [24 12],[66.46315789 87.53684211] ; [15.53684211 20.46315789],0
s5,1,0.02285,5.179888,[ 29 123] ; [12 20],[ 33.86956522 118.13043478] ; [ 7.13043478 24.86956522],0
s7,1,0.059903,3.540071,[ 45 104] ; [16 18],[49.66666667 99.33333333] ; [11.33333333 22.66666667],0
b5,1,0.114227,2.494743,[91 66] ; [26 10],[95.1761658 61.8238342] ; [21.8238342 14.1761658],0
u3,1,0.121425,2.398846,[33 32] ; [9 3],[35.45454545 29.54545455] ; [6.54545455 5.45454545],0
n1,1,0.191752,1.704102,[24 29] ; [ 5 13],[21.64788732 31.35211268] ; [ 7.35211268 10.64788732],0
b1,1,0.193736,1.688974,[71 86] ; [12 24],[67.51813472 89.48186528] ; [15.48186528 20.51813472],0
p5,1,0.208871,1.579233,[ 14 141] ; [ 1 35],[ 12.17277487 142.82722513] ; [ 2.82722513 33.17277487],0
p6,1,0.221757,1.492963,[ 15 141] ; [ 6 30],[ 17.0625 138.9375] ; [ 3.9375 32.0625],0
p8,1,0.225295,1.470323,[ 36 120] ; [ 5 31],[ 33.3125 122.6875] ; [ 7.6875 28.3125],0
a5,1,0.229649,1.443034,[92 65] ; [25 11],[95.1761658 61.8238342] ; [21.8238342 14.1761658],0
s1,1,0.238118,1.3917,[ 12 144] ; [ 5 31],[ 13.8125 142.1875] ; [ 3.1875 32.8125],0
v3,1,0.252306,1.310487,[ 29 122] ; [ 4 32],[ 26.64705882 124.35294118] ; [ 6.35294118 29.64705882],0
n4,1,0.262211,1.257045,[111  46] ; [22 14],[108.19170984  48.80829016] ; [24.80829016 11.19170984],0
b3,1,0.28376,1.148996,[35 58] ; [ 5 15],[32.92035398 60.07964602] ; [ 7.07964602 12.92035398],0
b2,1,0.28376,1.148996,[35 58] ; [ 5 15],[32.92035398 60.07964602] ; [ 7.07964602 12.92035398],0
s8,1,0.297276,1.086373,[ 39 118] ; [12 24],[ 41.48704663 115.51295337] ; [ 9.51295337 26.48704663],0
d5,1,0.297402,1.085806,[110  47] ; [22 14],[107.37823834  49.62176166] ; [24.62176166 11.37823834],0
n5,1,0.297402,1.085806,[110  47] ; [22 14],[107.37823834  49.62176166] ; [24.62176166 11.37823834],0
d3,1,0.354261,0.858135,[87 70] ; [23 13],[89.48186528 67.51813472] ; [20.51813472 15.48186528],0
r2,1,0.369094,0.806712,[134  23] ; [31  3],[135.62827225  21.37172775] ; [29.37172775  4.62827225],0
r4,1,0.393568,0.727891,[111  46] ; [28  8],[113.07253886  43.92746114] ; [25.92746114 10.07253886],0
a6,1,0.403753,0.697121,[99 58] ; [20 16],[96.80310881 60.19689119] ; [22.19689119 13.80310881],0
a3,1,0.418353,0.654938,[92 63] ; [24 12],[94.13612565 60.86387435] ; [21.86387435 14.13612565],0
n3,1,0.458702,0.549061,[26 25] ; [11  7],[27.34782609 23.65217391] ; [9.65217391 8.34782609],0
a1,1,0.470671,0.5204,[  9 148] ; [ 1 35],[  8.13471503 148.86528497] ; [ 1.86528497 34.13471503],0
p1,1,0.513716,0.426491,[ 19 137] ; [ 3 33],[ 17.875 138.125] ; [ 4.125 31.875],0
n2,1,0.576646,0.311688,[32 22] ; [12  6],[33. 21.] ; [11.  7.],0
p2,1,0.60709,0.264434,[93 64] ; [23 13],[94.3626943 62.6373057] ; [21.6373057 14.3626943],0
d1,1,0.619672,0.246329,[67 90] ; [17 19],[68.33160622 88.66839378] ; [15.66839378 20.33160622],0
r1,1,0.649193,0.206919,[98 59] ; [21 15],[96.80310881 60.19689119] ; [22.19689119 13.80310881],0
