Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-05,19.550187,[ 45 111] ; [24 11],[56.35602094 99.64397906] ; [12.64397906 22.35602094],1
p3,1,0.660326,0.193127,[ 42 114] ; [11 25],[ 43.0625 112.9375] ; [ 9.9375 26.0625],0
v4,1,0.740843,0.109387,[131  26] ; [30  5],[131.65104167  25.34895833] ; [29.34895833  5.65104167],0
u2,1,0.774251,0.082265,[30 35] ; [5 7],[29.54545455 35.45454545] ; [5.45454545 6.54545455],0
p4,1,0.807765,0.0592,[ 53 103] ; [13 23],[ 53.625 102.375] ; [12.375 23.625],0
r3,1,0.819923,0.051822,[124  32] ; [28  8],[123.5  32.5] ; [28.5  7.5],0
d4,1,0.821404,0.050958,[112  45] ; [25 11],[111.44559585  45.55440415] ; [25.55440415 10.44559585],0
u1,1,0.852963,0.03435,[ 20 137] ; [ 5 31],[ 20.33678756 136.66321244] ; [ 4.66321244 31.33678756],0
p10,1,0.85429,0.033726,[93 62] ; [21 15],[92.51308901 62.48691099] ; [21.48691099 14.51308901],0
d2,1,0.894289,0.017657,[67 88] ; [16 20],[67.35602094 87.64397906] ; [15.64397906 20.35602094],0
p9,1,0.89466,0.017532,[103  51] ; [23 12],[102.66666667  51.33333333] ; [23.33333333 11.66666667],0
a2,1,0.939186,0.005821,[ 27 130] ; [ 6 30],[ 26.84455959 130.15544041] ; [ 6.15544041 29.84455959],0
a7,1,0.940351,0.005599,[97 60] ; [22 14],[96.80310881 60.19689119] ; [22.19689119 13.80310881],0
b4,1,0.940351,0.005599,[97 60] ; [22 14],[96.80310881 60.19689119] ; [22.19689119 13.80310881],0
p12,1,0.946793,0.004454,[  4 151] ; [ 1 35],[  4.05759162 150.94240838] ; [ 0.94240838 35.05759162],0
v1,1,0.965947,0.001823,[ 47 105] ; [11 25],[ 46.89361702 105.10638298] ; [11.10638298 24.89361702],0
a4,1,0.976506,0.000867,[65 90] ; [15 21],[64.92146597 90.07853403] ; [15.07853403 20.92146597],0
p11,1,0.976742,0.00085,[92 65] ; [21 15],[91.92227979 65.07772021] ; [21.07772021 14.92227979],0
n6,1,0.979376,0.000668,[113  43] ; [26 10],[112.9375  43.0625] ; [26.0625  9.9375],0
