Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,50.537409,[149  78] ; [ 40 104],[115.64150943 111.35849057] ; [73.35849057 70.64150943],1
s2,1,0.0,49.960238,[129 100] ; [ 28 117],[ 96.13101604 132.86898396] ; [60.86898396 84.13101604],1
s8,1,0.0,41.744587,[107 125] ; [ 20 125],[ 78.15384615 153.84615385] ; [48.84615385 96.15384615],1
s5,1,0.0,40.874961,[ 88 137] ; [ 12 129],[ 61.47540984 163.52459016] ; [ 38.52459016 102.47540984],1
s7,1,0.0,36.174729,[120 103] ; [ 29 106],[ 92.81284916 130.18715084] ; [56.18715084 78.81284916],1
p9,1,0.000407,12.501404,[191  36] ; [98 45],[177.30540541  49.69459459] ; [111.69459459  31.30540541],1
p10,1,0.000497,12.125352,[181  43] ; [93 51],[166.7826087  57.2173913] ; [107.2173913  36.7826087],1
n5,1,0.000557,11.913413,[176  54] ; [86 58],[161.12299465  68.87700535] ; [100.87700535  43.12299465],1
n6,1,0.001004,10.819379,[194  37] ; [101  44],[181.23670213  49.76329787] ; [113.76329787  31.23670213],0
n4,1,0.002824,8.917547,[171  60] ; [86 59],[157.89095745  73.10904255] ; [99.10904255 45.89095745],0
r1,1,0.003027,8.791375,[177  53] ; [91 54],[164.37333333  65.62666667] ; [103.62666667  41.37333333],0
p5,1,0.004622,8.021521,[ 30 200] ; [  6 138],[ 22.13903743 207.86096257] ; [ 13.86096257 130.13903743],0
r4,1,0.006199,7.491578,[210  22] ; [117  28],[201.23076923  30.76923077] ; [125.76923077  19.23076923],0
v1,1,0.008048,7.022764,[117 109] ; [53 88],[104.6866485 121.3133515] ; [65.3133515 75.6866485],0
p8,1,0.009313,6.761791,[116 112] ; [53 90],[103.85983827 124.14016173] ; [65.14016173 77.85983827],0
p7,1,0.011377,6.405432,[145  79] ; [73 69],[133.42076503  90.57923497] ; [84.57923497 57.42076503],0
s4,1,0.017733,5.622318,[ 47 183] ; [ 16 129],[ 38.64 191.36] ; [ 24.36 120.64],0
p12,1,0.019151,5.48768,[ 18 211] ; [  3 140],[ 12.92741935 216.07258065] ; [  8.07258065 134.92741935],0
r3,1,0.020895,5.335535,[219  12] ; [128  17],[213.18351064  17.81648936] ; [133.81648936  11.18351064],0
d5,1,0.03928,4.248704,[138  94] ; [70 74],[128.34042553 103.65957447] ; [79.65957447 64.34042553],0
p4,1,0.044328,4.044012,[122 108] ; [61 83],[112.54010695 117.45989305] ; [70.45989305 73.54010695],0
