Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.220225,[87 23] ; [17 26],[74.77124183 35.22875817] ; [29.22875817 13.77124183],1
p9,1,0.002269,9.317955,[100  10] ; [30 12],[94.07894737 15.92105263] ; [35.92105263  6.07894737],0
a5,1,0.004299,8.152992,[69 41] ; [16 27],[61.11111111 48.88888889] ; [23.88888889 19.11111111],0
p10,1,0.011939,6.319923,[94 15] ; [28 13],[88.65333333 20.34666667] ; [33.34666667  7.65333333],0
n6,1,0.018304,5.566773,[94 15] ; [30 13],[88.92105263 20.07894737] ; [35.07894737  7.92105263],0
p4,1,0.028855,4.776218,[62 47] ; [16 27],[55.93421053 53.06578947] ; [22.06578947 20.93421053],0
a7,1,0.030797,4.664241,[61 49] ; [32 11],[66.8627451 43.1372549] ; [26.1372549 16.8627451],0
p3,1,0.049845,3.84666,[52 57] ; [13 30],[46.61184211 62.38815789] ; [18.38815789 24.61184211],0
u3,1,0.059415,3.553633,[13 25] ; [12  8],[16.37931034 21.62068966] ; [ 8.62068966 11.37931034],0
v1,1,0.065087,3.402778,[50 55] ; [13 29],[45. 60.] ; [18. 24.],0
d3,1,0.09159,2.846205,[55 55] ; [28 15],[59.67320261 50.32679739] ; [23.32679739 19.67320261],0
b4,1,0.111599,2.531429,[74 36] ; [23 20],[69.73856209 40.26143791] ; [27.26143791 15.73856209],0
a3,1,0.170259,1.880665,[72 38] ; [23 20],[68.30065359 41.69934641] ; [26.69934641 16.30065359],0
v3,1,0.1744,1.844706,[35 72] ; [ 9 33],[31.59731544 75.40268456] ; [12.40268456 29.59731544],0
a4,1,0.176112,1.830131,[38 72] ; [10 33],[34.50980392 75.49019608] ; [13.49019608 29.50980392],0
n1,1,0.19389,1.687806,[15 19] ; [ 4 12],[12.92 21.08] ; [6.08 9.92],0
u2,1,0.200712,1.637188,[18 20] ; [13  7],[20.31034483 17.68965517] ; [10.68965517  9.31034483],0
p5,1,0.260722,1.264918,[15 94] ; [ 3 39],[12.99337748 96.00662252] ; [ 5.00662252 36.99337748],0
s4,1,0.323772,0.973649,[23 87] ; [ 6 37],[20.8496732 89.1503268] ; [ 8.1503268 34.8496732],0
s7,1,0.346689,0.885539,[45 59] ; [15 28],[42.44897959 61.55102041] ; [17.55102041 25.44897959],0
s8,1,0.356996,0.848432,[42 68] ; [13 30],[39.54248366 70.45751634] ; [15.45751634 27.54248366],0
u1,1,0.374064,0.790121,[  4 106] ; [ 3 40],[  5.03267974 104.96732026] ; [ 1.96732026 41.03267974],0
s6,1,0.38456,0.756075,[65 43] ; [22 20],[62.64 45.36] ; [24.36 17.64],0
a1,1,0.386708,0.749268,[  6 104] ; [ 4 39],[  7.18954248 102.81045752] ; [ 2.81045752 40.18954248],0
v2,1,0.428091,0.627998,[49 56] ; [17 26],[46.82432432 58.17567568] ; [19.17567568 23.82432432],0
r4,1,0.461311,0.542712,[71 39] ; [25 18],[69.01960784 40.98039216] ; [26.98039216 16.01960784],0
p1,1,0.486293,0.484717,[12 98] ; [ 3 39],[10.85526316 99.14473684] ; [ 4.14473684 37.85526316],0
a8,1,0.487515,0.482005,[12 93] ; [ 3 37],[10.86206897 94.13793103] ; [ 4.13793103 35.86206897],0
n3,1,0.487752,0.481481,[28  8] ; [11  5],[27.  9.] ; [12.  4.],0
s3,1,0.49126,0.473766,[54 56] ; [18 24],[52.10526316 57.89473684] ; [19.89473684 22.10526316],0
a2,1,0.506335,0.441634,[  9 101] ; [ 5 38],[10.06535948 99.93464052] ; [ 3.93464052 39.06535948],0
p6,1,0.519228,0.415426,[40 67] ; [13 28],[38.31756757 68.68243243] ; [14.68243243 26.31756757],0
a6,1,0.528578,0.397124,[65 45] ; [23 20],[63.26797386 46.73202614] ; [24.73202614 18.26797386],0
b5,1,0.558924,0.341571,[66 44] ; [28 15],[67.58169935 42.41830065] ; [26.41830065 16.58169935],0
d1,1,0.573767,0.31642,[49 61] ; [17 26],[47.45098039 62.54901961] ; [18.54901961 24.45098039],0
p7,1,0.635099,0.22521,[60 48] ; [21 20],[58.7114094 49.2885906] ; [22.2885906 18.7114094],0
b1,1,0.637663,0.221812,[39 71] ; [17 26],[40.26143791 69.73856209] ; [15.73856209 27.26143791],0
p12,1,0.739206,0.110826,[  6 102] ; [ 3 40],[  6.43708609 101.56291391] ; [ 2.56291391 40.43708609],0
d2,1,0.753233,0.098835,[41 68] ; [15 28],[40.15789474 68.84210526] ; [15.84210526 27.15789474],0
v4,1,0.762964,0.090957,[94 15] ; [37  5],[94.56291391 14.43708609] ; [36.43708609  5.56291391],0
s2,1,0.763485,0.090545,[49 61] ; [18 25],[48.16993464 61.83006536] ; [18.83006536 24.16993464],0
s1,1,0.779566,0.078336,[  4 105] ; [ 2 41],[  4.30263158 104.69736842] ; [ 1.69736842 41.30263158],0
r3,1,0.781045,0.07726,[98 11] ; [38  5],[97.52631579 11.47368421] ; [38.47368421  4.52631579],0
r2,1,0.810637,0.05741,[85 23] ; [33  8],[85.53020134 22.46979866] ; [32.46979866  8.53020134],0
n2,1,0.826318,0.048148,[28  8] ; [12  4],[27.69230769  8.30769231] ; [12.30769231  3.69230769],0
d4,1,0.831852,0.045083,[80 30] ; [32 11],[80.52287582 29.47712418] ; [31.47712418 11.52287582],0
b2,1,0.91099,0.012497,[22 49] ; [ 9 19],[22.23232323 48.76767677] ; [ 8.76767677 19.23232323],0
b3,1,0.91099,0.012497,[22 49] ; [ 9 19],[22.23232323 48.76767677] ; [ 8.76767677 19.23232323],0
d5,1,0.937015,0.006245,[80 30] ; [31 12],[79.80392157 30.19607843] ; [31.19607843 11.80392157],0
p8,1,0.953559,0.003392,[52 56] ; [20 22],[51.84 56.16] ; [20.16 21.84],0
s5,1,0.964442,0.001987,[25 79] ; [10 31],[25.10344828 78.89655172] ; [ 9.89655172 31.10344828],0
p2,1,0.985834,0.000315,[85 23] ; [33  9],[84.96 23.04] ; [33.04  8.96],0
