Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,50.200812,[54 79] ; [249  82],[86.8512931 46.1487069] ; [216.1487069 114.8512931],1
d3,1,0.0,49.146816,[59 74] ; [257  73],[90.77321814 42.22678186] ; [225.22678186 104.77321814],1
d4,1,9.1e-05,15.306176,[92 40] ; [283  48],[106.91144708  25.08855292] ; [268.08855292  62.91144708],1
a2,1,0.000358,12.740638,[ 12 121] ; [ 78 254],[ 25.74193548 107.25806452] ; [ 64.25806452 267.74193548],1
u1,1,0.000634,11.673247,[  6 127] ; [ 54 278],[ 17.16129032 115.83870968] ; [ 42.83870968 289.16129032],1
d5,1,0.000646,11.639297,[88 45] ; [268  63],[102.04310345  30.95689655] ; [253.95689655  77.04310345],1
b5,1,0.000657,11.607453,[69 64] ; [228 104],[84.9483871 48.0516129] ; [212.0516129 119.9483871],1
r1,1,0.001313,10.324285,[91 42] ; [270  59],[103.92424242  29.07575758] ; [257.07575758  71.92424242],0
d1,1,0.002595,9.072595,[56 77] ; [191 141],[70.64731183 62.35268817] ; [176.35268817 155.64731183],0
a5,1,0.00344,8.55795,[74 59] ; [232 100],[87.52258065 45.47741935] ; [218.47741935 113.52258065],0
p2,1,0.005,7.879434,[90 42] ; [266  65],[101.49460043  30.50539957] ; [254.50539957  76.49460043],0
b1,1,0.006143,7.507892,[56 77] ; [ 96 236],[43.47526882 89.52473118] ; [108.52473118 223.47526882],0
r4,1,0.035767,4.408162,[111  22] ; [300  32],[117.55483871  15.44516129] ; [293.44516129  38.55483871],0
s6,1,0.036203,4.387508,[69 60] ; [209 117],[78.81758242 50.18241758] ; [199.18241758 126.81758242],0
v2,1,0.053306,3.734288,[56 70] ; [171 142],[65.15261959 60.84738041] ; [161.84738041 151.15261959],0
p10,1,0.065573,3.39051,[89 42] ; [248  77],[96.81359649 34.18640351] ; [240.18640351  84.81359649],0
p8,1,0.078411,3.097535,[41 90] ; [130 194],[49.23296703 81.76703297] ; [121.76703297 202.23296703],0
u3,1,0.141439,2.162232,[22 29] ; [59 47],[26.31210191 24.68789809] ; [54.68789809 51.31210191],0
a8,1,0.174732,1.841873,[ 14 110] ; [ 50 254],[ 18.54205607 105.45794393] ; [ 45.45794393 258.54205607],0
r2,1,0.193298,1.692301,[118  13] ; [307  21],[121.2962963   9.7037037] ; [303.7037037  24.2962963],0
n2,1,0.201338,1.632643,[39 10] ; [64 28],[35.79432624 13.20567376] ; [67.20567376 24.79432624],0
p9,1,0.226423,1.463194,[99 33] ; [258  64],[103.79735683  28.20264317] ; [253.20264317  68.79735683],0
a1,1,0.230734,1.436331,[  6 127] ; [  8 324],[  4.00430108 128.99569892] ; [  9.99569892 322.00430108],0
b3,1,0.23657,1.400918,[29 47] ; [ 55 125],[24.9375 51.0625] ; [ 59.0625 120.9375],0
b2,1,0.23657,1.400918,[29 47] ; [ 55 125],[24.9375 51.0625] ; [ 59.0625 120.9375],0
s2,1,0.25372,1.302702,[55 76] ; [157 171],[60.50544662 70.49455338] ; [151.49455338 176.50544662],0
v1,1,0.258604,1.276215,[65 66] ; [141 181],[59.57174393 71.42825607] ; [146.42825607 175.57174393],0
a3,1,0.27268,1.203213,[82 50] ; [224 108],[87.05172414 44.94827586] ; [218.94827586 113.05172414],0
a4,1,0.285559,1.140439,[58 74] ; [128 204],[52.9137931 79.0862069] ; [133.0862069 198.9137931],0
n5,1,0.292695,1.107185,[93 39] ; [215 114],[88.19088937 43.80911063] ; [219.80911063 109.19088937],0
u4,1,0.309338,1.0335,[  1 132] ; [  7 325],[  2.28817204 130.71182796] ; [  5.71182796 326.28817204],0
n1,1,0.317189,1.000503,[19 29] ; [28 62],[16.34782609 31.65217391] ; [30.65217391 59.34782609],0
u2,1,0.344632,0.893123,[24 26] ; [60 47],[26.75159236 23.24840764] ; [57.24840764 49.75159236],0
v3,1,0.347325,0.883206,[37 90] ; [107 210],[41.18918919 85.81081081] ; [102.81081081 214.18918919],0
n6,1,0.421397,0.646415,[102  30] ; [266  64],[105.14285714  26.85714286] ; [262.85714286  67.14285714],0
v4,1,0.430778,0.620725,[119  11] ; [308  21],[120.93681917   9.06318083] ; [306.06318083  22.93681917],0
b4,1,0.445345,0.582472,[75 58] ; [200 132],[78.65591398 54.34408602] ; [196.34408602 135.65591398],0
s4,1,0.49042,0.475606,[ 18 114] ; [ 53 274],[ 20.41830065 111.58169935] ; [ 50.58169935 276.41830065],0
p6,1,0.527677,0.398862,[33 96] ; [ 75 254],[30.41921397 98.58078603] ; [ 77.58078603 251.41921397],0
n3,1,0.545829,0.364843,[35 12] ; [64 28],[33.47482014 13.52517986] ; [65.52517986 26.47482014],0
p4,1,0.564124,0.332614,[46 85] ; [125 204],[48.69782609 82.30217391] ; [122.30217391 206.69782609],0
p11,1,0.605398,0.266931,[102  31] ; [247  85],[99.82150538 33.17849462] ; [249.17849462  82.82150538],0
p5,1,0.609097,0.261492,[  7 124] ; [ 14 316],[  5.96746204 125.03253796] ; [ 15.03253796 314.96746204],0
p12,1,0.630559,0.231304,[  7 125] ; [ 14 314],[  6.02608696 125.97391304] ; [ 14.97391304 313.02608696],0
s8,1,0.660876,0.192461,[45 87] ; [120 211],[47.04103672 84.95896328] ; [117.95896328 213.04103672],0
p7,1,0.677115,0.173391,[67 63] ; [157 161],[65. 65.] ; [159. 159.],0
p1,1,0.702086,0.146311,[  5 128] ; [ 15 314],[  5.75757576 127.24242424] ; [ 14.24242424 314.75757576],0
d2,1,0.772163,0.083837,[60 73] ; [144 186],[58.60043197 74.39956803] ; [145.39956803 184.60043197],0
