Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.949678,[14 74] ; [19  8],[25.25217391 62.74782609] ; [ 7.74782609 19.25217391],1
s8,1,8e-06,19.946411,[ 7 81] ; [12 15],[14.53913043 73.46086957] ; [ 4.46086957 22.53913043],1
s6,1,1.4e-05,18.844974,[27 61] ; [21  6],[36.73043478 51.26956522] ; [11.26956522 15.73043478],1
s5,1,2.5e-05,17.789748,[ 9 77] ; [12 13],[16.27027027 69.72972973] ; [ 4.72972973 20.27027027],1
s3,1,5.8e-05,16.168024,[29 57] ; [21  6],[38.05309735 47.94690265] ; [11.94690265 15.05309735],1
s4,1,0.006246,7.478019,[12 77] ; [10 17],[16.87931034 72.12068966] ; [ 5.12068966 21.87931034],0
p5,1,0.013343,6.123012,[ 1 87] ; [ 3 24],[ 3.06086957 84.93913043] ; [ 0.93913043 26.06086957],0
d3,1,0.015808,5.824094,[24 65] ; [14 13],[29.15517241 59.84482759] ; [ 8.84482759 18.15517241],0
d4,1,0.020619,5.358704,[40 49] ; [19  8],[45.26724138 43.73275862] ; [13.73275862 13.26724138],0
p6,1,0.02759,4.853512,[15 73] ; [10 17],[19.13043478 68.86956522] ; [ 5.86956522 21.13043478],0
v4,1,0.049094,3.872143,[66 22] ; [25  2],[69.63478261 18.36521739] ; [21.36521739  5.63478261],0
p4,1,0.051753,3.78373,[25 64] ; [13 14],[29.15517241 59.84482759] ; [ 8.84482759 18.15517241],0
b5,1,0.054789,3.688495,[51 38] ; [21  6],[55.24137931 33.75862069] ; [16.75862069 10.24137931],0
n1,1,0.066515,3.367003,[11 19] ; [7 3],[13.5 16.5] ; [4.5 5.5],0
n4,1,0.070969,3.260473,[48 40] ; [20  7],[52.03478261 35.96521739] ; [15.96521739 11.03478261],0
a3,1,0.071831,3.240684,[34 52] ; [16 11],[38.05309735 47.94690265] ; [11.94690265 15.05309735],0
u2,1,0.084264,2.980684,[17 37] ; [6 4],[19.40625 34.59375] ; [3.59375 6.40625],0
u3,1,0.093067,2.820513,[20 35] ; [7 4],[22.5 32.5] ; [4.5 6.5],0
v1,1,0.121212,2.401592,[28 60] ; [13 14],[31.37391304 56.62608696] ; [ 9.62608696 17.37391304],0
p2,1,0.12986,2.29418,[48 41] ; [19  8],[51.40517241 37.59482759] ; [15.59482759 11.40517241],0
n2,1,0.1524,2.048067,[20 10] ; [9 1],[21.75  8.25] ; [7.25 2.75],0
a7,1,0.165892,1.919679,[42 46] ; [17 10],[45.14782609 42.85217391] ; [13.85217391 13.14782609],0
p3,1,0.174092,1.847346,[27 62] ; [12 15],[29.92241379 59.07758621] ; [ 9.07758621 17.92241379],0
r4,1,0.182938,1.773593,[57 32] ; [21  6],[59.84482759 29.15517241] ; [18.15517241  8.84482759],0
r2,1,0.186832,1.742424,[68 20] ; [24  3],[70.4 17.6] ; [21.6  5.4],0
a5,1,0.211616,1.560339,[31 58] ; [13 14],[33.75862069 55.24137931] ; [10.24137931 16.75862069],0
p9,1,0.222038,1.491153,[26 62] ; [11 15],[28.56140351 59.43859649] ; [ 8.43859649 17.56140351],0
a8,1,0.261733,1.259566,[12 71] ; [ 6 19],[13.83333333 69.16666667] ; [ 4.16666667 20.83333333],0
r3,1,0.268391,1.224951,[66 22] ; [23  4],[68.10434783 19.89565217] ; [20.89565217  6.10434783],0
d2,1,0.279702,1.168536,[22 67] ; [ 4 23],[19.94827586 69.05172414] ; [ 6.05172414 20.94827586],0
r1,1,0.311284,1.025218,[49 39] ; [18  9],[51.26956522 36.73043478] ; [15.73043478 11.26956522],0
v3,1,0.349593,0.874934,[22 65] ; [ 9 17],[23.86725664 63.13274336] ; [ 7.13274336 18.86725664],0
u1,1,0.36698,0.813866,[ 1 88] ; [ 1 26],[ 1.53448276 87.46551724] ; [ 0.46551724 26.53448276],0
n5,1,0.459414,0.547321,[45 43] ; [16 11],[46.67826087 41.32173913] ; [14.32173913 12.67826087],0
v2,1,0.478883,0.501405,[27 60] ; [10 16],[28.48672566 58.51327434] ; [ 8.51327434 17.48672566],0
a4,1,0.546545,0.363543,[18 70] ; [ 7 20],[19.13043478 68.86956522] ; [ 5.86956522 21.13043478],0
p1,1,0.558557,0.342209,[ 4 84] ; [ 2 25],[ 4.59130435 83.40869565] ; [ 1.40869565 25.59130435],0
b2,1,0.587999,0.29348,[17 37] ; [ 5 15],[16.05405405 37.94594595] ; [ 5.94594595 14.05405405],0
b3,1,0.587999,0.29348,[17 37] ; [ 5 15],[16.05405405 37.94594595] ; [ 5.94594595 14.05405405],0
a6,1,0.598017,0.277998,[41 48] ; [14 13],[42.19827586 46.80172414] ; [12.80172414 14.19827586],0
p8,1,0.631772,0.229666,[22 66] ; [ 8 19],[22.95652174 65.04347826] ; [ 7.04347826 19.95652174],0
n6,1,0.643297,0.214456,[51 37] ; [17 10],[52.03478261 35.96521739] ; [15.96521739 11.03478261],0
d5,1,0.692039,0.156887,[39 50] ; [13 14],[39.89655172 49.10344828] ; [12.10344828 14.89655172],0
p11,1,0.769694,0.085717,[40 49] ; [13 14],[40.6637931 48.3362069] ; [12.3362069 14.6637931],0
a2,1,0.859353,0.031399,[ 4 85] ; [ 1 26],[ 3.8362069 85.1637931] ; [ 1.1637931 25.8362069],0
p7,1,0.887215,0.020116,[41 47] ; [13 14],[41.32173913 46.67826087] ; [12.67826087 14.32173913],0
b1,1,0.906504,0.013794,[45 44] ; [14 13],[45.26724138 43.73275862] ; [13.73275862 13.26724138],0
s1,1,0.916159,0.011082,[ 6 82] ; [ 2 25],[ 6.12173913 81.87826087] ; [ 1.87826087 25.12173913],0
b4,1,0.938692,0.005916,[52 37] ; [16 11],[52.17241379 36.82758621] ; [15.82758621 11.17241379],0
n3,1,0.951264,0.003736,[20  9] ; [7 3],[20.07692308  8.92307692] ; [6.92307692 3.07692308],0
