Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.3e-05,18.947353,[25  3] ; [10 20],[16.89655172 11.10344828] ; [18.10344828 11.89655172],1
d1,1,0.306202,1.046989,[11 17] ; [ 8 22],[ 9.17241379 18.82758621] ; [ 9.82758621 20.17241379],0
b1,1,0.308634,1.036514,[16 12] ; [21  9],[17.86206897 10.13793103] ; [19.13793103 10.86206897],0
s5,1,0.410531,0.677261,[ 6 21] ; [ 4 25],[ 4.82142857 22.17857143] ; [ 5.17857143 23.82142857],0
b2,1,0.427801,0.628786,[ 5 13] ; [ 8 12],[ 6.15789474 11.84210526] ; [ 6.84210526 13.15789474],0
b3,1,0.427801,0.628786,[ 5 13] ; [ 8 12],[ 6.15789474 11.84210526] ; [ 6.84210526 13.15789474],0
n3,1,0.431847,0.617851,[7 2] ; [10  6],[6.12 2.88] ; [10.88  5.12],0
b4,1,0.435562,0.607948,[15 13] ; [13 17],[13.51724138 14.48275862] ; [14.48275862 15.51724138],0
a6,1,0.45067,0.568966,[15 13] ; [19 11],[16.4137931 11.5862069] ; [17.5862069 12.4137931],0
r4,1,0.453192,0.562656,[ 9 19] ; [ 7 23],[ 7.72413793 20.27586207] ; [ 8.27586207 21.72413793],0
s6,1,0.455083,0.557961,[12 16] ; [10 20],[10.62068966 17.37931034] ; [11.37931034 18.62068966],0
p4,1,0.457199,0.552744,[11 17] ; [ 9 21],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
n1,1,0.469064,0.524179,[3 5] ; [8 7],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
p3,1,0.489502,0.47762,[ 8 20] ; [ 6 23],[ 6.87719298 21.12280702] ; [ 7.12280702 21.87719298],0
p5,1,0.532308,0.389984,[ 2 26] ; [ 1 28],[ 1.47368421 26.52631579] ; [ 1.52631579 27.47368421],0
a8,1,0.553678,0.350769,[ 3 24] ; [ 2 28],[ 2.36842105 24.63157895] ; [ 2.63157895 27.36842105],0
s1,1,0.57409,0.315887,[ 1 27] ; [ 2 27],[ 1.47368421 26.52631579] ; [ 1.52631579 27.47368421],0
v2,1,0.582778,0.301765,[ 9 18] ; [ 8 22],[ 8.05263158 18.94736842] ; [ 8.94736842 21.05263158],0
a5,1,0.585783,0.296979,[12 16] ; [15 15],[13.03448276 14.96551724] ; [13.96551724 16.03448276],0
d5,1,0.754465,0.097817,[17 11] ; [17 13],[16.4137931 11.5862069] ; [17.5862069 12.4137931],0
a2,1,0.759636,0.093611,[ 3 25] ; [ 4 26],[ 3.37931034 24.62068966] ; [ 3.62068966 26.37931034],0
n5,1,0.799604,0.064444,[14 14] ; [16 14],[14.48275862 13.51724138] ; [15.51724138 14.48275862],0
a3,1,0.812768,0.056101,[15 13] ; [17 13],[15.44827586 12.55172414] ; [16.55172414 13.44827586],0
p7,1,0.832304,0.044837,[12 14] ; [13 17],[11.60714286 14.39285714] ; [13.39285714 16.60714286],0
p6,1,0.877293,0.02384,[ 7 20] ; [ 7 22],[ 6.75 20.25] ; [ 7.25 21.75],0
s4,1,0.882168,0.02197,[ 7 21] ; [ 7 23],[ 6.75862069 21.24137931] ; [ 7.24137931 22.75862069],0
p1,1,0.91629,0.011048,[ 4 24] ; [ 4 26],[ 3.86206897 24.13793103] ; [ 4.13793103 25.86206897],0
u2,1,1.0,0.0,[7 6] ; [7 6],[7. 6.] ; [7. 6.],0
