Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.002276,9.312406,[4 5] ; [48  7],[7.3125 1.6875] ; [44.6875 10.3125],0
n5,1,0.083265,3.0,[5 4] ; [44 10],[7. 2.] ; [42. 12.],0
p8,1,0.086174,2.944424,[3 6] ; [35 20],[5.34375 3.65625] ; [32.65625 22.34375],0
r1,1,0.108531,2.57548,[5 4] ; [44 11],[6.890625 2.109375] ; [42.109375 12.890625],0
p3,1,0.134924,2.234921,[3 6] ; [33 22],[5.0625 3.9375] ; [30.9375 24.0625],0
d2,1,0.134924,2.234921,[3 6] ; [33 22],[5.0625 3.9375] ; [30.9375 24.0625],0
d1,1,0.148978,2.08268,[4 5] ; [38 17],[5.90625 3.09375] ; [36.09375 18.90625],0
s4,1,0.153764,2.034506,[2 7] ; [ 4 51],[0.84375 8.15625] ; [ 5.15625 49.84375],0
b1,1,0.185785,1.750733,[5 4] ; [18 37],[3.234375 5.765625] ; [19.765625 35.234375],0
a7,1,0.188243,1.731315,[8 1] ; [37 18],[6.328125 2.671875] ; [38.671875 16.328125],0
b4,1,0.225286,1.47038,[7 2] ; [31 24],[5.34375 3.65625] ; [32.65625 22.34375],0
a3,1,0.226611,1.462005,[6 3] ; [46  9],[7.3125 1.6875] ; [44.6875 10.3125],0
b5,1,0.237831,1.393406,[6 3] ; [25 30],[4.359375 4.640625] ; [26.640625 28.359375],0
b3,1,0.252461,1.309634,[2 4] ; [25 18],[3.30612245 2.69387755] ; [23.69387755 19.30612245],0
b2,1,0.252461,1.309634,[2 4] ; [25 18],[3.30612245 2.69387755] ; [23.69387755 19.30612245],0
d5,1,0.257571,1.281764,[8 1] ; [39 16],[6.609375 2.390625] ; [40.390625 14.609375],0
p4,1,0.273965,1.196788,[4 5] ; [35 20],[5.484375 3.515625] ; [33.515625 21.484375],0
s2,1,0.418205,0.655353,[4 4] ; [19 35],[2.96774194 5.03225806] ; [20.03225806 33.96774194],0
a4,1,0.436121,0.606467,[3 6] ; [26 29],[4.078125 4.921875] ; [24.921875 30.078125],0
a2,1,0.459223,0.547789,[1 8] ; [12 43],[1.828125 7.171875] ; [11.171875 43.828125],0
s7,1,0.460043,0.545789,[4 5] ; [30 22],[5.01639344 3.98360656] ; [28.98360656 23.01639344],0
p9,1,0.462382,0.540123,[7 2] ; [47  7],[7.71428571 1.28571429] ; [46.28571429  7.71428571],0
p12,1,0.515763,0.422357,[1 8] ; [ 3 52],[0.5625 8.4375] ; [ 3.4375 51.5625],0
d3,1,0.528496,0.397282,[7 2] ; [37 18],[6.1875 2.8125] ; [37.8125 17.1875],0
s3,1,0.549911,0.357477,[4 4] ; [21 33],[3.22580645 4.77419355] ; [21.77419355 32.22580645],0
v1,1,0.561782,0.336628,[6 3] ; [31 24],[5.203125 3.796875] ; [31.796875 23.203125],0
v3,1,0.578002,0.309476,[4 4] ; [32 21],[4.72131148 3.27868852] ; [31.27868852 21.72131148],0
d4,1,0.602213,0.27167,[8 1] ; [45 10],[7.453125 1.546875] ; [45.546875  9.453125],0
a6,1,0.6309,0.230843,[6 3] ; [32 23],[5.34375 3.65625] ; [32.65625 22.34375],0
u1,1,0.665837,0.18651,[2 7] ; [ 9 46],[1.546875 7.453125] ; [ 9.453125 45.546875],0
p2,1,0.687454,0.161856,[8 1] ; [46  9],[7.59375 1.40625] ; [46.40625  8.59375],0
p11,1,0.687454,0.161856,[8 1] ; [46  9],[7.59375 1.40625] ; [46.40625  8.59375],0
r4,1,0.78351,0.075486,[8 1] ; [47  8],[7.734375 1.265625] ; [47.265625  7.734375],0
p7,1,0.789034,0.071591,[5 3] ; [37 18],[5.33333333 2.66666667] ; [36.66666667 18.33333333],0
p10,1,0.793346,0.068627,[7 2] ; [44 10],[7.28571429 1.71428571] ; [43.71428571 10.28571429],0
s5,1,0.827657,0.047397,[2 6] ; [11 40],[1.76271186 6.23728814] ; [11.23728814 39.76271186],0
p6,1,0.834489,0.043659,[4 5] ; [22 32],[3.71428571 5.28571429] ; [22.28571429 31.71428571],0
r3,1,0.847154,0.037153,[8 1] ; [50  5],[8.15625 0.84375] ; [49.84375  5.15625],0
a8,1,0.907259,0.013571,[1 6] ; [ 8 42],[1.10526316 5.89473684] ; [ 7.89473684 42.10526316],0
v2,1,0.912016,0.012209,[6 3] ; [37 17],[6.14285714 2.85714286] ; [36.85714286 17.14285714],0
a5,1,0.92603,0.00862,[7 2] ; [42 13],[6.890625 2.109375] ; [42.109375 12.890625],0
p5,1,0.98534,0.000338,[1 8] ; [ 6 47],[1.01612903 7.98387097] ; [ 5.98387097 47.01612903],0
